date,Close,High,Low,Open,Volume,aVWAP_OB_bear_160,aVWAP_OB_bear_151,aVWAP_OB_bear_133,aVWAP_OB_bear_46,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,30.8443338237,31.5765435287,29.2609303366,29.5538142186,8867640,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8867640.0,False,False,False,False
2022-01-07 00:00:00+00:00,34.6060611832,35.5670864211,30.7436549893,30.7985707172,14932116,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,14932116,1106082.6666666665,False,False,False,False,9316860.444444444,False,False,False,False
2022-01-14 00:00:00+00:00,37.8277838853,37.832360196,34.0202934192,34.5328402127,16520626,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,31452742,3353983.358024691,False,False,False,False,9850472.707818931,False,False,False,False
2022-01-21 00:00:00+00:00,33.5809675962,37.8099362737,32.4277373108,37.058963695,18721676,,,,,0.0,0.0,0.0,0.0,,#000000,,,,91.03818044160123,41.45826573340116,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,12731066,4048582.072245084,False,False,False,False,10507598.87761012,False,False,False,False
2022-01-28 00:00:00+00:00,34.9904712784,36.9765901032,31.4941699369,32.3087532338,16899974,,,,,0.0,0.0,0.0,0.0,,#000000,,,,85.1918845403068,36.20107892132988,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,29631040,5943578.955782485,False,False,False,False,10981108.145935297,False,False,False,False
2022-02-04 00:00:00+00:00,37.5806631099,39.3745768871,34.2124984668,35.0453870062,16349148,,,,,0.0,0.0,0.0,0.0,,#000000,,,,82.19697143332674,33.781820350472486,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,45980188,8909253.699798597,False,False,False,False,11378740.727717867,False,False,False,False
2022-02-11 00:00:00+00:00,38.9718615494,39.4477063314,35.3657287522,37.4250685475,16003444,,,,,0.0,0.0,0.0,0.0,,#000000,,,,80.51065254533644,32.59051990024524,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,61983632,12840689.129443146,False,False,False,False,11721311.340479506,False,False,False,False
2022-02-18 00:00:00+00:00,37.0681163163,39.3471190232,36.3188827357,39.1183034904,14011083,,,,,0.0,0.0,0.0,0.0,,#000000,,,,77.03652776295489,29.625745281029722,False,False,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,47972549,15443049.119854765,False,False,False,False,11890924.055999544,False,False,False,False
2022-02-25 00:00:00+00:00,37.9010048558,38.6789776674,34.9538607931,38.4135516493,24002994,,,,,0.0,0.0,0.0,0.0,,#000000,,,,74.78414337667623,27.828456107811945,False,False,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,71975543,19630641.259124782,False,False,False,False,12788114.4222218,False,False,False,False
2022-03-04 00:00:00+00:00,44.5275026862,44.9393706452,38.1298203886,38.1298203886,27691545,,,,,0.0,0.0,0.0,0.0,,#000000,,,,75.45499146846977,27.828456107811945,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,99667088,25559266.943634056,False,False,False,False,13892072.242797963,False,False,False,False
2022-03-11 00:00:00+00:00,42.0379896891,46.5548083069,39.9244663756,45.1590335568,26575338,,,,,0.0,0.0,0.0,0.0,,#000000,,,,73.95280124936913,27.601505818763684,False,True,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,73091750,29080191.61447598,False,False,False,False,14831573.409998115,False,False,False,False
2022-03-18 00:00:00+00:00,44.1146159134,44.592723464,38.3313534271,41.5309962653,23545283,,,,,0.0,0.0,0.0,0.0,,#000000,,,,73.44331826080658,27.267205812114042,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,96637033,34084402.08747776,False,False,False,False,15477033.379627885,False,False,False,False
2022-03-25 00:00:00+00:00,50.6885947334,50.9782175765,44.583529088,45.1443860223,20234201,,,,,0.0,0.0,0.0,0.0,,#000000,,,,74.57829937162303,27.267205812114042,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,116871234,40216760.006923854,False,False,False,False,15829416.166322116,False,False,False,False
2022-04-01 00:00:00+00:00,50.7897328691,51.0747585242,47.1303712322,49.0795789383,21593859,,,,,0.0,0.0,0.0,0.0,,#000000,,,,75.48008954023432,27.267205812114042,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,138465093,47494414.30270727,False,False,False,False,16256411.931779739,False,False,False,False
2022-04-08 00:00:00+00:00,48.3900007404,51.7735310981,45.8523529721,51.5068941949,20490835,,,,,0.0,0.0,0.0,0.0,,#000000,,,,74.57151371671637,27.267205812114042,False,True,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,117974258,52715143.465469696,False,False,False,False,16570072.899796054,False,False,False,False
