date,Close,High,Low,Open,Volume,aVWAP_OB_bull_817,aVWAP_OB_bull_436,aVWAP_OB_bull_291,aVWAP_OB_bull_254,aVWAP_OB_bear_740,Peaks_Valleys_avg
2022-01-03 00:00:00+00:00,325.0243777881,328.1799542715,320.1987731351,325.6069457543,28918013,,,,,,
2022-01-04 00:00:00+00:00,319.4511442452,325.4613037628,316.6451085415,325.102053517,32674306,,,,,,
2022-01-05 00:00:00+00:00,307.1880885575,316.596561211,306.7997099134,316.3926624228,40054327,,,,,,
2022-01-06 00:00:00+00:00,304.7607220318,309.4406846933,302.4401596333,304.0519310063,39646148,,,,,,
2022-01-07 00:00:00+00:00,304.9160734894,307.3046021507,301.0808343789,305.0228776166,32720018,,,,,,
2022-01-10 00:00:00+00:00,305.1393912098,305.5763171844,295.8377226834,300.4934116797,44289467,,,,,,
2022-01-11 00:00:00+00:00,305.8287633031,307.4114062778,300.8866450568,304.2752487267,29267314,,,,,,
2022-01-12 00:00:00+00:00,309.0231776509,314.0138432277,307.8677511847,310.3825029053,34372217,,,,,,
2022-01-13 00:00:00+00:00,295.9445268105,311.5573483037,295.1677695223,311.1551822177,45365979,,,,,,
2022-01-14 00:00:00+00:00,301.187638506,301.7896254044,294.9250328698,295.4105061749,39846414,,,,,,
2022-01-18 00:00:00+00:00,293.8569915985,300.7992598619,292.9734301831,295.235735785,41717982,,,,,,
2022-01-19 00:00:00+00:00,294.5172352934,304.7891707675,293.905538929,297.3912372598,45485618,,,,,,
2022-01-20 00:00:00+00:00,292.8374976577,302.5949285229,292.3908622169,300.0904688364,35380675,,,,,,
2022-01-21 00:00:00+00:00,287.4293250385,295.2745736495,287.0215274622,293.8909747298,57984403,,,,,,
2022-01-24 00:00:00+00:00,287.759446886,288.4779473776,268.0298117653,283.7105995211,86035393,,,,,,281.4224020096333
2022-01-25 00:00:00+00:00,280.108387597,286.4195405638,276.8848448509,283.0503558261,72848638,,,,,,281.29181560819006
2022-01-26 00:00:00+00:00,288.0895687334,299.5370292685,284.5164852077,299.0369917643,90428853,,,,,,284.7094888738837
2022-01-27 00:00:00+00:00,291.1286316236,298.3718933362,289.274123598,293.8667010646,53481317,,,,,,286.1605407375078
2022-01-28 00:00:00+00:00,299.3040020821,299.5176103363,285.8952293942,291.5073008016,49743698,,,,,,287.3944854608522
