date,Open,High,Low,Close,Volume,aVWAP_peak_839,aVWAP_peak_820,aVWAP_peak_786,aVWAP_peak_704,aVWAP_peak_573,aVWAP_valley_863,aVWAP_valley_827,aVWAP_valley_751,aVWAP_valley_682,aVWAP_valley_667,aVWAP_valley_564,aVWAP_valley_522,aVWAP_valley_486,aVWAP_valley_462,aVWAP_valley_406,aVWAP_valley_385,aVWAP_valley_371,aVWAP_valley_336,aVWAP_OB_bull_751,aVWAP_OB_bull_406,aVWAP_OB_bear_786,aVWAP_OB_bear_573,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,60.93,61.33,60.89,61.18,16962.0,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,16962.0,False,False,False,False
2025-01-21 16:00:00+00:00,61.18,61.355,61.08,61.105,20284.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20284.0,-314.48062015503876,False,False,False,False,17013.503875968992,False,False,False,False
2025-01-21 17:00:00+00:00,61.105,61.155,60.86,60.875,17205.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37489.0,-890.8297578270535,False,False,False,False,17016.472808124512,False,False,False,False
2025-01-21 18:00:00+00:00,60.875,60.98,60.735,60.85,16739.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54228.0,-1717.7626297987272,False,False,False,False,17012.17090412258,False,False,False,False
2025-01-21 19:00:00+00:00,60.85,61.01,60.73,60.805,18944.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73172.0,-2825.5802634452584,False,False,False,False,17042.12174281835,False,False,False,False
2025-01-21 20:00:00+00:00,60.8,61.01,60.5,60.76,216057.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-289229.0,-7265.943360136029,False,False,False,False,20127.62373130179,False,False,False,False
2025-01-22 15:00:00+00:00,60.435,60.56,60.27,60.32,16417.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-305646.0,-11891.99074990136,False,False,False,False,20070.094681204086,False,False,False,False
2025-01-22 16:00:00+00:00,60.32,60.645,60.29,60.605,9507.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.286863750362054,-40.74182262467415,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-296139.0,-16298.921125871882,False,False,False,False,19906.325771417974,False,False,False,False
2025-01-22 17:00:00+00:00,60.59,60.695,60.51,60.52,20389.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.179558919695502,-36.055608797295776,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-316528.0,-20953.635527021157,False,False,False,False,19913.80909279134,False,False,False,False
2025-01-22 18:00:00+00:00,60.52,60.705,60.425,60.63,23122.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.99391332705878,-30.605431180840412,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-293406.0,-25177.70319326889,False,False,False,False,19963.54848670155,False,False,False,False
