date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_114,aVWAP_OB_bull_91,aVWAP_OB_bull_70,aVWAP_OB_bull_41,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,4.0902490334,4.1647677405,4.0654094644,4.1399281715,6611763,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6611763.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.5953202703,4.6036001267,4.1150886024,4.1233684588,24482943,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,24482943,1813551.3333333333,False,False,False,False,7935554.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,4.8437159606,4.8602756733,4.5539209886,4.5622008449,27703621,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,52186564,5544885.604938271,False,False,False,False,9399855.362139918,False,False,False,False
2022-01-21 00:00:00+00:00,4.6284396957,4.8188763916,4.5953202703,4.7774771099,19780400,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,94.6071517467296,44.85994150860165,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,32406164,7534609.930498399,False,False,False,False,10168784.594573999,False,False,False,False
2022-01-28 00:00:00+00:00,4.6698389774,4.7733371817,4.4794022815,4.5290814196,29872143,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,90.66952810922687,41.29648630051091,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,62278307,11589698.602313332,False,False,False,False,11628292.624605555,False,False,False,False
2022-02-04 00:00:00+00:00,5.0258728001,5.0507123692,4.6242997675,4.6532792647,17453564,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,89.17328945122254,40.147060311630256,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,79731871,16637266.9280679,False,False,False,False,12059794.207968106,False,False,False,False
2022-02-11 00:00:00+00:00,4.6284396957,5.1500706453,4.6160199112,5.0258728001,26247162,,,,,,0.0,0.0,0.0,0.0,4.798176750733333,#000000,,4.798176750733333,,83.02434356796375,34.53665954675317,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,53484709,19366707.08154435,False,False,False,False,13110710.34071121,False,False,False,False
2022-02-18 00:00:00+00:00,4.4794022815,4.6532792647,4.4628425688,4.5456411323,20839405,,,,,,0.0,0.0,0.0,0.0,4.680302987921133,#000000,,4.680302987921133,,76.9164966004988,29.103811574980554,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,32645304,20350306.853281807,False,False,False,False,13683206.241399268,False,False,False,False
2022-02-25 00:00:00+00:00,4.2806857293,4.4545627125,3.9991706136,4.3966037181,29219352,,,,,,0.0,0.0,0.0,0.0,4.51354096378983,#000000,,4.51354096378983,,70.66424433003189,23.627252939292447,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,3425952,19096650.9382239,False,False,False,False,14834031.85314747,False,False,False,False
2022-03-04 00:00:00+00:00,3.6348569345,4.1556598985,3.6058774373,4.032290039,47602322,,,,,,0.0,0.0,0.0,0.0,4.2389553499032715,#000000,,4.2389553499032715,,62.57532366786079,16.46509386276844,False,True,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-44176370,14409760.498355461,False,False,False,False,17261312.604766175,False,False,False,False
