date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_51,Peaks_Valleys_avg,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2023-09-22 00:00:00+00:00,7.56,9.8991,4.8,9.09,438147,,,0,,,0.0,0.0,0.0,0.0
2023-09-29 00:00:00+00:00,4.95,8.0,4.8,7.02,1611573,,,0,,,0.0,0.0,0.0,0.0
2023-10-06 00:00:00+00:00,5.09,5.31,4.75,4.85,564935,,,0,,,0.0,0.0,0.0,0.0
2023-10-13 00:00:00+00:00,5.655,6.01,5.06,5.06,684797,,,0,,,0.0,0.0,0.0,0.0
2023-10-20 00:00:00+00:00,6.06,6.3706,5.66,5.66,3034180,,,0,,,0.0,0.0,0.0,0.0
2023-10-27 00:00:00+00:00,6.1,6.47,5.9,6.11,160115,,,0,,,0.0,0.0,0.0,0.0
2023-11-03 00:00:00+00:00,6.0,6.43,5.895,6.2,234325,,,0,,,0.0,0.0,0.0,0.0
2023-11-10 00:00:00+00:00,5.88,6.6,5.53,5.95,914157,,,0,,,0.0,0.0,0.0,0.0
2023-11-17 00:00:00+00:00,6.05,6.2,5.56,5.81,167255,,,0,,,0.0,0.0,0.0,0.0
2023-11-24 00:00:00+00:00,6.09,6.2,6.05,6.05,20112,,,0,,,0.0,0.0,0.0,0.0
2023-12-01 00:00:00+00:00,6.03,6.43,5.86,6.14,121161,,,0,,,0.0,0.0,0.0,0.0
2023-12-08 00:00:00+00:00,5.77,6.145,5.35,6.05,86299,,,0,,,0.0,0.0,0.0,0.0
2023-12-15 00:00:00+00:00,5.45,5.89,4.805,5.69,55005,,,0,,,0.0,0.0,0.0,0.0
2023-12-22 00:00:00+00:00,4.86,5.38,4.72,5.36,75433,,4.986666666666667,0,,,0.0,0.0,0.0,0.0
2023-12-29 00:00:00+00:00,4.86,5.49,4.86,4.87,36495,,5.013838151907179,0,,,0.0,0.0,0.0,0.0
2024-01-05 00:00:00+00:00,5.43,5.7,5.09,5.12,22514,,5.0796222162717015,0,,,0.0,0.0,0.0,0.0
2024-01-12 00:00:00+00:00,6.06,6.11,5.21,5.58,13867,,5.1463547278542325,0,,,0.0,0.0,0.0,0.0
2024-01-19 00:00:00+00:00,5.93,6.28,5.75,6.07,41899,,5.331458561154105,0,,,0.0,0.0,0.0,0.0
2024-01-26 00:00:00+00:00,5.5,6.19,5.5,6.06,21438,,5.371827532766979,0,,,0.0,0.0,0.0,0.0
2024-02-02 00:00:00+00:00,5.6,5.97,5.43,5.5,42908,,5.421526054720544,0,,,0.0,0.0,0.0,0.0
2024-02-09 00:00:00+00:00,5.5,5.97,5.2,5.49,31195,,5.436279252070873,0,,,0.0,0.0,0.0,0.0
2024-02-16 00:00:00+00:00,5.45,5.7,5.2,5.48,30972,,5.437620997660402,0,,,0.0,0.0,0.0,0.0
2024-02-23 00:00:00+00:00,4.94,5.6,4.91,5.4,132274,,5.352887804986693,0,,,0.0,0.0,0.0,0.0
2024-03-01 00:00:00+00:00,5.3,5.32,4.68,4.93,195295,,5.188116655543311,0,,,0.0,0.0,0.0,0.0
2024-03-08 00:00:00+00:00,5.15,5.4,4.71,5.4,75793,,5.176276228397884,0,,,0.0,0.0,0.0,0.0
2024-03-15 00:00:00+00:00,5.08,5.24,4.9,5.02,84130,,5.163990620952843,0,,,0.0,0.0,0.0,0.0
