date,Open,High,Low,Close,Volume,aVWAP_OB_bull_837,aVWAP_OB_bull_774,aVWAP_OB_bull_726,aVWAP_OB_bull_500,aVWAP_OB_bear_709,aVWAP_OB_bear_330,aVWAP_OB_bear_277,aVWAP_OB_bear_233,aVWAP_OB_bear_201,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,10.15,10.155,10.0,10.055,3506.0,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,-1.0,10.155,10.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3506.0,False,False,False,False
2024-12-16 16:00:00+00:00,10.055,10.055,9.97,9.99,6113.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6113.0,-94.7751937984496,False,False,False,False,3546.4186046511627,False,False,False,False
2024-12-16 17:00:00+00:00,9.99,9.995,9.895,9.91,2312.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8425.0,-223.92596598762094,False,False,False,False,3527.2803317108346,False,False,False,False
2024-12-16 18:00:00+00:00,9.915,9.93,9.88,9.895,5570.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13995.0,-437.43098977075863,False,False,False,False,3558.950404087411,False,False,False,False
2024-12-16 19:00:00+00:00,9.895,9.895,9.815,9.82,3516.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17511.0,-702.1374860533825,False,False,False,False,3558.284506349621,False,False,False,False
2024-12-16 20:00:00+00:00,9.815,9.82,9.615,9.62,4118.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21629.0,-1026.5849668897642,False,False,False,False,3566.9622659410998,False,False,False,False
2024-12-17 15:00:00+00:00,9.505,9.545,9.415,9.5,8615.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30244.0,-1479.5681456976747,False,False,False,False,3645.2264168567417,False,False,False,False
2024-12-17 16:00:00+00:00,9.5,9.54,9.49,9.51,7736.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.8067361307915443,-49.27393748228761,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22508.0,-1805.5903449891837,False,False,False,False,3708.6492631070246,False,False,False,False
2024-12-17 17:00:00+00:00,9.51,9.57,9.505,9.535,3097.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.4174913546161148,-46.97266194869299,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19411.0,-2078.54243266377,False,False,False,False,3699.166328795288,False,False,False,False
2024-12-17 18:00:00+00:00,9.535,9.55,9.38,9.55,20336.0,,,,,,,,,,9.493333333333334,"rgba(239, 83, 80, 0.5)",,9.493333333333334,,6.414018444828697,-44.45824843711647,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,925.0,-2031.9758833201456,False,False,False,False,3957.1017345503997,False,False,False,False
2024-12-17 19:00:00+00:00,9.55,9.595,9.52,9.56,5065.0,,,,,,,,,,9.506294437226881,"rgba(239, 83, 80, 0.5)",,9.506294437226881,,9.287769332889873,-42.14553465291068,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5990.0,-1907.604164198903,False,False,False,False,3974.2784518441917,False,False,False,False
2024-12-17 20:00:00+00:00,9.56,9.6,9.49,9.55,11328.0,,,,,,,,,,9.518746086198917,"rgba(239, 83, 80, 0.5)",,9.518746086198917,,11.039954048522443,-40.8702999958768,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5338.0,-1960.7885957617107,False,False,False,False,4088.289638637305,False,False,False,False
2024-12-18 15:00:00+00:00,9.585,9.625,9.525,9.585,6162.0,,,,,,,,,,9.527306777645661,"rgba(239, 83, 80, 0.5)",,9.527306777645661,,15.453229472080444,-37.12718999040179,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,824.0,-1917.6135787731569,False,False,False,False,4120.440186875486,False,False,False,False
2024-12-18 16:00:00+00:00,9.585,9.71,9.585,9.695,8537.0,,,,,,,,,,9.549887058930285,"rgba(239, 83, 80, 0.5)",,9.549887058930285,,25.64288497924686,-28.282189123025837,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9361.0,-1742.751352745666,False,False,False,False,4188.913982427804,False,False,False,False
2024-12-18 17:00:00+00:00,9.695,9.755,9.68,9.745,2505.0,,,,,,,,,,9.558097855981805,"rgba(239, 83, 80, 0.5)",,9.558097855981805,,34.73965340724283,-20.79867354320446,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11866.0,-1531.7629596798417,False,False,False,False,4162.806788901791,False,False,False,False
