date,Open,High,Low,Close,Volume,aVWAP_OB_bull_829,aVWAP_OB_bear_762,aVWAP_OB_bear_703,aVWAP_OB_bear_579,aVWAP_OB_bear_441,aVWAP_OB_bear_344,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,1.175,1.225,1.175,1.225,22813.0,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,1.2000000000000002,1.2000000000000002,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,22813.0,False,False,False,False
2024-12-16 16:00:00+00:00,1.225,1.24,1.22,1.225,92748.0,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,1.2000000000000002,1.23,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,23897.26356589147,False,False,False,False
2024-12-16 17:00:00+00:00,1.225,1.235,1.22,1.23,27230.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,1.2275,1.23,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27230.0,422.17054263565893,False,False,False,False,23948.93389820323,False,False,False,False
2024-12-16 18:00:00+00:00,1.225,1.23,1.2,1.2,7350.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.96774193548379,-51.61290322580675,False,False,True,False,True,,,,1.2149999999999999,1.23,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19880.0,723.8423171684394,False,False,False,False,23691.586085827985,False,False,False,False
2024-12-16 19:00:00+00:00,1.205,1.205,1.19,1.195,10284.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,51.009112763459385,-51.61290322580675,False,False,False,True,True,,,,1.1975,1.1975,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9596.0,861.3951494604016,False,False,False,False,23483.71653410972,False,False,False,False
2024-12-16 20:00:00+00:00,1.195,1.2,1.19,1.2,99229.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.745395412621086,-51.61290322580675,False,False,False,True,True,,,,1.1949999999999998,1.1975,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,108825.0,2535.2494882284573,False,False,False,False,24658.062014201045,False,False,False,False
2024-12-17 15:00:00+00:00,1.205,1.215,1.2,1.205,26573.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.97426582518446,-51.61290322580675,False,False,False,True,True,,,,1.1949999999999998,1.2075,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,135398.0,4595.137093062125,False,False,False,False,24687.75097522118,False,False,False,False
2024-12-17 16:00:00+00:00,1.205,1.215,1.2,1.215,106025.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.23839168000741,-51.61290322580675,False,False,False,True,True,,,,1.2075,1.2075,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,241423.0,8266.886905572788,False,False,False,False,25948.793595760388,False,False,False,False
2024-12-17 17:00:00+00:00,1.215,1.215,1.205,1.215,21778.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.41447558322272,-51.61290322580675,False,False,False,True,True,,,,1.21,1.21,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,241423.0,11881.710364401117,False,False,False,False,25884.13012915945,False,False,False,False
2024-12-17 18:00:00+00:00,1.215,1.24,1.215,1.235,19054.0,,,,,,,1.2300000000000002,"rgba(38, 166, 154, 0.5)",,1.2300000000000002,,52.15542440174613,-47.840796305313724,False,False,True,False,True,,,,1.2275,1.2275,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,260477.0,15735.900901387147,False,False,False,False,25778.236638784885,False,False,False,False
