date,Open,High,Low,Close,Volume,aVWAP_OB_bull_816,aVWAP_OB_bull_658,aVWAP_OB_bull_585,aVWAP_OB_bull_156,aVWAP_OB_bear_853,aVWAP_OB_bear_750,aVWAP_OB_bear_324,aVWAP_OB_bear_203,aVWAP_OB_bear_81,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-05 15:00:00+00:00,372.57,375.42,368.11,368.395,312404.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,312404.0,False,False,False,False
2024-12-05 16:00:00+00:00,368.345,371.9,368.02,369.84,124102.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,124102.0,1924.062015503876,False,False,False,False,309484.58914728684,False,False,False,False
2024-12-05 17:00:00+00:00,369.89,372.8,369.2,372.51,50514.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,174616.0,4601.456402860405,False,False,False,False,305469.5412535304,False,False,False,False
2024-12-05 18:00:00+00:00,372.58,373.3,368.225,369.215,61389.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,86.38863212913719,37.52291278504242,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,113227.0,6285.573357854817,False,False,False,False,301685.34681549115,False,False,False,False
2024-12-05 19:00:00+00:00,369.19,372.38,366.57,372.145,69208.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,80.99281975954506,33.332938550186455,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,182435.0,9016.572220523734,False,False,False,False,298081.0468648634,False,False,False,False
2024-12-05 20:00:00+00:00,372.1,372.665,369.08,369.35,84417.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,72.31473578625318,26.150412535162317,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,98018.0,10396.439317879955,False,False,False,False,294768.4259832376,False,False,False,False
2024-12-06 15:00:00+00:00,373.81,375.355,370.86,373.935,55328.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,70.5035875596792,25.422228666574625,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,153346.0,12612.711576517475,False,False,False,False,291056.17131683085,False,False,False,False
2024-12-06 16:00:00+00:00,373.96,376.625,373.74,374.85,75293.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,69.83112869256115,25.421237700682,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,228639.0,15961.956358276893,False,False,False,False,287711.00587005826,False,False,False,False
2024-12-06 17:00:00+00:00,374.86,375.13,373.06,374.84,40326.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,69.3358537533939,25.27825202095967,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,188313.0,18634.065562024538,False,False,False,False,283875.5794224604,False,False,False,False
2024-12-06 18:00:00+00:00,374.895,377.37,374.82,376.795,91387.0,,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,70.27359860368924,25.27825202095967,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,279700.0,22681.599429279973,False,False,False,False,280891.26036164706,False,False,False,False
