date,Close,High,Low,Open,Volume,aVWAP_peak_18,aVWAP_peak_17,aVWAP_peak_16,Peaks_avg,color
2022-08-19 00:00:00+00:00,9.87,9.9,9.85,9.87,249503,9.825713540185578,9.82509021211146,9.824691095828555,9.825164949375198,#000000
2022-08-26 00:00:00+00:00,9.88,9.895,9.86,9.865,187620,9.828290229433714,9.827598874081396,9.827154643662292,9.827681249059133,#000000
2022-09-02 00:00:00+00:00,9.89,9.89,9.87,9.88,5714,9.828372194677478,9.82767873619267,9.82723310935518,9.827761346741775,#000000
2022-09-09 00:00:00+00:00,9.88,9.9,9.87,9.87,41409,9.828958974905035,9.828250723003922,9.827795261040329,9.82833498631643,#000000
2022-09-16 00:00:00+00:00,9.89,9.9,9.885,9.89,169257,9.831581032893867,9.830807330617521,9.83030838553375,9.83089891634838,#000000
2022-09-23 00:00:00+00:00,9.92,9.94,9.9,9.94,255302,9.836826839321223,9.83592020187074,9.835333289803158,9.836026776998374,#000000
2022-09-30 00:00:00+00:00,9.92,9.93,9.9,9.905,918249,9.85086765774034,9.84972258637067,9.848973655948052,9.84985463335302,#000000
2022-10-07 00:00:00+00:00,9.935,9.935,9.91,9.92,120754,9.852581015276836,9.851414166592932,9.850650165990736,9.851548449286835,#000000
2022-10-14 00:00:00+00:00,9.935,9.95,9.92,9.95,230737,9.855993441965005,9.854783893310783,9.853990396440635,9.854922577238808,#000000
2022-10-21 00:00:00+00:00,9.95,9.97,9.93,9.97,710098,9.866617968579858,9.865293356325438,9.864419951357666,9.865443758754322,#000000
2022-10-28 00:00:00+00:00,9.985,9.99,9.96,9.96,477688,9.874511412684761,9.873106447065666,9.872177441695449,9.873265100481959,#000000
2022-11-04 00:00:00+00:00,10.0,10.0,9.96,10.0,362497,9.880218966289693,9.878765912020727,9.877803294507784,9.878929390939403,#000000
2022-11-11 00:00:00+00:00,10.015,10.015,9.99,9.99,5276,9.880312554281259,9.878858617995705,9.877895391006216,9.879022187761061,#000000
2022-11-18 00:00:00+00:00,10.01,10.015,10.0,10.01,142486,9.88282133013265,9.881344427295979,9.88036530880583,9.881510355411486,#000000
2022-11-25 00:00:00+00:00,10.01,10.03,10.01,10.01,471720,9.89097582607227,9.889431688292932,9.888405839119306,9.889604451161503,#000000
2022-12-02 00:00:00+00:00,10.03,10.04,10.02,10.02,468079,9.898901332485991,9.897300966684565,9.896235794598573,9.897479364589708,#000000
2022-12-09 00:00:00+00:00,10.06,10.06,10.04,10.04,251104,9.903484078208145,9.901850281593257,9.900761869485038,9.902032076428812,#000000
2022-12-16 00:00:00+00:00,10.06,10.07,10.05,10.05,745800,9.916161537983957,9.914454043676452,9.913313795583075,9.914643125747828,#000000
2022-12-23 00:00:00+00:00,10.08,10.08,10.06,10.06,60386,9.917185593037923,9.915472680919324,9.914328611356222,9.91566229510449,#000000
2022-12-30 00:00:00+00:00,10.09,10.1,10.08,10.085,30052,9.917744140153594,9.91602777844043,9.914881304184147,9.916217740926058,#000000
2023-01-06 00:00:00+00:00,10.11,10.115,10.08,10.08,1629719,9.945173442142023,9.9433369032248,9.94210519404568,9.943538513137502,#000000
2023-01-13 00:00:00+00:00,10.14,10.14,10.12,10.12,1241234,9.964365629263385,9.962479644019583,9.961211797361496,9.96268569021482,#000000
2023-01-20 00:00:00+00:00,10.145,10.15,10.14,10.15,806780,9.975596689811773,9.973697838893937,9.972419700436543,9.973904743047418,#000000
2023-01-27 00:00:00+00:00,10.1515,10.1515,10.14,10.14,1282517,9.991074140054456,9.989182625230377,9.987907201228193,9.989387988837676,#000000
2023-02-03 00:00:00+00:00,10.16,10.18,10.155,10.155,4610697,10.033573375874997,10.031804071460233,10.030605888690493,10.031994445341908,#000000
2023-02-10 00:00:00+00:00,10.17,10.175,10.16,10.17,24545,10.033748445061518,10.031980037348065,10.030782441035107,10.032170307814896,#000000
2023-02-17 00:00:00+00:00,10.2,10.2,10.17,10.17,259076,10.035862044041629,10.034100890138816,10.032907990622311,10.034290308267586,#000000
2023-02-24 00:00:00+00:00,10.19,10.2,10.19,10.19,1406552,10.046635396264918,10.044915555939486,10.043749588405435,10.04510018020328,#000000
2023-03-03 00:00:00+00:00,10.2065,10.21,10.19,10.195,117894,10.047522184280622,10.045805670455627,10.044641876576096,10.045989910437449,#000000
2023-03-10 00:00:00+00:00,10.2,10.21,10.2,10.21,60987,10.047980396988741,10.046265593028517,10.045102916649338,10.04644963555553,#000000
