date,Open,High,Low,Close,Volume,aVWAP_peak_321,aVWAP_valley_330,aVWAP_valley_314,aVWAP_valley_293,aVWAP_valley_268,aVWAP_valley_253,aVWAP_valley_213,aVWAP_valley_191,aVWAP_valley_157,aVWAP_valley_113,aVWAP_valley_53,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-06-28 16:00:00+00:00,19.025,23.34,18.84,22.375,256421.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,256421.0,False,False,False,False
2024-07-01 16:00:00+00:00,22.855,23.5,22.525,22.8,24486.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,24486.0,379.62790697674416,False,False,False,False,252825.10852713176,False,False,False,False
2024-07-02 16:00:00+00:00,24.345,25.255,22.68,24.66,13000.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,37486.0,954.9204975662519,False,False,False,False,249106.88979027697,False,False,False,False
2024-07-03 16:00:00+00:00,24.185,24.6,24.15,24.16,4553.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,32933.0,1450.704675898558,False,False,False,False,245315.3566152339,False,False,False,False
2024-07-04 16:00:00+00:00,24.16,24.16,24.16,24.16,0.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,32933.0,1938.8022778226114,False,False,False,False,241512.0177529822,False,False,False,False
2024-07-05 16:00:00+00:00,24.845,30.49,24.845,28.89,19066.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,51999.0,2714.9293742904774,False,False,False,False,238063.24228394372,False,False,False,False
2024-07-08 16:00:00+00:00,27.955,28.025,26.13,26.66,27168.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,24831.0,3057.8141901929503,False,False,False,False,234793.5486051229,False,False,False,False
2024-07-09 16:00:00+00:00,27.025,27.62,26.82,27.43,9478.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,34309.0,3542.3286988721293,False,False,False,False,231300.28428566363,False,False,False,False
2024-07-10 16:00:00+00:00,27.475,28.37,27.42,27.945,21026.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,55335.0,4345.3158508276,False,False,False,False,228040.2178626301,False,False,False,False
2024-07-11 16:00:00+00:00,29.06,30.015,28.915,29.905,14199.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,69534.0,5355.99312445818,False,False,False,False,224724.85014382962,False,False,False,False
2024-07-12 16:00:00+00:00,31.715,32.06,30.595,30.67,54958.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,124492.0,7203.062998497588,False,False,False,False,222092.8059555532,False,False,False,False
2024-07-15 16:00:00+00:00,31.1,31.28,30.355,30.95,27684.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,152176.0,9450.70543262941,False,False,False,False,219078.71594073842,False,False,False,False
2024-07-16 16:00:00+00:00,30.13,30.13,28.12,29.04,36873.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,115303.0,11091.826278635155,False,False,False,False,216253.82111995175,False,False,False,False
2024-07-17 16:00:00+00:00,26.81,27.53,26.81,27.02,18707.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,96596.0,12417.472382842361,False,False,False,False,213191.07970723932,False,False,False,False
2024-07-18 16:00:00+00:00,29.145,29.47,28.115,28.22,24753.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,121349.0,14106.333276131627,False,False,False,False,210269.5590916232,False,False,False,False
2024-07-19 16:00:00+00:00,29.385,29.385,28.88,28.88,5934.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,127283.0,15861.010279602455,False,False,False,False,207101.56592741198,False,False,False,False
2024-07-22 16:00:00+00:00,30.71,30.71,28.7,29.53,6848.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,134131.0,17694.653531081487,False,False,False,False,203996.85947892498,False,False,False,False
2024-07-23 16:00:00+00:00,28.815,29.21,28.245,28.26,11444.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,122687.0,19322.44184842906,False,False,False,False,201011.54382808894,False,False,False,False
2024-07-24 16:00:00+00:00,29.08,29.815,29.0,29.465,4969.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,127656.0,21002.031897290628,False,False,False,False,197972.1245439325,False,False,False,False
2024-07-25 16:00:00+00:00,29.435,30.25,29.26,29.605,21723.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,149379.0,22992.372488030305,False,False,False,False,195239.57997735988,False,False,False,False
2024-07-26 16:00:00+00:00,30.0,30.4,29.71,30.035,7920.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,157299.0,25074.645782789525,False,False,False,False,192335.40044282717,False,False,False,False
2024-07-29 16:00:00+00:00,29.95,32.9,29.95,32.01,11644.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,168943.0,27305.162902436197,False,False,False,False,189533.98338169805,False,False,False,False
2024-07-30 16:00:00+00:00,31.49,31.79,31.14,31.23,11287.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,157656.0,29326.10611325114,False,False,False,False,186770.46425950117,False,False,False,False
2024-07-31 16:00:00+00:00,32.075,33.15,31.905,32.82,6225.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,163881.0,31412.228499092205,False,False,False,False,183971.3097748577,False,False,False,False
2024-08-01 16:00:00+00:00,31.545,32.37,31.545,32.15,10059.0,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,153822.0,33310.054413834965,False,False,False,False,181274.99489462737,False,False,False,False
