date,Close,High,Low,Open,Volume,aVWAP_peak_166,aVWAP_peak_152,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_111,aVWAP_valley_95,aVWAP_valley_74,aVWAP_valley_41,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.9689048281,18.0371627761,17.6105506007,17.7044052793,641387,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,641387.0,False,False,False,False
2022-01-07 00:00:00+00:00,18.6514843087,18.6941455263,17.9859693151,17.9859693151,1052113,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,1052113,77934.29629629629,False,False,False,False,671811.1481481482,False,False,False,False
2022-01-14 00:00:00+00:00,18.8221291789,18.8306614224,18.421113734,18.6344198217,1112156,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,2164269,232477.60768175582,False,False,False,False,704429.2853223595,False,False,False,False
2022-01-21 00:00:00+00:00,18.1139529677,18.8306614224,18.0632714413,18.8188869264,1831223,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,333046,239927.118223848,False,False,False,False,787895.4864095922,False,False,False,False
2022-01-28 00:00:00+00:00,18.1679177643,18.4162069326,17.6884628186,17.9453136824,2092286,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,2425332,401808.96131837775,False,False,False,False,884517.0059348077,False,False,False,False
2022-02-04 00:00:00+00:00,18.2449730234,18.4246830111,17.9769919556,18.0908625052,1890326,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,4315658,691723.7049244238,False,False,False,False,959021.3758655626,False,False,False,False
2022-02-11 00:00:00+00:00,18.2877815007,18.4932621917,18.1423182949,18.2278496325,3004367,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,7320025,1182708.9860411333,False,False,False,False,1110528.45913478,False,False,False,False
2022-02-18 00:00:00+00:00,18.0994242006,18.3990835417,17.9709987687,18.3134665871,1903108,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,5416917,1496354.0241121603,False,False,False,False,1169238.054754426,False,False,False,False
2022-02-25 00:00:00+00:00,18.2566879487,18.2987857232,17.3460013969,18.1621827405,1776203,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,7193120,1918336.688992741,False,False,False,False,1214198.421068913,False,False,False,False
2022-03-04 00:00:00+00:00,18.4800638954,18.5230208082,17.7497963774,18.0504947671,1936941,,,,,,,,,,,#000000,,,,False,False,False,False,-0.07218930992607013,-0.07218930992607013,False,False,False,False,9130061,2452538.4898080938,False,False,False,False,1267734.9083971416,False,False,False,False
