date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bear_142,aVWAP_OB_bear_59,aVWAP_OB_bear_22,aVWAP_OB_bear_12,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,64.8343987286,65.2740686209,63.5492098128,63.6506720956,4844841,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4844841.0,False,False,False,False
2022-01-07 00:00:00+00:00,67.5645796558,67.7437055455,65.0457784845,65.0457784845,12068503,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,12068503,893963.1851851852,False,False,False,False,5379927.074074075,False,False,False,False
2022-01-14 00:00:00+00:00,69.6373220944,70.2685276107,66.7030694241,67.4963412216,9525157,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,21593660,2427274.060356653,False,False,False,False,5686981.14266118,False,False,False,False
2022-01-21 00:00:00+00:00,67.9740102609,70.8656139099,67.6669373071,70.4817727176,8613915,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,93.81501324519827,44.1049344993296,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,12979745,3208938.5744043086,False,False,False,False,5903791.058019612,False,False,False,False
2022-01-28 00:00:00+00:00,66.9163145309,68.6222753858,65.0909364163,66.5410031429,12263033,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,86.44811952874319,37.30080486643185,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,716712,3024329.198522508,False,False,False,False,6374846.0166848255,False,False,False,False
2022-02-04 00:00:00+00:00,70.6182495859,71.4541704048,66.5410031429,66.856605901,9972099,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,83.9886308904254,35.3741478011074,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,10688811,3592068.5912245447,False,False,False,False,6641309.200634098,False,False,False,False
2022-02-11 00:00:00+00:00,72.145084551,73.3691114644,70.8229648885,71.0447397997,10694337,,,,,,0.0,0.0,0.0,0.0,72.11238696796667,#000000,,72.11238696796667,,82.85187038818819,34.67697341875618,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,21383148,4909926.325207911,False,False,False,False,6941533.4820686085,False,False,False,False
2022-02-18 00:00:00+00:00,70.9850311697,72.8359986972,70.7334019436,71.7612433587,10578675,,,,,,0.0,0.0,0.0,0.0,71.81688091093184,#000000,,71.81688091093184,,80.1530753460199,32.41272528237462,False,False,True,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,10804473,5346559.412229547,False,False,False,False,7210951.372285748,False,False,False,False
2022-02-25 00:00:00+00:00,70.3111766321,71.4541704048,66.6518905984,70.5500111517,10870189,,,,,,0.0,0.0,0.0,0.0,71.02402850518939,#000000,,71.02402850518939,,77.10284055102807,29.80286318788545,False,False,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,-65716,4945650.122434766,False,False,False,False,7482006.011375692,False,False,False,False
2022-03-04 00:00:00+00:00,66.0633341035,69.6970307243,64.7668038539,69.2620107063,14636292,,,,,,0.0,0.0,0.0,0.0,69.71568408529433,#000000,,69.71568408529433,,70.4465511441599,23.75355984208568,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,-14702008,3490268.03929145,False,False,False,False,8011953.121644159,False,False,False,False
2022-03-11 00:00:00+00:00,65.6453736941,66.6860098155,63.2996775187,65.1250556334,11628713,,,,,,0.0,0.0,0.0,0.0,67.01452715422047,#000000,,67.01452715422047,,64.9583996156454,18.9357171085707,False,True,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,-26330721,1281305.8882328242,False,False,False,False,8279861.260781629,False,False,False,False
2022-03-18 00:00:00+00:00,69.0231761867,69.3473087491,65.1250556334,66.1998109719,10681413,,,,,,0.0,0.0,0.0,0.0,67.56578802061438,#000000,,67.56578802061438,,63.15501058602853,17.667921525061672,False,True,False,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,-15649308,27186.340956318658,False,False,False,False,8457753.982205212,False,False,False,False
2022-03-25 00:00:00+00:00,69.6970307243,70.4903025218,68.379175964,69.219361685,9572083,,,,,69.52216973670002,-1.0,70.4903,68.37917,179.0,68.0767366831279,#000000,,68.0767366831279,,62.1539923359778,17.053375504235987,False,True,True,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,-6077225,-424992.2768922975,False,False,False,False,8540296.872412233,False,False,False,False
2022-04-01 00:00:00+00:00,67.8119439797,70.2685276107,67.2233874848,69.3217193363,8582775,,,,,69.00802650643136,0.0,0.0,0.0,0.0,68.17173303505473,#000000,,68.17173303505473,,59.92193799457071,15.145288648578756,False,True,False,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,-14660000,-1479437.293418794,False,False,False,False,8543443.400381697,False,False,False,False
2022-04-08 00:00:00+00:00,66.2536772091,69.4923154217,65.3583572469,67.9740102609,13606534,,,,,68.16269199213428,0.0,0.0,0.0,0.0,67.98499102470156,#000000,,67.98499102470156,,57.14495721184398,12.664901592350695,False,True,False,False,False,,,,1,,,False,False,False,False,,,False,False,False,False,-28266534,-3463666.679091476,False,False,False,False,8918487.148501571,False,False,False,False
2022-04-15 00:00:00+00:00,64.1359011445,66.7013371903,63.4471934812,65.8921056859,8494736,,,,,67.44497713573143,0.0,0.0,0.0,0.0,67.65612465429362,#000000,,67.65612465429362,,53.7652576206677,9.584455860415929,False,True,False,True,False,,,,1,,,False,False,False,False,,,False,False,False,False,-36761270,-5930155.813973589,False,False,False,False,8887098.174538491,False,False,False,False
2022-04-22 00:00:00+00:00,63.1200573411,66.6755106529,62.9478804253,64.032594995,8676442,,,,,66.87807492834379,0.0,0.0,0.0,0.0,67.33682568755053,#000000,,67.33682568755053,,50.61337424719257,6.718508283558158,False,True,False,True,False,,,,1,,,False,False,False,False,,,False,False,False,False,-45437712,-8856641.457382951,False,False,False,False,8871494.013461566,False,False,False,False
