date,Close,High,Low,Open,Volume,aVWAP_peak_856,aVWAP_peak_840,aVWAP_peak_825,aVWAP_peak_815,aVWAP_peak_786,aVWAP_peak_754,aVWAP_peak_731,aVWAP_peak_683,aVWAP_peak_664,aVWAP_peak_646,aVWAP_peak_633,aVWAP_peak_588,aVWAP_peak_568,aVWAP_peak_548,aVWAP_peak_533,aVWAP_peak_505,aVWAP_peak_491,aVWAP_peak_490,aVWAP_peak_418,aVWAP_peak_388,aVWAP_peak_375,aVWAP_peak_358,aVWAP_peak_340,aVWAP_peak_321,aVWAP_peak_288,aVWAP_peak_284,aVWAP_peak_255,aVWAP_peak_216,aVWAP_peak_153,aVWAP_peak_121,aVWAP_peak_106,aVWAP_peak_67,aVWAP_peak_66,aVWAP_peak_65,aVWAP_peak_12,aVWAP_valley_871,aVWAP_valley_855,aVWAP_valley_819,aVWAP_valley_796,aVWAP_valley_773,aVWAP_valley_759,aVWAP_valley_746,aVWAP_valley_726,aVWAP_valley_715,aVWAP_valley_656,aVWAP_valley_638,aVWAP_valley_615,aVWAP_valley_573,aVWAP_valley_554,aVWAP_valley_530,aVWAP_valley_488,aVWAP_valley_455,aVWAP_valley_439,aVWAP_valley_405,aVWAP_valley_380,aVWAP_valley_353,aVWAP_valley_324,aVWAP_valley_298,aVWAP_valley_245,aVWAP_valley_196,aVWAP_valley_115,aVWAP_valley_90,aVWAP_valley_36,aVWAP_valley_14,aVWAP_OB_bull_855,aVWAP_OB_bull_796,aVWAP_OB_bull_759,aVWAP_OB_bear_418,aVWAP_OB_bear_388,aVWAP_OB_bear_358,aVWAP_OB_bear_216,aVWAP_OB_bear_153,aVWAP_OB_bear_106,aVWAP_OB_bear_67,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2022-01-03 00:00:00+00:00,11.6047232242,11.7017662059,11.4915064123,11.6855923756,1060692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-04 00:00:00+00:00,11.5562017334,11.6613316302,11.5238540729,11.6370708848,1445680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-05 00:00:00+00:00,11.4187241761,11.6128101394,11.4187241761,11.531940988,1553356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-06 00:00:00+00:00,11.3863765155,11.5562017334,11.3378550247,11.4025503458,3598136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-07 00:00:00+00:00,11.4672456669,11.5481148183,11.3378550247,11.3944634306,1688336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-10 00:00:00+00:00,11.3378550247,11.4510718366,11.2488989581,11.4348980063,3025642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-11 00:00:00+00:00,11.2812466187,11.3944634306,11.240812043,11.3702026852,8405613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-12 00:00:00+00:00,11.2731597036,11.3378550247,11.2327251279,11.3216811944,3878209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-13 00:00:00+00:00,11.3378550247,11.3944634306,11.2650727884,11.2893335338,1767193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-14 00:00:00+00:00,11.1922905522,11.3621157701,11.1356821462,11.297420449,1732588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-18 00:00:00+00:00,11.3621157701,11.4025503458,11.1599428916,11.2327251279,3185005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-19 00:00:00+00:00,11.4510718366,11.4915064123,11.3135942792,11.4187241761,2035581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-20 00:00:00+00:00,11.4672456669,11.6532447151,11.4591587517,11.475332582,1936728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.526549711233335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.526549711233335,11.526549711233335,,#000000,,11.526549711233335,
2022-01-21 00:00:00+00:00,11.3378550247,11.4348980063,11.2893335338,11.4106372609,2539901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.428666706982316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.428666706982316,11.428666706982316,,#000000,,11.428666706982316,
2022-01-24 00:00:00+00:00,11.1680298067,11.2569858733,10.9173354374,11.184203637,3688815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.286565979452208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.114117039133333,,,,,,,,,,,11.20034150929277,11.286565979452208,11.114117039133333,#000000,,11.20034150929277,
2022-01-25 00:00:00+00:00,11.0628999099,11.2165512976,10.9658569283,11.0305522494,2674572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.236036233524297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.100521111818532,,,,,,,,,,,11.168278672671414,11.236036233524297,11.100521111818532,#000000,,11.168278672671414,
2022-01-26 00:00:00+00:00,11.1033344856,11.297420449,11.0548129948,11.1761167219,2916397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.21818978989527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.116654337037485,,,,,,,,,,,11.167422063466377,11.21818978989527,11.116654337037485,#000000,,11.167422063466377,
2022-01-27 00:00:00+00:00,11.1599428916,11.3135942792,11.1275952311,11.2084643824,2133442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.215798228918642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.13230446457141,,,,,,,,,,,11.174051346745026,11.215798228918642,11.13230446457141,#000000,,11.174051346745026,
2022-01-28 00:00:00+00:00,11.3135942792,11.3135942792,11.0952475705,11.1518559765,1842549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.218397378930133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.147386987476679,,,,,,,,,,,11.182892183203407,11.218397378930133,11.147386987476679,#000000,,11.182892183203407,
2022-01-31 00:00:00+00:00,11.5562017334,11.588549394,11.2893335338,11.297420449,1915573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.243710001694652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.189134590819153,,,,,,,,,,,11.216422296256901,11.243710001694652,11.189134590819153,#000000,,11.216422296256901,
2022-02-01 00:00:00+00:00,11.4672456669,11.6289839697,11.3944634306,11.6128101394,1706716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.263945341862774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.220255707790187,,,,,,,,,,,11.24210052482648,11.263945341862774,11.220255707790187,#000000,,11.24210052482648,
2022-02-02 00:00:00+00:00,11.5562017334,11.6128101394,11.4672456669,11.4672456669,1626144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.283862675286322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.248830971816108,,,,,,,,,,,11.266346823551215,11.283862675286322,11.248830971816108,#000000,,11.266346823551215,
2022-02-03 00:00:00+00:00,11.4268110912,11.5562017334,11.4025503458,11.4834194972,1466704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.294541097305657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.26447584070039,,,,,,,,,,,11.279508469003023,11.294541097305657,11.26447584070039,#000000,,11.279508469003023,
2022-02-04 00:00:00+00:00,11.3540288549,11.4025503458,11.240812043,11.3459419398,1017583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.296056481427083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.267772091268709,,,,,,,,,,,11.281914286347895,11.296056481427083,11.267772091268709,#000000,,11.281914286347895,
2022-02-07 00:00:00+00:00,11.4268110912,11.475332582,11.3297681095,11.3297681095,1917093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.304078549554806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.279729252841857,,,,,,,,,,,11.291903901198332,11.304078549554806,11.279729252841857,#000000,,11.291903901198332,
2022-02-08 00:00:00+00:00,11.4348980063,11.5076802426,11.4187241761,11.4591587517,1391631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.311318170373204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.289697347755936,,,,,,,,,,,11.300507759064569,11.311318170373204,11.289697347755936,#000000,,11.300507759064569,
2022-02-09 00:00:00+00:00,11.5723755637,11.5804624788,11.4915064123,11.5076802426,2169572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.327920969189995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.310880698179147,,,,,,,,,,,11.319400833684572,11.327920969189995,11.310880698179147,#000000,,11.319400833684572,
