date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_valley_858,aVWAP_valley_835,aVWAP_valley_810,aVWAP_valley_794,aVWAP_valley_779,aVWAP_valley_732,aVWAP_valley_720,aVWAP_valley_691,aVWAP_valley_667,aVWAP_valley_624,aVWAP_valley_591,aVWAP_valley_564,aVWAP_valley_546,aVWAP_valley_526,aVWAP_valley_508,aVWAP_valley_473,aVWAP_valley_463,aVWAP_valley_430,aVWAP_valley_396,aVWAP_valley_365,aVWAP_valley_338,aVWAP_valley_297,aVWAP_valley_280,aVWAP_valley_260,aVWAP_valley_234,aVWAP_valley_192,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,91.36,91.94,91.26,91.74,3491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3491.0,False,False,False,False
2024-12-19 16:00:00+00:00,91.74,91.96,91.35,91.4,5462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-5462.0,-84.68217054263566,False,False,False,False,3521.5581395348836,False,False,False,False
2024-12-19 17:00:00+00:00,91.4,91.71,91.245,91.335,7366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-12828.0,-282.25298960399016,False,False,False,False,3581.1618893095365,False,False,False,False
2024-12-19 18:00:00+00:00,91.27,91.55,91.06,91.44,9998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2830.0,-321.7529432535407,False,False,False,False,3680.647751490784,False,False,False,False
2024-12-19 19:00:00+00:00,91.49,91.56,90.74,90.74,7688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10518.0,-479.83429297054005,False,False,False,False,3742.7772437157328,False,False,False,False
2024-12-19 20:00:00+00:00,90.765,91.36,90.67,90.86,12547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,2029.0,-440.9376372655704,False,False,False,False,3879.276821332543,False,False,False,False
2024-12-20 15:00:00+00:00,91.19,91.455,90.875,91.325,5134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7163.0,-323.04713126145305,False,False,False,False,3898.729893870023,False,False,False,False
2024-12-20 16:00:00+00:00,91.325,91.58,91.265,91.45,4261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11424.0,-140.9223695364693,False,False,False,False,3904.3464846627353,False,False,False,False
2024-12-20 17:00:00+00:00,91.415,91.625,91.37,91.49,10931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,22355.0,207.8516206889023,False,False,False,False,4013.286849241608,False,False,False,False
2024-12-20 18:00:00+00:00,91.46,91.48,91.17,91.325,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,20367.0,520.3965568022527,False,False,False,False,3981.8870531293346,False,False,False,False
