date,Open,High,Low,Close,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,Peaks_Valleys_avg
2023-11-20 17:00:00+00:00,62.085,62.26,61.76,61.935,30631.0,0,,,
2023-11-21 17:00:00+00:00,61.76,61.94,61.535,61.645,21509.0,0,,,
2023-11-22 17:00:00+00:00,62.33,62.4,61.97,62.15,51316.0,0,,,
2023-11-23 17:00:00+00:00,62.15,62.15,62.15,62.15,0.0,0,,,
2023-11-24 17:00:00+00:00,62.98,63.0,62.81,62.825,7997.0,0,,,
2023-11-27 17:00:00+00:00,63.325,63.835,63.295,63.59,43490.0,0,,,
2023-11-28 17:00:00+00:00,63.63,63.67,63.05,63.215,38465.0,0,,,
2023-11-29 17:00:00+00:00,62.755,63.425,62.54,63.165,26228.0,0,,,
2023-11-30 17:00:00+00:00,63.73,63.9,63.505,63.645,42748.0,0,,,
2023-12-01 17:00:00+00:00,65.475,66.61,65.235,66.47,102351.0,0,,,
2023-12-04 17:00:00+00:00,65.11,65.125,64.495,64.735,51798.0,0,,,
2023-12-05 17:00:00+00:00,63.89,64.14,63.19,63.305,35232.0,0,,,
2023-12-06 17:00:00+00:00,63.555,63.83,63.48,63.64,11497.0,0,,,
2023-12-07 17:00:00+00:00,63.08,63.26,62.73,63.03,32534.0,0,,,
2023-12-08 17:00:00+00:00,62.39,62.905,62.31,62.835,26930.0,0,,,62.68333333333334
2023-12-11 17:00:00+00:00,62.955,63.365,62.9,63.22,18168.0,0,,,62.876032787854605
2023-12-12 17:00:00+00:00,63.13,63.75,62.99,63.65,23913.0,0,,,63.07953828616695
2023-12-13 17:00:00+00:00,63.65,64.755,63.42,64.555,33343.0,0,,,63.45865799089435
2023-12-14 17:00:00+00:00,65.66,66.005,64.875,65.135,56266.0,0,,,64.12542014458033
2023-12-15 17:00:00+00:00,63.885,64.285,63.18,63.81,49846.0,0,,,64.03764655467398
2023-12-18 17:00:00+00:00,63.46,64.02,63.385,63.81,24544.0,0,,,64.00611853568516
2023-12-19 17:00:00+00:00,64.67,65.005,64.42,64.805,44890.0,0,,,64.12520299868058
2023-12-20 17:00:00+00:00,65.37,65.43,64.04,64.09,10776.0,0,,,64.1399403945369
2023-12-21 17:00:00+00:00,65.29,66.005,65.29,65.93,25912.0,0,,,64.27187146362861
2023-12-22 17:00:00+00:00,66.12,66.185,65.39,65.9,23342.0,0,,,64.37915145148403
2023-12-25 17:00:00+00:00,65.9,65.9,65.9,65.9,0.0,0,,,64.37915145148403
