date,Close,High,Low,Open,Volume,aVWAP_peak_142,aVWAP_peak_123,aVWAP_peak_77,aVWAP_peak_41,aVWAP_valley_150,aVWAP_valley_112,aVWAP_valley_91,aVWAP_valley_54,aVWAP_valley_29,aVWAP_OB_bull_150,aVWAP_OB_bull_112,aVWAP_OB_bull_29,aVWAP_OB_bear_77,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2022-01-03 00:00:00+00:00,14.9810662942,15.3445686983,14.742704062,14.9631891268,141537,,,,,,,,,,,,,,,,,#000000,,,
2022-01-04 00:00:00+00:00,14.9512710151,15.1360017451,14.8380489549,14.9929844058,74863,,,,,,,,,,,,,,,,,#000000,,,
2022-01-05 00:00:00+00:00,14.5698914436,15.2551828612,14.4924237182,15.0525749638,112866,,,,,,,,,,,,,,,,,#000000,,,
2022-01-06 00:00:00+00:00,14.3315292114,14.6414001133,14.2361843185,14.4864646623,42717,,,,,,,,,,,,,,,,,#000000,,,
2022-01-07 00:00:00+00:00,14.7307859504,14.8261308432,14.2307615777,14.4209150485,60099,,,,,,,,,,,,,,,,,#000000,,,
2022-01-10 00:00:00+00:00,14.832089899,14.9214757361,14.2898158208,14.6831135039,75195,,,,,,,,,,,,,,,,,#000000,,,
2022-01-11 00:00:00+00:00,14.6175638901,14.8529465944,14.5341371088,14.8142127316,113261,,,,,,,,,,,,,,,,,#000000,,,
2022-01-12 00:00:00+00:00,14.6711953923,14.8261308432,14.4566693833,14.6056457784,89180,,,,,,,,,,,,,,,,,#000000,,,
2022-01-13 00:00:00+00:00,14.7129087829,14.8976395129,14.6294820017,14.7248268946,112847,,,,,,,,,,,,,,,,,#000000,,,
2022-01-14 00:00:00+00:00,14.5043418298,14.7605812294,14.3911197695,14.5698914436,88141,,,,,,,,,,,,,,,,,#000000,,,
2022-01-18 00:00:00+00:00,14.3672835462,14.6831135039,14.2481024301,14.2957748766,165398,,,,,,,,,,,,,,,,,#000000,,,
2022-01-19 00:00:00+00:00,14.5222189972,14.6354410575,14.3236036672,14.5043418298,96683,,,,,,,,,,,,,,,,,#000000,,,
2022-01-20 00:00:00+00:00,14.313652044,14.7218473666,14.2719386534,14.4745465507,83619,,,,,,,,,,,,,,,,,#000000,,,
2022-01-21 00:00:00+00:00,14.3970788253,14.587768611,14.0216583095,14.2004299837,80436,,,,,,,,,,,,,,,,,#000000,,,
2022-01-24 00:00:00+00:00,14.2421433743,14.5436120075,13.6819921286,14.3255701556,109005,,,,,,,,,,,,,,,,,#000000,,,
2022-01-25 00:00:00+00:00,14.2898158208,14.4864646623,13.9191029591,14.0216583095,79764,,,,,,,,,,,,,,,,,#000000,,,
2022-01-26 00:00:00+00:00,13.9859039747,14.5103008856,13.8905590818,14.3315292114,71021,,,,,,,,,,,,,,,,,#000000,,,
2022-01-27 00:00:00+00:00,13.4317117848,14.1408394256,13.2708172781,13.9859039747,72054,,,,,,,,,,,,,,,,,#000000,,,
2022-01-28 00:00:00+00:00,13.8607638028,13.9024771934,13.1933495526,13.670074017,65780,,,,,,,,,,,,,,,,,#000000,,,
2022-01-31 00:00:00+00:00,14.1885118721,14.2481024301,13.7773370215,13.8130913564,80419,,,,,,,,,,,,,,,,,#000000,,,
2022-02-01 00:00:00+00:00,13.8667228586,14.2123480953,13.825009468,14.2123480953,44747,,,,,,,,,,,,,,,,,#000000,,,
2022-02-02 00:00:00+00:00,14.1467984815,14.4030378811,13.854804747,13.9739858631,52268,,,,,,,,,,,,,,,,,#000000,,,
2022-02-03 00:00:00+00:00,13.8428866354,14.1348803698,13.7475417425,13.9501496399,33278,,,,,,,,,,,,,,,,,#000000,,,
2022-02-04 00:00:00+00:00,13.2767763339,13.825009468,13.1695133294,13.7177464635,141727,,,,,,,,,,,,,,,,,#000000,,,
2022-02-07 00:00:00+00:00,13.4615070639,13.7555268773,13.2767763339,13.2767763339,52617,,,,,,,,,,,,,,,,,#000000,,,
