date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_834,aVWAP_peak_799,aVWAP_peak_762,aVWAP_peak_737,aVWAP_peak_720,aVWAP_peak_691,aVWAP_peak_673,aVWAP_peak_632,aVWAP_peak_600,aVWAP_peak_583,aVWAP_peak_547,aVWAP_peak_473,aVWAP_peak_444,aVWAP_peak_384,aVWAP_valley_842,aVWAP_valley_822,aVWAP_valley_787,aVWAP_valley_740,aVWAP_valley_696,aVWAP_valley_678,aVWAP_valley_648,aVWAP_valley_618,aVWAP_valley_570,aVWAP_valley_509,aVWAP_valley_450,aVWAP_valley_432,aVWAP_valley_414,aVWAP_valley_344,aVWAP_valley_276,aVWAP_valley_226,aVWAP_valley_186,aVWAP_valley_162,aVWAP_valley_131,aVWAP_valley_98,aVWAP_valley_44,aVWAP_valley_31,aVWAP_OB_bull_186,aVWAP_OB_bear_799,aVWAP_OB_bear_737,aVWAP_OB_bear_632,aVWAP_OB_bear_444,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,19.54,19.675,19.5,19.67,5110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5110.0,False,False,False,False
2025-01-16 16:00:00+00:00,19.675,19.79,19.63,19.735,6930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6930.0,107.44186046511628,False,False,False,False,5138.217054263566,False,False,False,False
2025-01-16 17:00:00+00:00,19.735,19.785,19.685,19.7,8620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.4251497005985,5.988023952094736,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1690.0,79.57454479899044,False,False,False,False,5192.198185205216,False,False,False,False
2025-01-16 18:00:00+00:00,19.7,19.73,19.495,19.53,15076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.0641992299017,5.988023952094736,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16766.0,-181.59715356998618,False,False,False,False,5345.4354226438945,False,False,False,False
2025-01-16 19:00:00+00:00,19.53,19.585,19.495,19.56,6111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,53.287888539637265,36.21093635463458,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10655.0,-343.97549227432745,False,False,False,False,5357.304640897477,False,False,False,False
2025-01-16 20:00:00+00:00,19.56,19.595,19.43,19.455,7853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.29421174884919,25.32438504191839,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18508.0,-625.5882753398417,False,False,False,False,5395.997592201392,False,False,False,False
2025-01-17 15:00:00+00:00,19.39,19.575,19.38,19.515,3069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.46303105033661,21.523675787500295,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15439.0,-855.2535733965884,False,False,False,False,5359.920110151757,False,False,False,False
2025-01-17 16:00:00+00:00,19.515,19.595,19.495,19.595,6388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.04493975061827,21.523675787500295,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9051.0,-982.3194094679592,False,False,False,False,5375.85933325018,False,False,False,False
2025-01-17 17:00:00+00:00,19.595,19.6,19.535,19.595,4361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.76621221747271,21.523675787500295,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9051.0,-1107.415232576983,False,False,False,False,5360.125080021494,False,False,False,False
2025-01-17 18:00:00+00:00,19.595,19.595,19.485,19.495,3706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.095028358219096,17.206000288483054,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12757.0,-1288.0289499013709,False,False,False,False,5334.47972994364,False,False,False,False
