date,Close,High,Low,Open,Volume,aVWAP_peak_74,aVWAP_peak_73,aVWAP_peak_39,aVWAP_peak_38,aVWAP_peak_37,aVWAP_peak_36,aVWAP_peak_20,aVWAP_valley_56,aVWAP_valley_55,aVWAP_valley_54,aVWAP_valley_53,aVWAP_valley_52,aVWAP_valley_24,aVWAP_OB_bull_40,aVWAP_OB_bull_24,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2025-03-17 00:00:00+00:00,9.96,9.96,9.96,9.96,1672,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-18 00:00:00+00:00,9.96,9.96,9.96,9.96,78,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-19 00:00:00+00:00,9.98,9.98,9.95,9.95,2180,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-20 00:00:00+00:00,9.97,10.0,9.96,10.0,312550,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-21 00:00:00+00:00,9.98,9.98,9.98,9.98,50338,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-24 00:00:00+00:00,9.97,9.98,9.96,9.98,55997,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-25 00:00:00+00:00,9.97,9.97,9.96,9.965,420635,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-26 00:00:00+00:00,9.97,9.99,9.96,9.97,813052,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-27 00:00:00+00:00,9.99,9.99,9.97,9.97,78149,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-28 00:00:00+00:00,9.97,9.9741,9.97,9.9741,5437,,,,,,,,,,,,,,,,,,,#000000,,,
2025-03-31 00:00:00+00:00,10.01,10.01,9.985,10.0,13416,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-01 00:00:00+00:00,10.01,10.01,10.01,10.01,12,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-02 00:00:00+00:00,10.01,10.01,10.01,10.01,6,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-03 00:00:00+00:00,10.01,10.01,10.01,10.01,12,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-04 00:00:00+00:00,10.0,10.0,10.0,10.0,100010,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-07 00:00:00+00:00,10.04,10.04,10.04,10.04,198,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-08 00:00:00+00:00,10.04,10.04,10.04,10.04,23,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-09 00:00:00+00:00,10.04,10.04,10.04,10.04,2600,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-10 00:00:00+00:00,10.01,10.02,10.01,10.02,884,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-11 00:00:00+00:00,10.01,10.01,10.01,10.01,77908,,,,,,,,,,,,,,,,,,,#000000,,,
2025-04-14 00:00:00+00:00,10.05,10.05,10.04,10.04,9425,,,,,,,10.046666666666667,,,,,,,,,10.046666666666667,10.046666666666667,,#000000,,10.046666666666667,
2025-04-15 00:00:00+00:00,10.03,10.03,10.03,10.03,402,,,,,,,10.045984871612225,,,,,,,,,10.045984871612225,10.045984871612225,,#000000,,10.045984871612225,
2025-04-16 00:00:00+00:00,10.0,10.02,10.0,10.02,622,,,,,,,10.043644367882093,,,,,,,,,10.043644367882093,10.043644367882093,,#000000,,10.043644367882093,
2025-04-17 00:00:00+00:00,10.0,10.0,10.0,10.0,4,,,,,,,10.043627666698555,,,,,,,,,10.043627666698555,10.043627666698555,,#000000,,10.043627666698555,
2025-04-21 00:00:00+00:00,10.0,10.0,9.99,9.99,205,,,,,,,10.042724401075873,,,,,,9.996666666666668,,9.996666666666668,10.019695533871271,10.042724401075873,9.996666666666668,#000000,,10.019695533871271,
2025-04-22 00:00:00+00:00,10.015,10.015,10.0,10.0,125718,,,,,,,10.012557463678847,,,,,,10.009978293613292,,10.009978293613292,10.01126787864607,10.012557463678847,10.009978293613292,#000000,,10.01126787864607,
2025-04-23 00:00:00+00:00,10.01,10.01,10.01,10.01,1147,,,,,,,10.012536133349816,,,,,,10.009978489546443,,10.009978489546443,10.01125731144813,10.012536133349816,10.009978489546443,#000000,,10.01125731144813,
2025-04-24 00:00:00+00:00,10.02,10.03,10.01,10.02,18457,,,,,,,10.013419327264177,,,,,,10.011249504673817,,10.011249504673817,10.012334415968997,10.013419327264177,10.011249504673817,#000000,,10.012334415968997,
2025-04-25 00:00:00+00:00,10.04,10.045,10.02,10.02,324130,,,,,,,10.027988787291799,,,,,,10.027640717942385,,10.027640717942385,10.027814752617092,10.027988787291799,10.027640717942385,#000000,,10.027814752617092,
2025-04-28 00:00:00+00:00,10.03,10.03,10.02,10.02,31794,,,,,,,10.027906671302949,,,,,,10.027578959193752,,10.027578959193752,10.02774281524835,10.027906671302949,10.027578959193752,#000000,,10.02774281524835,
2025-04-29 00:00:00+00:00,10.04,10.04,10.03,10.03,78421,,,,,,,10.029070382134133,,,,,,10.028807966815664,,10.028807966815664,10.0289391744749,10.029070382134133,10.028807966815664,#000000,,10.0289391744749,
2025-04-30 00:00:00+00:00,10.03,10.04,10.03,10.03,178289,,,,,,,10.030059223485388,,,,,,10.029872151165781,,10.029872151165781,10.029965687325586,10.030059223485388,10.029872151165781,#000000,,10.029965687325586,
2025-05-01 00:00:00+00:00,10.04,10.045,10.0388,10.0388,81906,,,,,,,10.031138512439446,,,,,,10.030983109204383,,10.030983109204383,10.031060810821915,10.031138512439446,10.030983109204383,#000000,,10.031060810821915,
2025-05-02 00:00:00+00:00,10.07,10.07,10.05,10.05,70530,,,,,,,10.033603851691003,,,,,,10.03348878548908,,10.03348878548908,10.03354631859004,10.033603851691003,10.03348878548908,#000000,,10.03354631859004,
2025-05-05 00:00:00+00:00,10.07,10.07,10.07,10.07,1002,,,,,,,10.033643403625826,,,,,,10.033528917429702,,10.033528917429702,10.033586160527765,10.033643403625826,10.033528917429702,#000000,,10.033586160527765,
2025-05-06 00:00:00+00:00,10.07,10.07,10.07,10.07,1907,,,,,,,10.033718441619163,,,,,,10.033605053059313,,10.033605053059313,10.033661747339238,10.033718441619163,10.033605053059313,#000000,,10.033661747339238,
2025-05-07 00:00:00+00:00,10.1,10.1,10.04,10.04,1904,,,,,,10.080000000000002,10.033813617781464,,,,,,10.033701551872932,,10.033701551872932,10.049171723218132,10.056906808890734,10.033701551872932,#000000,,10.049171723218132,
2025-05-08 00:00:00+00:00,10.1,10.1,10.1,10.1,305,,,,,10.1,10.082761430511546,10.033835413877396,,,,,,10.03372363410013,,10.03372363410013,10.062580119622268,10.072198948129648,10.03372363410013,#000000,,10.062580119622268,
2025-05-09 00:00:00+00:00,10.1,10.1,10.1,10.1,0,,,,,10.1,10.082761430511546,10.033835413877396,,,,,,10.03372363410013,,10.03372363410013,10.062580119622268,10.072198948129648,10.03372363410013,#000000,,10.062580119622268,
2025-05-12 00:00:00+00:00,10.1,10.1,10.1,10.1,0,,,,,10.1,10.082761430511546,10.033835413877396,,,,,,10.03372363410013,,10.03372363410013,10.062580119622268,10.072198948129648,10.03372363410013,#000000,,10.062580119622268,
2025-05-13 00:00:00+00:00,10.05,10.05,10.05,10.05,130491,,,10.05,10.05,10.050116593779627,10.050545365486059,10.035831642563968,,,,,,10.03575374983512,10.05,10.03575374983512,10.045374558610797,10.047298720365932,10.03575374983512,#000000,,10.045374558610797,
2025-05-14 00:00:00+00:00,10.09,10.09,10.075,10.09,53515,,,10.060179151766791,10.060179151766791,10.060245047772517,10.060447037027092,10.038201761705823,,,,,,10.038150187729435,10.060179151766791,10.038150187729435,10.052900389628075,10.055850430007803,10.038150187729435,#000000,,10.052900389628075,
2025-05-15 00:00:00+00:00,10.09,10.09,10.09,10.09,115,,,10.060197777548462,10.060197777548462,10.060263601661372,10.06046527665969,10.038207126793115,,,,,,10.038155609199919,10.060197777548462,10.038155609199919,10.05291452823517,10.055866312042221,10.038155609199919,#000000,,10.05291452823517,
2025-05-16 00:00:00+00:00,10.09,10.09,10.09,10.09,6,,,10.060198748689764,10.060198748689764,10.060264569055263,10.06046622767474,10.038207406680206,,,,,,10.038155892028128,10.060198748689764,10.038155892028128,10.052915265469645,10.055867140157947,10.038155892028128,#000000,,10.052915265469645,
2025-05-19 00:00:00+00:00,10.09,10.09,10.09,10.09,0,,,10.060198748689764,10.060198748689764,10.060264569055263,10.06046622767474,10.038207406680206,,,,,,10.038155892028128,10.060198748689764,10.038155892028128,10.052915265469645,10.055867140157947,10.038155892028128,#000000,,10.052915265469645,
2025-05-20 00:00:00+00:00,10.09,10.09,10.09,10.09,0,,,10.060198748689764,10.060198748689764,10.060264569055263,10.06046622767474,10.038207406680206,,,,,,10.038155892028128,10.060198748689764,10.038155892028128,10.052915265469645,10.055867140157947,10.038155892028128,#000000,,10.052915265469645,
2025-05-21 00:00:00+00:00,10.09,10.09,10.09,10.09,0,,,10.060198748689764,10.060198748689764,10.060264569055263,10.06046622767474,10.038207406680206,,,,,,10.038155892028128,10.060198748689764,10.038155892028128,10.052915265469645,10.055867140157947,10.038155892028128,#000000,,10.052915265469645,
2025-05-22 00:00:00+00:00,10.09,10.09,10.09,10.09,0,,,10.060198748689764,10.060198748689764,10.060264569055263,10.06046622767474,10.038207406680206,,,,,,10.038155892028128,10.060198748689764,10.038155892028128,10.052915265469645,10.055867140157947,10.038155892028128,#000000,,10.052915265469645,
2025-05-23 00:00:00+00:00,10.09,10.09,10.09,10.09,5,,,10.060199557925838,10.060199557925838,10.060265375168758,10.060467020140496,10.038207639917138,,,,,,10.038156127715945,10.060199557925838,10.038156127715945,10.052915879799002,10.055867830215615,10.038156127715945,#000000,,10.052915879799002,
2025-05-27 00:00:00+00:00,10.08,10.085,10.08,10.08,136720,,,10.06934702500426,10.06934702500426,10.06937613586709,10.069438748925641,10.04297237355188,,,,,,10.042966834200385,10.06934702500426,10.042966834200385,10.060574690425588,10.064096261670628,10.042966834200385,#000000,,10.060574690425588,
2025-05-28 00:00:00+00:00,10.08,10.08,10.08,10.08,0,,,10.06934702500426,10.06934702500426,10.06937613586709,10.069438748925641,10.04297237355188,,,,,,10.042966834200385,10.06934702500426,10.042966834200385,10.060574690425588,10.064096261670628,10.042966834200385,#000000,,10.060574690425588,
2025-05-29 00:00:00+00:00,10.08,10.08,10.08,10.08,1,,,10.069347058206302,10.069347058206302,10.069376168946958,10.06943878161674,10.042972403244745,,,,,,10.04296686414873,10.069347058206302,10.04296686414873,10.060574722394962,10.064096294044209,10.04296686414873,#000000,,10.060574722394962,
2025-05-30 00:00:00+00:00,10.08,10.08,10.08,10.08,3000,,,10.069445741329142,10.069445741329142,10.069474489806412,10.069535952262658,10.043061267984031,,,,,10.08,10.043056491670216,10.069445741329142,10.043056491670216,10.063431383483087,10.064192638542277,10.061528245835108,#000000,,10.063431383483087,
2025-06-02 00:00:00+00:00,10.08,10.08,10.08,10.08,215,,,10.069452743457136,10.069452743457136,10.06948146629549,10.069542847539566,10.04306762024663,,,,10.080000000000002,10.08,10.043062898319032,10.069452743457136,10.043062898319032,10.065507539914375,10.064199484199191,10.067687632773012,#000000,,10.065507539914375,
2025-06-03 00:00:00+00:00,10.08,10.08,10.08,10.08,26,,,10.069453589596435,10.069453589596435,10.069482309337166,10.069543680771146,10.04306838827915,,,10.08,10.08,10.08,10.043063672925964,10.069453589596435,10.043063672925964,10.067118358945145,10.064200311516066,10.07076591823149,#000000,,10.067118358945145,
2025-06-04 00:00:00+00:00,10.08,10.08,10.08,10.08,196,,,10.069459963818396,10.069459963818396,10.069488660227876,10.069549957784456,10.043074177034866,,10.08,10.080000000000002,10.08,10.08,10.043069511225088,10.069459963818396,10.043069511225088,10.06841022339091,10.064206544536798,10.072613902245019,#000000,,10.06841022339091,
