date,Open,High,Low,Close,Volume,aVWAP_peak_839,aVWAP_peak_817,aVWAP_peak_816,aVWAP_peak_793,aVWAP_peak_755,aVWAP_peak_714,aVWAP_valley_871,aVWAP_valley_835,aVWAP_valley_805,aVWAP_valley_775,aVWAP_valley_745,aVWAP_valley_742,aVWAP_valley_691,aVWAP_valley_646,aVWAP_valley_620,aVWAP_valley_582,aVWAP_valley_564,aVWAP_valley_525,aVWAP_valley_477,aVWAP_valley_462,aVWAP_valley_438,aVWAP_valley_401,aVWAP_valley_380,aVWAP_valley_338,aVWAP_valley_288,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,45.4,45.5,45.12,45.495,13769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13769.0,False,False,False,False
2024-12-19 16:00:00+00:00,45.49,45.7,45.34,45.41,16066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-16066.0,-249.08527131782947,False,False,False,False,13804.612403100775,False,False,False,False
2024-12-19 17:00:00+00:00,45.41,45.43,45.255,45.365,8656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-24722.0,-628.5103058710414,False,False,False,False,13724.788954990685,False,False,False,False
2024-12-19 18:00:00+00:00,45.36,45.4,45.265,45.38,4430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-20292.0,-933.3706112063741,False,False,False,False,13580.68369987455,False,False,False,False
2024-12-19 19:00:00+00:00,45.375,45.38,45.23,45.245,11857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-32149.0,-1417.3338575442597,False,False,False,False,13553.959921581922,False,False,False,False
2024-12-19 20:00:00+00:00,45.245,45.58,45.235,45.315,46201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14052.0,-1177.499224093961,False,False,False,False,14060.115581712435,False,False,False,False
2024-12-20 15:00:00+00:00,45.185,45.5,45.155,45.38,6651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,20703.0,-838.2666779839769,False,False,False,False,13945.245572693637,False,False,False,False
2024-12-20 16:00:00+00:00,45.38,45.715,45.37,45.7,5507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,26210.0,-418.9137062322873,False,False,False,False,13814.420059938697,False,False,False,False
2024-12-20 17:00:00+00:00,45.7,45.83,45.66,45.79,12378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,38588.0,185.84464580232174,False,False,False,False,13792.149981490034,False,False,False,False
2024-12-20 18:00:00+00:00,45.795,45.8,45.61,45.62,5775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,32813.0,691.6920156348439,False,False,False,False,13667.853082552203,False,False,False,False
2024-12-20 19:00:00+00:00,45.62,45.84,45.615,45.77,4579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,37392.0,1260.689038648257,False,False,False,False,13526.94063165992,False,False,False,False
2024-12-20 20:00:00+00:00,45.775,45.8,45.505,45.76,25129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,12263.0,1431.2675031653384,False,False,False,False,13706.817521091547,False,False,False,False
2024-12-23 15:00:00+00:00,45.47,45.47,45.33,45.4,1546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10717.0,1575.2323480775037,False,False,False,False,13518.277714562995,False,False,False,False
2024-12-23 16:00:00+00:00,45.4,45.4,45.4,45.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10717.0,1716.9651798902555,False,False,False,False,13308.692013562018,False,False,False,False
2024-12-23 17:00:00+00:00,45.4,45.4,45.4,45.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10717.0,1856.5006034578485,False,False,False,False,13102.355703274236,False,False,False,False
2024-12-23 18:00:00+00:00,45.4,45.4,45.4,45.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10717.0,1993.8726871251686,False,False,False,False,12899.218405549052,False,False,False,False
2024-12-23 19:00:00+00:00,45.4,45.4,45.4,45.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10717.0,2129.1149710457084,False,False,False,False,12699.230523292477,False,False,False,False
2024-12-23 20:00:00+00:00,45.4,45.4,45.4,45.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10717.0,2262.260475370581,False,False,False,False,12502.34322835771,False,False,False,False
2024-12-24 15:00:00+00:00,46.105,46.36,46.075,46.26,7077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,17794.0,2503.06263854313,False,False,False,False,12418.229379856039,False,False,False,False
2024-12-24 16:00:00+00:00,46.26,46.33,46.125,46.125,3996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,13798.0,2678.1779464726937,False,False,False,False,12287.652180168348,False,False,False,False
2024-12-24 17:00:00+00:00,46.125,46.275,46.125,46.255,4397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,18195.0,2918.7488310235044,False,False,False,False,12165.31648745256,False,False,False,False
2024-12-24 18:00:00+00:00,46.255,46.255,46.255,46.255,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,18195.0,3155.5899344184886,False,False,False,False,11976.706929507558,False,False,False,False
