date,Open,High,Low,Close,Volume,aVWAP_peak_581,aVWAP_peak_535,aVWAP_peak_517,aVWAP_peak_481,aVWAP_peak_469,aVWAP_peak_445,aVWAP_peak_405,aVWAP_valley_610,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,74.895,75.185,74.88,75.155,10861.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10861.0,False,False,False,False
2023-10-31 16:00:00+00:00,75.39,75.68,75.14,75.28,17378.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,17378.0,269.4263565891473,False,False,False,False,10962.038759689922,False,False,False,False
2023-11-01 16:00:00+00:00,75.52,75.825,74.78,75.8,20089.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,37467.0,846.1329247040443,False,False,False,False,11103.54203473349,False,False,False,False
2023-11-02 16:00:00+00:00,75.78,75.825,75.29,75.36,39949.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2482.0,794.5339646311133,False,False,False,False,11550.75843729576,False,False,False,False
2023-11-03 16:00:00+00:00,76.935,77.74,76.93,77.37,55782.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,53300.0,1608.572197737608,False,False,False,False,12236.514120438462,False,False,False,False
2023-11-06 16:00:00+00:00,77.255,77.82,77.145,77.76,19211.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,72511.0,2707.8346442843113,False,False,False,False,12344.64568446267,False,False,False,False
2023-11-06 20:00:00+00:00,77.74,77.83,77.55,77.77,14624.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,87135.0,4016.782944372927,False,False,False,False,12379.984511060147,False,False,False,False
2023-11-07 16:00:00+00:00,77.225,77.81,77.21,77.71,6454.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,80681.0,5205.375456863269,False,False,False,False,12288.108782206502,False,False,False,False
2023-11-07 20:00:00+00:00,77.71,78.03,77.71,77.95,5053.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,85734.0,6453.881263733606,False,False,False,False,12175.936553025007,False,False,False,False
2023-11-08 16:00:00+00:00,78.21,78.69,78.1,78.5,4448.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,90182.0,7751.991631737736,False,False,False,False,12056.123583210667,False,False,False,False
2023-11-08 20:00:00+00:00,78.5,78.66,77.7,77.92,11464.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,78718.0,8852.23982349374,False,False,False,False,12046.943372618252,False,False,False,False
2023-11-09 16:00:00+00:00,78.09,78.09,76.995,77.195,4409.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,74309.0,9867.073314602363,False,False,False,False,11928.525645910991,False,False,False,False
2023-11-09 20:00:00+00:00,77.195,77.35,77.12,77.35,8923.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,83232.0,11004.514038406976,False,False,False,False,11881.928349075162,False,False,False,False
2023-11-10 16:00:00+00:00,77.09,78.09,77.09,77.89,14810.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,98042.0,12353.932425408417,False,False,False,False,11927.324808779422,False,False,False,False
2023-11-10 20:00:00+00:00,77.88,77.9,77.64,77.69,6661.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,91381.0,13579.158279278054,False,False,False,False,11845.676362131679,False,False,False,False
2023-11-13 16:00:00+00:00,76.225,76.31,75.76,76.29,32664.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,58717.0,14278.96977882413,False,False,False,False,12168.441069695527,False,False,False,False
2023-11-13 20:00:00+00:00,76.29,76.42,75.615,75.615,22382.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36335.0,14620.923735741586,False,False,False,False,12326.79082055296,False,False,False,False
2023-11-14 16:00:00+00:00,76.61,76.93,76.21,76.43,10940.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,47275.0,15127.188484024662,False,False,False,False,12305.29018767617,False,False,False,False
2023-11-14 20:00:00+00:00,76.42,76.71,76.38,76.565,9760.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,57035.0,15776.92199590025,False,False,False,False,12265.828324301345,False,False,False,False
2023-11-15 16:00:00+00:00,77.84,77.88,76.95,77.76,18159.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,75194.0,16698.11700371575,False,False,False,False,12357.195327025354,False,False,False,False
2023-11-15 20:00:00+00:00,77.76,78.01,77.715,77.77,9146.0,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,84340.0,17746.828367999224,False,False,False,False,12307.409352962944,False,False,False,False
