date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_840,aVWAP_peak_823,aVWAP_peak_798,aVWAP_peak_778,aVWAP_peak_738,aVWAP_peak_720,aVWAP_peak_701,aVWAP_peak_678,aVWAP_peak_647,aVWAP_peak_621,aVWAP_peak_579,aVWAP_peak_563,aVWAP_peak_543,aVWAP_peak_514,aVWAP_peak_498,aVWAP_peak_468,aVWAP_peak_449,aVWAP_peak_408,aVWAP_valley_870,aVWAP_valley_859,aVWAP_valley_820,aVWAP_valley_796,aVWAP_valley_762,aVWAP_valley_660,aVWAP_valley_654,aVWAP_valley_642,aVWAP_valley_592,aVWAP_valley_564,aVWAP_valley_549,aVWAP_valley_532,aVWAP_valley_531,aVWAP_valley_509,aVWAP_valley_461,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,6.34,6.4,6.27,6.375,6353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6353.0,False,False,False,False
2024-12-19 16:00:00+00:00,6.37,6.415,6.33,6.375,11646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6435.062015503876,False,False,False,False
2024-12-19 17:00:00+00:00,6.375,6.435,6.37,6.425,4587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,4587.0,71.11627906976744,False,False,False,False,6406.409891232498,False,False,False,False
2024-12-19 18:00:00+00:00,6.425,6.48,6.4,6.475,6510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11097.0,242.06021272760051,False,False,False,False,6408.015939430444,False,False,False,False
2024-12-19 19:00:00+00:00,6.47,6.54,6.455,6.515,5214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,16311.0,491.19106214267646,False,False,False,False,6389.504064400514,False,False,False,False
2024-12-19 20:00:00+00:00,6.515,6.615,6.51,6.55,33178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,49489.0,1250.847014667596,False,False,False,False,6804.829582781901,False,False,False,False
2024-12-20 15:00:00+00:00,6.72,6.905,6.72,6.86,2683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,52172.0,2040.322254750269,False,False,False,False,6740.925248165127,False,False,False,False
2024-12-20 16:00:00+00:00,6.86,7.025,6.86,7.025,1358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,53530.0,2838.611832196001,False,False,False,False,6657.469042767218,False,False,False,False
2024-12-20 17:00:00+00:00,7.025,7.03,6.92,6.945,1123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,52407.0,3607.113974332497,False,False,False,False,6571.663321173927,False,False,False,False
2024-12-20 18:00:00+00:00,6.945,6.95,6.87,6.905,1202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,51205.0,4345.065695660675,False,False,False,False,6488.4127270472,False,False,False,False
2024-12-20 19:00:00+00:00,6.905,7.01,6.89,6.965,1483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,52688.0,5094.568553092293,False,False,False,False,6410.809428953445,False,False,False,False
2024-12-20 20:00:00+00:00,6.965,6.97,6.865,6.935,11811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,40877.0,5649.334932114118,False,False,False,False,6494.533313775872,False,False,False,False
2024-12-23 15:00:00+00:00,6.865,6.87,6.8,6.8,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,40780.0,6193.996406034828,False,False,False,False,6395.346750771594,False,False,False,False
2024-12-23 16:00:00+00:00,6.8,6.8,6.8,6.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,40780.0,6730.2135160187845,False,False,False,False,6296.194087968934,False,False,False,False
2024-12-23 17:00:00+00:00,6.8,6.8,6.8,6.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,40780.0,7258.117182437098,False,False,False,False,6198.578675752361,False,False,False,False
2024-12-23 18:00:00+00:00,6.8,6.8,6.8,6.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,40780.0,7777.836295887685,False,False,False,False,6102.476680779456,False,False,False,False
