date,Close,High,Low,Open,Volume,aVWAP_peak_152,aVWAP_peak_127,aVWAP_peak_92,aVWAP_peak_66,aVWAP_peak_40,aVWAP_peak_22,aVWAP_valley_174,aVWAP_valley_121,aVWAP_OB_bull_137,aVWAP_OB_bear_66,aVWAP_OB_bear_40,aVWAP_OB_bear_0,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,302.2970650387,305.1026062456,224.3030194881,255.3042498239,271285,,,,,,,,,,,,277.2342302574666,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,271285.0,False,False,False,False
2022-01-07 00:00:00+00:00,68.735759568,361.6342615637,65.23023583,286.7122836347,2742975,,,,,,,,,,,,175.28321813708945,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2742975,-203183.3333333333,False,False,False,False,454373.1481481481,False,False,False,False
2022-01-14 00:00:00+00:00,60.0385818267,78.2745996713,59.1267809345,67.1927119042,456473,,,,,,,,,,,,160.88566798206224,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3199448,-425128.86419753084,False,False,False,False,454528.6927297668,False,False,False,False
2022-01-21 00:00:00+00:00,54.2872223527,60.1788588871,50.9205729044,60.0385818267,121522,,,,,,,,,,,,157.30803337198796,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3320970,-639635.6149977137,False,False,False,False,429861.5303053396,False,False,False,False
2022-01-28 00:00:00+00:00,43.3456116459,52.690869406,42.3636722235,52.1830664475,73851,,,,,,,,,,,,155.0685021092874,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3394821,-843723.4212941794,False,False,False,False,403490.3799123515,False,False,False,False
2022-02-04 00:00:00+00:00,43.9067198873,50.019994177,40.9609016201,42.7845034046,56386,,,,,,,,,,,,153.40068526492416,,,#000000,,,,0.08012271714467341,-49.924258993949174,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3338435,-1028516.8715686846,False,False,False,False,377778.9443632884,False,False,False,False
2022-02-11 00:00:00+00:00,43.766442827,46.1511528528,42.0831181028,45.5900446114,59940,,,,,,,,,,,,151.66702215785358,,,#000000,,,,0.13729309034746612,-49.8735014088513,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3398375,-1204061.9181191525,False,False,False,False,354235.3188548967,False,False,False,False
2022-02-18 00:00:00+00:00,43.0650575252,48.9566940596,42.7845034046,42.9247804649,40606,,,,,,,,,,,,150.53338354242734,,,#000000,,,,0.17780842888152903,-49.839942879736164,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3438981,-1369611.479739956,False,False,False,False,331003.5174582377,False,False,False,False
2022-02-25 00:00:00+00:00,40.3997933787,42.9247804649,35.9109274478,42.0831181028,22826,,,,,,,,,,,,149.87583251395094,,,#000000,,,,0.20546857353231962,-49.81884434226018,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3461807,-1524588.9256851445,False,False,False,False,308175.553202072,False,False,False,False
2022-03-04 00:00:00+00:00,33.2456633012,41.3817328011,32.8248321202,40.5400704391,28656,,,,,,,,,,,,149.03225494239666,,,#000000,,,,0.22176510754846535,-49.80808286613199,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-3490463,-1670209.2274862449,False,False,False,False,287470.4011130296,False,False,False,False
2022-03-11 00:00:00+00:00,23.9873773186,32.9651091806,23.9873773186,31.9831697582,47335,,,,,,,,,,,,147.55913937937189,,,#000000,,,,0.2290830122895835,-49.804936563413115,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-3537798,-1808549.1365613379,False,False,False,False,269682.5936231756,False,False,False,False
2022-03-18 00:00:00+00:00,29.879013853,31.5623385771,19.4985113876,23.9873773186,68821,,,,,,,,,,,,145.4796971807832,,,#000000,,26.9799546059,,1.3118839704594858,-48.78401360957105,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-3468977,-1931543.79311235,False,False,False,False,254803.9570584959,False,False,False,False
2022-03-25 00:00:00+00:00,33.5262174219,37.0331439305,29.037351491,30.4401220944,40705,,,,,,,,,,,,144.34599394733038,,,#000000,,29.291208066542886,,2.75618458601818,-47.464575131301245,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.16652232113837212,-0.25467528777688303,False,False,False,False,-3428272,-2042412.5491781018,False,False,False,False,238944.7750541629,False,False,False,False
2022-04-01 00:00:00+00:00,31.5623385771,34.367879784,30.8609532754,32.5442779995,23769,,,,,,,,,,,,143.68903095526892,,,#000000,,29.821263420024497,,3.762510707957871,-46.605430672433826,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.11799434705576191,-0.18633481741632246,False,False,False,False,-3452041,-2146829.4714612053,False,False,False,False,223005.82875385453,False,False,False,False
2022-04-08 00:00:00+00:00,29.5984597323,33.6664944823,28.7567973703,31.4220615168,16465,,,,,,,,,,,,143.23201479630904,,,#000000,,29.91500637144292,,4.454960037104071,-46.0577865426964,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.14669853275292832,-0.1665166750846254,False,False,False,False,-3468506,-2244731.4365381533,False,False,False,False,207706.50810542086,False,False,False,False
2022-04-15 00:00:00+00:00,27.3540267668,30.5803991547,27.0734726462,28.3359661892,11827,,,,,,,,,,,,142.8992377991395,,,#000000,,29.79943204779688,,4.918331299301583,-45.722610711888265,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.22684718079479294,-0.19668192793970918,False,False,False,False,-3480333,-2336257.478276068,False,False,False,False,193196.91491242673,False,False,False,False
2022-04-22 00:00:00+00:00,27.9151350082,29.458182672,25.9512561634,27.3540267668,11790,,,,,,,,,,,,142.5677995708666,,,#000000,,28.718307353166743,,5.375742667100639,-45.37834893649838,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.26551677346766794,-0.23109935070368856,False,False,False,False,-3468543,-2420130.479885248,False,False,False,False,179759.3656596544,False,False,False,False
