date,Open,High,Low,Close,Volume,aVWAP_OB_bull_367,aVWAP_OB_bear_745,aVWAP_OB_bear_642,aVWAP_OB_bear_562,aVWAP_OB_bear_395,aVWAP_OB_bear_234,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,1.895,1.91,1.86,1.865,685.0,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,685.0,False,False,False,False
2024-12-16 16:00:00+00:00,1.86,1.865,1.83,1.845,1500.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1500.0,-23.25581395348837,False,False,False,False,697.6356589147288,False,False,False,False
2024-12-16 17:00:00+00:00,1.845,1.855,1.825,1.835,800.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2300.0,-58.5541734270777,False,False,False,False,699.2227029625624,False,False,False,False
2024-12-16 18:00:00+00:00,1.835,1.85,1.825,1.825,400.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2700.0,-99.50682190107649,False,False,False,False,694.5835912887242,False,False,False,False
2024-12-16 19:00:00+00:00,1.825,1.835,1.805,1.81,700.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3400.0,-150.67725877082725,False,False,False,False,694.6675666175812,False,False,False,False
2024-12-16 20:00:00+00:00,1.81,1.82,1.8,1.815,339.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.6434818825488735,-46.72086630570601,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3061.0,-195.79854158058188,False,False,False,False,689.153340778549,False,False,False,False
2024-12-17 15:00:00+00:00,1.78,1.8,1.76,1.785,944.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.52558777742016,-46.14557991327479,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4005.0,-254.85592853282094,False,False,False,False,693.1044517742304,False,False,False,False
2024-12-17 16:00:00+00:00,1.785,1.785,1.755,1.765,600.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.607293876930591,-46.14557991327479,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4605.0,-322.300022664095,False,False,False,False,691.6609719017617,False,False,False,False
2024-12-17 17:00:00+00:00,1.765,1.78,1.76,1.765,823.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,4.661764609937545,-46.14557991327479,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4605.0,-388.6984719251168,False,False,False,False,693.6972359032849,False,False,False,False
2024-12-17 18:00:00+00:00,1.765,1.785,1.76,1.77,200.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.951597905689873,-44.228628689088126,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4405.0,-450.9667126704638,False,False,False,False,686.043015191606,False,False,False,False
2024-12-17 19:00:00+00:00,1.77,1.775,1.765,1.765,0.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.193870921765296,-43.2209144703135,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4405.0,-512.2695543344876,False,False,False,False,675.4066893746818,False,False,False,False
2024-12-17 20:00:00+00:00,1.765,1.775,1.76,1.76,191.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,8.748638055210028,-42.8151502648026,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4596.0,-575.583204654883,False,False,False,False,667.8965081440666,False,False,False,False
