date,Close,High,Low,Open,Volume,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-12-16 00:00:00+00:00,2.25,2.25,2.25,2.25,0,0,,,0.0,0.0,0.0,0.0
2022-12-23 00:00:00+00:00,2.25,2.25,2.25,2.25,0,0,,,0.0,0.0,0.0,0.0
