date,Open,High,Low,Close,Volume,aVWAP_peak_336,aVWAP_valley_312,aVWAP_valley_311,aVWAP_valley_310,aVWAP_valley_292,aVWAP_valley_258,aVWAP_valley_237,aVWAP_valley_214,aVWAP_valley_213,aVWAP_valley_212,aVWAP_valley_211,aVWAP_valley_210,aVWAP_valley_209,aVWAP_valley_208,aVWAP_valley_207,aVWAP_valley_206,aVWAP_valley_205,aVWAP_valley_204,aVWAP_valley_203,aVWAP_valley_184,aVWAP_valley_171,aVWAP_valley_132,aVWAP_valley_131,aVWAP_valley_106,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-06-28 16:00:00+00:00,1.735,1.79,1.735,1.785,6784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6784.0,False,False,False,False
2024-07-01 16:00:00+00:00,1.775,1.805,1.775,1.79,1604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1604.0,24.868217054263564,False,False,False,False,6703.68992248062,False,False,False,False
2024-07-02 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1604.0,49.35088035574785,False,False,False,False,6599.756745387897,False,False,False,False
2024-07-03 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1604.0,73.45396748201532,False,False,False,False,6497.434935381883,False,False,False,False
2024-07-04 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1604.0,97.18336333500733,False,False,False,False,6396.699510027125,False,False,False,False
2024-07-05 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1604.0,120.54486157787544,False,False,False,False,6297.525874212751,False,False,False,False
2024-07-08 16:00:00+00:00,1.735,1.775,1.715,1.775,6298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4694.0,45.90075519682311,False,False,False,False,6297.533225000149,False,False,False,False
2024-07-09 16:00:00+00:00,1.755,1.81,1.755,1.805,5124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,430.0,51.855782248035155,False,False,False,False,6279.338911434255,False,False,False,False
2024-07-10 16:00:00+00:00,1.885,1.905,1.845,1.89,7577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8007.0,175.19135151550748,False,False,False,False,6299.457688001166,False,False,False,False
2024-07-11 16:00:00+00:00,1.915,1.945,1.905,1.92,2868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10875.0,341.0798576935616,False,False,False,False,6246.256793613551,False,False,False,False
2024-07-12 16:00:00+00:00,1.92,1.92,1.92,1.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10875.0,504.39644904714976,False,False,False,False,6149.4156030148915,False,False,False,False
2024-07-15 16:00:00+00:00,2.09,2.11,2.04,2.075,23993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,34868.0,1037.1654963487442,False,False,False,False,6426.060322347994,False,False,False,False
2024-07-16 16:00:00+00:00,2.075,2.075,2.075,2.075,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,34868.0,1561.6745584208566,False,False,False,False,6326.431480141048,False,False,False,False
2024-07-17 16:00:00+00:00,2.015,2.015,1.965,2.0,4213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,30655.0,2012.7338675926262,False,False,False,False,6293.665100603977,False,False,False,False
2024-07-18 16:00:00+00:00,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,30655.0,2456.8000091803374,False,False,False,False,6196.088897493838,False,False,False,False
2024-07-19 16:00:00+00:00,1.925,1.94,1.89,1.935,4984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,25671.0,2816.710086557386,False,False,False,False,6177.2968215637,False,False,False,False
2024-07-22 16:00:00+00:00,1.935,1.935,1.935,1.935,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,25671.0,3171.040162734791,False,False,False,False,6081.524777818527,False,False,False,False
