date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-17 00:00:00+00:00,9.96,9.96,9.96,9.96,1672,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1672.0,False,False,False,False
2025-03-18 00:00:00+00:00,9.96,9.96,9.96,9.96,78,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1609.4901960784314,False,False,False,False
2025-03-19 00:00:00+00:00,9.98,9.98,9.95,9.95,2180,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2180,85.49019607843137,False,False,False,False,1631.8631295655518,False,False,False,False
2025-03-20 00:00:00+00:00,9.97,10.0,9.96,10.0,312550,,#000000,,,,0,,,0.0,0.0,0.0,0.0,88.17204301075269,2.688172043010752,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-310370,-12089.234909650135,False,False,False,False,13824.731242131607,False,False,False,False
2025-03-21 00:00:00+00:00,9.98,9.98,9.98,9.98,50338,,#000000,,,,0,,,0.0,0.0,0.0,0.0,83.60734808605477,2.688172043010752,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-260032,-21812.480599467777,False,False,False,False,15256.624134597036,False,False,False,False
2025-03-24 00:00:00+00:00,9.97,9.98,9.96,9.98,55997,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.70650009495185,2.688172043010752,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-316029,-33350.38332105728,False,False,False,False,16854.285933240288,False,False,False,False
2025-03-25 00:00:00+00:00,9.97,9.97,9.96,9.965,420635,,#000000,,,,0,,,0.0,0.0,0.0,0.0,68.77260143421655,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-316029,-44435.81926925111,False,False,False,False,32688.823739779884,False,False,False,False
2025-03-26 00:00:00+00:00,9.97,9.99,9.96,9.97,813052,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.81666899372635,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-316029,-55086.532239084394,False,False,False,False,63291.30124018068,False,False,False,False
2025-03-27 00:00:00+00:00,9.99,9.99,9.97,9.97,78149,,#000000,,,,0,,,0.0,0.0,0.0,0.0,67.72124729121268,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-237880,-62254.903523826186,False,False,False,False,63873.956093506924,False,False,False,False
2025-03-28 00:00:00+00:00,9.97,9.9741,9.97,9.9741,5437,,#000000,,,,0,,,0.0,0.0,0.0,0.0,62.35524192318426,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-243317,-69355.37789544085,False,False,False,False,61582.31075650665,False,False,False,False
2025-03-31 00:00:00+00:00,10.01,10.01,9.985,10.0,13416,,#000000,,,,0,,,0.0,0.0,0.0,0.0,65.1626066712512,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-229901,-75651.28464463925,False,False,False,False,59693.43582487894,False,False,False,False
2025-04-01 00:00:00+00:00,10.01,10.01,10.01,10.01,12,,#000000,,,,0,,,0.0,0.0,0.0,0.0,67.03418316996249,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-229901,-81700.29308994752,False,False,False,False,57352.9873611582,False,False,False,False
2025-04-02 00:00:00+00:00,10.01,10.01,10.01,10.01,6,,#000000,,,,0,,,0.0,0.0,0.0,0.0,68.28190083577002,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-229901,-87512.08551779272,False,False,False,False,55104.085896014745,False,False,False,False
2025-04-03 00:00:00+00:00,10.01,10.01,10.01,10.01,12,,#000000,,,,0,,,0.0,0.0,0.0,0.0,69.11371261297504,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-229901,-93095.96451709497,False,False,False,False,52943.611939308284,False,False,False,False
2025-04-04 00:00:00+00:00,10.0,10.0,10.0,10.0,100010,,#000000,,,,0,,,0.0,0.0,0.0,0.0,66.68195931957061,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-329911,-102382.82865367948,False,False,False,False,54789.35264757071,False,False,False,False
2025-04-07 00:00:00+00:00,10.04,10.04,10.04,10.04,198,,#000000,,,,0,,,0.0,0.0,0.0,0.0,69.61351456278527,2.688172043010752,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-329713,-111297.73733392735,False,False,False,False,52648.51528884245,False,False,False,False
2025-04-08 00:00:00+00:00,10.04,10.04,10.04,10.04,23,,#000000,,,,0,,,0.0,0.0,0.0,0.0,71.56788472492838,3.962898727573645,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-329713,-119863.0417522047,False,False,False,False,50584.76959124079,False,False,False,False
2025-04-09 00:00:00+00:00,10.04,10.04,10.04,10.04,2600,,#000000,,,,0,,,0.0,0.0,0.0,0.0,72.8707981663571,6.6259557774301925,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-329713,-128092.45187956924,False,False,False,False,48703.013920996054,False,False,False,False
2025-04-10 00:00:00+00:00,10.01,10.02,10.01,10.02,884,,#000000,,,,0,,,0.0,0.0,0.0,0.0,67.11936478297261,6.6259557774301925,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-330597,-136033.80670782144,False,False,False,False,46827.758473113856,False,False,False,False
2025-04-11 00:00:00+00:00,10.01,10.01,10.01,10.01,77908,,#000000,,,,0,,,0.0,0.0,0.0,0.0,63.28507586071628,6.6259557774301925,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-330597,-143663.73585653433,False,False,False,False,48046.59147416821,False,False,False,False
2025-04-14 00:00:00+00:00,10.05,10.05,10.04,10.04,9425,10.046666666666667,#000000,,10.046666666666667,,0,,,0.0,0.0,0.0,0.0,65.13774780965731,6.6259557774301925,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-321172,-150624.84425431732,False,False,False,False,46532.01925949495,False,False,False,False
2025-04-15 00:00:00+00:00,10.03,10.03,10.03,10.03,402,10.045984871612225,#000000,,10.045984871612225,,0,,,0.0,0.0,0.0,0.0,63.14131046931016,6.6259557774301925,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-321574,-157328.73271493232,False,False,False,False,44722.998896377496,False,False,False,False
2025-04-16 00:00:00+00:00,10.0,10.02,10.0,10.02,622,10.043644367882093,#000000,,10.043644367882093,,0,,,0.0,0.0,0.0,0.0,58.092934135913936,6.6259557774301925,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-322196,-163794.1157457193,False,False,False,False,42993.54795926466,False,False,False,False
2025-04-17 00:00:00+00:00,10.0,10.0,10.0,10.0,4,10.043627666698555,#000000,,10.043627666698555,,0,,,0.0,0.0,0.0,0.0,54.72734991364979,16.94229144217296,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-322196,-170005.95434392637,False,False,False,False,41307.68333341114,False,False,False,False
2025-04-21 00:00:00+00:00,10.0,10.0,9.99,9.99,205,10.019695533871271,#000000,,10.019695533871271,,0,,,0.0,0.0,0.0,0.0,52.48362709880702,14.274529819619232,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-322196,-175974.19142847828,False,False,False,False,39695.81339876757,False,False,False,False
