date,Open,High,Low,Close,Volume,aVWAP_peak_596,aVWAP_peak_582,aVWAP_valley_609,aVWAP_valley_559,aVWAP_valley_529,aVWAP_valley_501,aVWAP_valley_484,aVWAP_valley_453,aVWAP_valley_424,aVWAP_valley_401,aVWAP_valley_379,aVWAP_valley_349,aVWAP_valley_347,aVWAP_valley_327,aVWAP_valley_314,aVWAP_valley_292,aVWAP_valley_264,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,3.985,4.05,3.985,4.02,363.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,363.0,False,False,False,False
2023-10-31 16:00:00+00:00,4.01,4.06,3.99,4.05,1040.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1040.0,16.124031007751938,False,False,False,False,373.49612403100775,False,False,False,False
2023-11-01 16:00:00+00:00,4.05,4.1,4.03,4.1,234.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1274.0,35.62598401538369,False,False,False,False,371.33339342587584,False,False,False,False
2023-11-02 16:00:00+00:00,4.1,4.105,4.07,4.1,2252.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1274.0,54.82558116243201,False,False,False,False,400.4910152332266,False,False,False,False
2023-11-03 16:00:00+00:00,4.1,4.32,4.1,4.3,389.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1663.0,79.75851788859586,False,False,False,False,400.31285995829285,False,False,False,False
2023-11-06 16:00:00+00:00,4.26,4.26,4.225,4.225,5.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1658.0,104.22737807636956,False,False,False,False,394.18397840855187,False,False,False,False
2023-11-06 20:00:00+00:00,4.225,4.23,4.2,4.21,244.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1414.0,124.5339303542553,False,False,False,False,391.85554463477587,False,False,False,False
2023-11-07 16:00:00+00:00,4.21,4.21,4.175,4.21,418.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1414.0,144.52565236426685,False,False,False,False,392.26088502803515,False,False,False,False
2023-11-07 20:00:00+00:00,4.21,4.21,4.13,4.145,175.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1239.0,161.49424690125497,False,False,False,False,388.892499213647,False,False,False,False
2023-11-08 16:00:00+00:00,4.105,4.18,4.105,4.18,100.0,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,1339.0,179.7501500500727,False,False,False,False,384.4135457374664,False,False,False,False
