date,Open,High,Low,Close,Volume,aVWAP_OB_bull_797,aVWAP_OB_bull_778,aVWAP_OB_bull_716,aVWAP_OB_bull_544,aVWAP_OB_bear_163,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-16 15:00:00+00:00,125.13,126.245,124.5,125.985,241021.0,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,241021.0,False,False,False,False
2024-12-16 16:00:00+00:00,125.965,126.59,125.46,126.53,138639.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,138639.0,2149.4418604651164,False,False,False,False,239433.68217054266,False,False,False,False
2024-12-16 17:00:00+00:00,126.52,127.74,126.445,127.545,111476.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,250115.0,5993.8691184424015,False,False,False,False,237449.84213689083,False,False,False,False
2024-12-16 18:00:00+00:00,127.545,127.65,126.44,126.715,104428.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.20817398253328,38.48735658427995,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,145687.0,8159.654093350271,False,False,False,False,235387.4879952336,False,False,False,False
2024-12-16 19:00:00+00:00,126.715,127.225,126.48,126.83,59336.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,79.40227409870624,32.22955624988363,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,205023.0,11211.798991127785,False,False,False,False,232658.00756119896,False,False,False,False
2024-12-16 20:00:00+00:00,126.835,127.535,126.445,126.73,92080.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.08572871323162,27.422357828545017,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,112943.0,12789.026913745958,False,False,False,False,230478.50356800205,False,False,False,False
2024-12-17 15:00:00+00:00,123.72,124.575,123.24,124.5,187215.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,57.43694664748914,14.130970861811306,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-74272.0,11439.243550742145,False,False,False,False,229807.75157469968,False,False,False,False
2024-12-17 16:00:00+00:00,124.45,126.74,124.33,126.18,177963.0,,,,,,,#000000,,,,55.00131703001165,13.179876100874282,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,103691.0,12869.503340653118,False,False,False,False,229003.9569766423,False,False,False,False
2024-12-17 17:00:00+00:00,126.18,127.075,126.04,126.265,94323.0,,,,,,,#000000,,,,53.679318181441054,12.61303708251215,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,198014.0,15739.960653201131,False,False,False,False,226915.88012429126,False,False,False,False
2024-12-17 18:00:00+00:00,126.235,126.55,125.36,125.425,73435.0,,,,,,,"rgba(239, 83, 80, 0.5)",,,,49.941306781506185,9.374780357861333,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,124579.0,17427.387619818168,False,False,False,False,224536.33159523245,False,False,False,False
