date,Close,High,Low,Open,Volume,aVWAP_peak_864,aVWAP_peak_842,aVWAP_peak_809,aVWAP_peak_779,aVWAP_peak_759,aVWAP_peak_715,aVWAP_peak_693,aVWAP_peak_664,aVWAP_peak_636,aVWAP_peak_634,aVWAP_peak_603,aVWAP_peak_582,aVWAP_peak_566,aVWAP_peak_540,aVWAP_peak_520,aVWAP_peak_494,aVWAP_peak_462,aVWAP_peak_452,aVWAP_peak_437,aVWAP_peak_426,aVWAP_peak_401,aVWAP_peak_356,aVWAP_peak_321,aVWAP_peak_268,aVWAP_peak_261,aVWAP_peak_247,aVWAP_peak_212,aVWAP_peak_192,aVWAP_peak_164,aVWAP_peak_143,aVWAP_peak_142,aVWAP_peak_109,aVWAP_peak_108,aVWAP_peak_75,aVWAP_peak_44,aVWAP_peak_24,aVWAP_valley_875,aVWAP_valley_837,aVWAP_valley_819,aVWAP_valley_794,aVWAP_valley_773,aVWAP_valley_746,aVWAP_valley_711,aVWAP_valley_686,aVWAP_valley_674,aVWAP_valley_649,aVWAP_valley_616,aVWAP_valley_594,aVWAP_valley_544,aVWAP_valley_524,aVWAP_valley_513,aVWAP_valley_488,aVWAP_valley_471,aVWAP_valley_441,aVWAP_valley_411,aVWAP_valley_369,aVWAP_valley_353,aVWAP_valley_340,aVWAP_valley_300,aVWAP_valley_243,aVWAP_valley_223,aVWAP_valley_199,aVWAP_valley_183,aVWAP_valley_148,aVWAP_valley_126,aVWAP_valley_90,aVWAP_valley_62,aVWAP_valley_49,aVWAP_valley_34,aVWAP_valley_14,aVWAP_OB_bull_849,aVWAP_OB_bull_199,aVWAP_OB_bear_809,aVWAP_OB_bear_779,aVWAP_OB_bear_715,aVWAP_OB_bear_693,aVWAP_OB_bear_664,aVWAP_OB_bear_462,aVWAP_OB_bear_212,aVWAP_OB_bear_109,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore
2022-01-03 00:00:00+00:00,3.0465081723,3.0560583546,2.931905984,2.9701067134,429848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-04 00:00:00+00:00,2.9987572605,3.0178576252,2.9701067134,2.9999032824,516423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-05 00:00:00+00:00,3.0369579899,3.1897609076,2.960556531,2.960556531,1319341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-06 00:00:00+00:00,3.1515601782,3.2089567742,3.0035323516,3.0035323516,849155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-07 00:00:00+00:00,3.1482176144,3.3425638254,3.0847089017,3.3425638254,309687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-10 00:00:00+00:00,3.1372349047,3.3139132783,3.0369579899,3.3139132783,1422784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-11 00:00:00+00:00,3.3807645548,3.3903147372,3.1515601782,3.1515601782,784848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-12 00:00:00+00:00,3.4285154666,3.4858165607,3.3521140077,3.3616641901,586687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-13 00:00:00+00:00,3.2948129136,3.4514588247,3.2757125489,3.4285154666,321396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-14 00:00:00+00:00,3.4332905578,3.4476158313,3.1420099958,3.1420099958,548352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-18 00:00:00+00:00,3.5144671078,3.6195191138,3.4380656489,3.5526678372,1119595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-19 00:00:00+00:00,3.5144671078,3.6290692961,3.4094151019,3.4094151019,1119595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-20 00:00:00+00:00,3.3997694177,3.5349044981,3.3903147372,3.4858165607,505469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-21 00:00:00+00:00,3.2469665,3.3431654869,3.1802107253,3.2852627312,928410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,
2022-01-24 00:00:00+00:00,3.1706605429,3.1897609076,2.9414561663,2.9701067134,594309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.100625872266667,,,,,,,,,,,3.100625872266667,,3.100625872266667,#000000,,3.100625872266667,
