date,Open,High,Low,Close,Volume,aVWAP_peak_613,aVWAP_peak_568,aVWAP_peak_545,aVWAP_peak_511,aVWAP_peak_441,aVWAP_peak_405,aVWAP_peak_393,aVWAP_peak_361,aVWAP_peak_350,aVWAP_peak_276,aVWAP_peak_231,aVWAP_valley_609,aVWAP_valley_554,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,10.34,10.385,9.935,9.95,12276.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12276.0,False,False,False,False
2023-10-31 16:00:00+00:00,10.15,10.27,10.01,10.25,14048.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,14048.0,217.7984496124031,False,False,False,False,12303.472868217053,False,False,False,False
2023-11-01 16:00:00+00:00,10.15,10.31,10.01,10.31,12137.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,26185.0,620.3907217114356,False,False,False,False,12300.891893516013,False,False,False,False
2023-11-02 16:00:00+00:00,10.88,10.97,10.7,10.71,11919.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,38104.0,1201.5319508321886,False,False,False,False,12294.971088965376,False,False,False,False
2023-11-03 16:00:00+00:00,10.83,11.01,10.72,10.89,13495.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,51599.0,1982.888044617736,False,False,False,False,12313.576188361261,False,False,False,False
2023-11-06 16:00:00+00:00,10.775,10.93,10.7,10.73,3450.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,48149.0,2698.641718344593,False,False,False,False,12176.156402495195,False,False,False,False
2023-11-06 20:00:00+00:00,10.73,10.77,10.64,10.71,2745.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,45404.0,3360.7402963547543,False,False,False,False,12029.936923386742,False,False,False,False
2023-11-07 16:00:00+00:00,10.435,10.49,10.32,10.38,2776.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,42628.0,3969.5350204422775,False,False,False,False,11886.465033101675,False,False,False,False
2023-11-07 20:00:00+00:00,10.38,10.42,10.34,10.38,2524.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,42628.0,4568.891066636971,False,False,False,False,11741.31053646444,False,False,False,False
2023-11-08 16:00:00+00:00,10.24,10.335,10.11,10.21,5265.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,37363.0,5077.326864053452,False,False,False,False,11640.902621170417,False,False,False,False
2023-11-08 20:00:00+00:00,10.22,10.44,10.215,10.39,5912.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,43275.0,5669.5388506572735,False,False,False,False,11552.082425493354,False,False,False,False
2023-11-09 16:00:00+00:00,10.345,10.455,10.15,10.16,3566.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,39709.0,6197.282434368013,False,False,False,False,11428.267194090355,False,False,False,False
2023-11-09 20:00:00+00:00,10.16,10.16,10.07,10.075,4714.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,34995.0,6643.758675695641,False,False,False,False,11324.170028290504,False,False,False,False
2023-11-10 16:00:00+00:00,9.74,10.04,9.74,10.02,4909.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,30086.0,7007.20427762284,False,False,False,False,11224.71002785189,False,False,False,False
2023-11-10 20:00:00+00:00,10.02,10.03,9.93,9.94,4168.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,25918.0,7300.394908977524,False,False,False,False,11115.30367083093,False,False,False,False
2023-11-13 16:00:00+00:00,9.935,10.09,9.86,9.86,4604.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,21314.0,7517.660104187175,False,False,False,False,11014.353226321924,False,False,False,False
2023-11-13 20:00:00+00:00,9.86,9.905,9.78,9.8,3369.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,17945.0,7679.324288618382,False,False,False,False,10895.820618161893,False,False,False,False
2023-11-14 16:00:00+00:00,10.3,10.535,10.3,10.405,6294.0,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,24239.0,7936.063446934375,False,False,False,False,10824.47456206636,False,False,False,False
