date,Open,High,Low,Close,Volume,aVWAP_peak_616,aVWAP_peak_547,aVWAP_peak_503,aVWAP_peak_481,aVWAP_peak_460,aVWAP_peak_445,aVWAP_peak_393,aVWAP_valley_557,aVWAP_valley_536,aVWAP_valley_485,aVWAP_valley_455,aVWAP_valley_426,aVWAP_valley_425,aVWAP_valley_398,aVWAP_valley_353,aVWAP_valley_338,aVWAP_valley_295,aVWAP_valley_270,aVWAP_valley_259,aVWAP_valley_222,aVWAP_valley_188,aVWAP_valley_165,aVWAP_valley_141,aVWAP_valley_117,aVWAP_valley_89,aVWAP_valley_37,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,40.545,40.75,40.375,40.635,19397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,19397.0,False,False,False,False
2023-10-31 16:00:00+00:00,40.495,40.535,40.255,40.435,31095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-31095.0,-482.09302325581393,False,False,False,False,19578.36434108527,False,False,False,False
2023-11-01 16:00:00+00:00,40.42,40.865,40.205,40.75,18829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,1.0,40.865,40.205,0.0,,,False,False,False,False,,,False,False,False,False,-12266.0,-664.7892554533981,False,False,False,False,19566.7462892855,False,False,False,False
2023-11-02 16:00:00+00:00,42.175,42.945,42.1,42.87,33522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,21256.0,-324.9320576944307,False,False,False,False,19783.106811932234,False,False,False,False
2023-11-03 16:00:00+00:00,43.285,43.475,43.235,43.285,23739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,44995.0,377.7025478512194,False,False,False,False,19844.438489266617,False,False,False,False
2023-11-06 16:00:00+00:00,43.25,43.515,43.115,43.235,9388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,35607.0,923.8932060240686,False,False,False,False,19682.32316385163,False,False,False,False
2023-11-06 20:00:00+00:00,43.235,43.26,43.085,43.25,6660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,42267.0,1564.871605930672,False,False,False,False,19480.42668069114,False,False,False,False
2023-11-07 16:00:00+00:00,42.94,43.09,42.835,42.97,3118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,39149.0,2147.5712709550025,False,False,False,False,19226.745646881973,False,False,False,False
2023-11-07 20:00:00+00:00,42.96,43.085,42.945,42.96,4057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,35092.0,2658.3376078394213,False,False,False,False,18991.555791891555,False,False,False,False
2023-11-08 16:00:00+00:00,42.94,43.045,42.47,42.475,6054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,29038.0,3067.3246216713683,False,False,False,False,18790.97353155215,False,False,False,False
