date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_871,Gap_Up_aVWAP_870,Gap_Up_aVWAP_852,Gap_Up_aVWAP_798,Gap_Up_aVWAP_774,Gap_Up_aVWAP_732,Gap_Up_aVWAP_720,Gap_Up_aVWAP_702,Gap_Up_aVWAP_690,Gap_Down_aVWAP_863,Gap_Down_aVWAP_858,Gap_Down_aVWAP_846,Gap_Down_aVWAP_840,Gap_Down_aVWAP_828,Gap_Down_aVWAP_810,Gap_Down_aVWAP_738,Gap_Down_aVWAP_714,Gap_Down_aVWAP_618,Gap_Down_aVWAP_604,aVWAP_OB_bull_656,aVWAP_OB_bull_426,aVWAP_OB_bull_12,aVWAP_OB_bear_787,aVWAP_OB_bear_276,aVWAP_OB_bear_251,aVWAP_OB_bear_77,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,156.31,156.43,155.65,156.43,2087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,154.405,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2087.0,False,False,False,False
2025-01-21 16:00:00+00:00,156.44,156.835,155.52,155.525,2913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2913.0,-45.16279069767442,False,False,False,False,2099.806201550388,False,False,False,False
2025-01-21 17:00:00+00:00,155.455,155.455,153.49,155.025,6040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8953.0,-183.2687939426717,False,False,False,False,2160.894477495343,False,False,False,False
2025-01-21 18:00:00+00:00,155.03,155.64,154.87,155.525,1951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,10.043148341020677,-40.96116649308139,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7002.0,-288.9855568272814,False,False,False,False,2157.6402995496787,False,False,False,False
2025-01-21 19:00:00+00:00,155.53,155.53,154.78,155.03,2894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,14.215197722067597,-37.808910950600406,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9896.0,-437.9315171865484,False,False,False,False,2169.0567290140243,False,False,False,False
2025-01-21 20:00:00+00:00,154.99,156.12,154.75,155.98,8068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,26.075031140452808,-27.70676458382919,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1828.0,-459.4829665324933,False,False,False,False,2260.5132138355125,False,False,False,False
2025-01-22 15:00:00+00:00,155.495,155.83,154.79,154.79,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,28.481319961726328,-26.5147525287447,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3805.0,-511.3514476715244,False,False,False,False,2256.117660132636,False,False,False,False
2025-01-22 16:00:00+00:00,154.79,155.35,154.54,155.205,2917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,32.64373154939331,-23.34587633058656,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-888.0,-517.1909601107255,False,False,False,False,2266.3638979600373,False,False,False,False
2025-01-22 17:00:00+00:00,155.2,155.44,154.32,154.32,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,32.46465623448376,-23.34587633058656,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2157.0,-542.614356078001,False,False,False,False,2250.900891790114,False,False,False,False
2025-01-22 18:00:00+00:00,154.33,154.76,154.18,154.54,2031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,33.636236164388876,-22.893642778306173,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-126.0,-536.1552187744661,False,False,False,False,2247.4915756383293,False,False,False,False
2025-01-22 19:00:00+00:00,154.48,155.06,154.3,154.92,6729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,36.54672792444799,-20.093699562713336,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,6603.0,-425.4706417392031,False,False,False,False,2316.9723264036265,False,False,False,False
2025-01-22 20:00:00+00:00,154.89,155.35,154.225,154.385,25134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,36.5596354025626,-19.88721680138216,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18531.0,-706.1765232626262,False,False,False,False,2670.7246934361283,False,False,False,False
2025-01-23 15:00:00+00:00,154.15,154.28,153.04,154.28,8072.0,,,,,,,,,,,,,,,,,,,,,,,153.86666666666667,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,153.86666666666667,,0.0,0.0,0.0,0.0,36.21150652420327,-19.88721680138216,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26603.0,-1107.677662436849,False,False,False,False,2754.4653958634754,False,False,False,False
2025-01-23 16:00:00+00:00,154.28,155.06,154.0,154.725,6145.0,,,,,,,,,,,,,,,,,,,,,,,154.18147347072752,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,154.18147347072752,,0.0,0.0,0.0,0.0,38.610375158813596,-17.26337080990566,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-20458.0,-1407.6826599184483,False,False,False,False,2807.0318238345844,False,False,False,False
2025-01-23 17:00:00+00:00,154.725,155.92,154.54,155.92,2754.0,,,,,,,,,,,,,,,,,,,,,,,154.3889486967965,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,154.3889486967965,,0.0,0.0,0.0,0.0,45.30200976689511,-10.861209437550706,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-17704.0,-1660.3387427104103,False,False,False,False,2806.209625015443,False,False,False,False
2025-01-23 18:00:00+00:00,155.955,156.14,155.225,155.61,3644.0,,,,,,,,,,,,,,,,,,,,,,,154.61333082706767,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,155.1358320802005,,0.0,0.0,0.0,0.0,48.33450626135309,-8.070696695225685,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-21348.0,-1965.573800962962,False,False,False,False,2819.198623077219,False,False,False,False
2025-01-23 19:00:00+00:00,155.61,155.925,155.51,155.62,3365.0,,,,,,,,,,,,,,,,,,,,,,,154.7637130942452,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,155.21742450736417,,0.0,0.0,0.0,0.0,50.396348782100866,-6.113699909654635,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-17983.0,-2213.905990095319,False,False,False,False,2827.6606599287347,False,False,False,False
2025-01-23 20:00:00+00:00,155.62,155.655,154.56,155.425,14737.0,,,,,,,,,,,,,,,,,,,,,,,154.93485376794,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,155.14787121856028,,0.0,0.0,0.0,0.0,50.77485443305982,-5.579744146634454,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-32720.0,-2686.8686879232987,False,False,False,False,3012.3015799298396,False,False,False,False
2025-01-24 15:00:00+00:00,155.175,155.57,154.76,155.11,1806.0,,,,,,,,,,,,,,,,,,,,,,,154.94429369329353,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,155.14437776121878,,0.0,0.0,0.0,0.0,49.47124159799824,-5.579744146634454,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-34526.0,-3180.498630746193,False,False,False,False,2993.599229853408,False,False,False,False
2025-01-24 16:00:00+00:00,155.11,155.21,154.46,154.46,1686.0,,,,,,,,,,,,,,,,,,,,,,,154.93493504544844,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,155.11850613513408,,0.0,0.0,0.0,0.0,45.88804661208136,-5.579744146634454,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-36212.0,-3692.6149310447017,False,False,False,False,2973.326373576611,False,False,False,False
