date,Open,High,Low,Close,Volume,aVWAP_OB_bull_858,aVWAP_OB_bull_792,aVWAP_OB_bull_784,aVWAP_OB_bull_778,aVWAP_OB_bull_765,aVWAP_OB_bull_752,aVWAP_OB_bull_660,aVWAP_OB_bull_629,aVWAP_OB_bull_564,aVWAP_OB_bull_549,aVWAP_OB_bull_522,aVWAP_OB_bull_483,aVWAP_OB_bull_431,aVWAP_OB_bull_150,aVWAP_OB_bull_119,aVWAP_OB_bull_68,aVWAP_OB_bull_54,aVWAP_OB_bear_883,aVWAP_OB_bear_844,aVWAP_OB_bear_744,aVWAP_OB_bear_732,aVWAP_OB_bear_623,aVWAP_OB_bear_544,aVWAP_OB_bear_520,aVWAP_OB_bear_407,aVWAP_OB_bear_347,aVWAP_OB_bear_194,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,154.95,156.925,154.89,156.925,1414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1414.0,False,False,False,False
2024-12-30 16:00:00+00:00,156.925,158.21,156.925,157.75,1644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1644.0,25.488372093023255,False,False,False,False,1417.565891472868,False,False,False,False
2024-12-30 17:00:00+00:00,157.75,158.43,157.75,158.43,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2260.0,60.13196322336398,False,False,False,False,1405.1385133104982,False,False,False,False
2024-12-30 18:00:00+00:00,158.28,158.5,157.78,158.335,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,97.65657119364124,47.89091407427712,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1392.0,80.78108007261415,False,False,False,False,1396.8107844219633,False,False,False,False
2024-12-30 19:00:00+00:00,158.335,158.335,157.745,158.01,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,89.49486584607223,40.68598498984653,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,714.0,90.59842766838757,False,False,False,False,1385.6664311751113,False,False,False,False
2024-12-30 20:00:00+00:00,158.03,158.55,157.92,158.24,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,85.35013718287398,37.52042123562573,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6112.0,183.9534908053118,False,False,False,False,1447.8731531723963,False,False,False,False
2024-12-31 15:00:00+00:00,158.77,158.94,157.75,158.25,931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.31333333333336,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,82.64082179591156,35.621891566995046,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7043.0,290.2952971494155,False,False,False,False,1439.8596159139095,False,False,False,False
2024-12-31 16:00:00+00:00,158.25,158.28,157.56,157.87,1339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.07148751835538,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,74.87931170242697,29.036192551747888,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5704.0,374.228703395161,False,False,False,False,1438.2959009385,False,False,False,False
2024-12-31 17:00:00+00:00,157.88,157.885,157.155,157.885,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.95865605371455,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,69.84274835147377,25.08952939198913,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6512.0,469.38794830376315,False,False,False,False,1428.5238714665852,False,False,False,False
2024-12-31 18:00:00+00:00,157.84,158.05,157.09,157.18,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.83781294127422,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,59.51818345345121,16.285085864512652,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5577.0,548.5757320509916,False,False,False,False,1420.8723385756302,False,False,False,False
