date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_186,Gap_Up_aVWAP_172,Gap_Up_aVWAP_152,Gap_Up_aVWAP_13,Gap_Down_aVWAP_91,Gap_Down_aVWAP_60,Gap_Down_aVWAP_35,Gap_Down_aVWAP_34,Gap_Down_aVWAP_24,aVWAP_OB_bull_120,aVWAP_OB_bull_96,aVWAP_OB_bear_166,aVWAP_OB_bear_33,aVWAP_OB_bear_0,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,109.2522065212,110.3318510571,102.3152600863,102.3152600863,129629,,,,,,,,,,,,,,107.29977255486666,#000000,1.0,106.12992,,,,-1.0,110.33185,102.31526,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,129629.0,False,False,False,False
2022-01-07 00:00:00+00:00,99.391966941,110.1263745679,98.8101282088,110.1263745679,87832,,,,,,,,,,,,,,105.47269441691378,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-87832,-6506.074074074074,False,False,False,False,126532.92592592593,False,False,False,False
2022-01-14 00:00:00+00:00,96.5814696726,100.2567353312,94.5050855704,97.5684335963,57381,,,,,,,,,,,,,,103.72767160553778,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-145213,-16780.661179698218,False,False,False,False,121410.561042524,False,False,False,False
2022-01-21 00:00:00+00:00,89.8325163661,95.4065126207,89.4847290787,95.1057236154,65230,,,,,,,,,,,,,,101.39656003908996,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-210443,-31126.01961083168,False,False,False,False,117249.03800233704,False,False,False,False
2022-01-28 00:00:00+00:00,88.7515558783,91.2612641413,81.852208069,87.7175936725,137490,,,,,,,,,,,,,,97.33480721438042,"rgba(239, 83, 80, 0.5)",0.0,0.0,,87.28834269619999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-347933,-54593.203343362664,False,False,False,False,118748.36852068243,False,False,False,False
2022-02-04 00:00:00+00:00,88.9231936044,93.0518986885,88.7026776649,88.9677479758,51225,,,,,,,,,,,,,,96.64615076570222,"rgba(239, 83, 80, 0.5)",0.0,0.0,,88.0857226999972,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29143336261736863,-49.72450439940077,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-296708,-72527.6327253358,False,False,False,False,113746.63751915039,False,False,False,False
2022-02-11 00:00:00+00:00,85.3300809429,91.5808524594,84.4841118655,88.836152786,53499,,,,,,,,,,,,,,95.77198484456787,"rgba(239, 83, 80, 0.5)",0.0,0.0,,87.874998974422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4453385515682109,-49.59096922198428,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-350207,-93096.47474568129,False,False,False,False,109283.84955476888,False,False,False,False
2022-02-18 00:00:00+00:00,82.6874615382,86.2280301203,82.4443864232,85.1608871274,24731,,,,,,,,,,,,,,95.28367906579808,"rgba(239, 83, 80, 0.5)",0.0,0.0,,87.49623349330446,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5249258701829268,-49.530762815975535,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-374938,-113973.62476451971,False,False,False,False,103020.67551367488,False,False,False,False
2022-02-25 00:00:00+00:00,85.7342661688,85.7342661688,75.5544382704,82.1247981051,43676,,,,,,,,,,,,,,94.4149362350221,"rgba(239, 83, 80, 0.5)",0.0,0.0,,84.55617594384209,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452974703851108,-45.8314975283913,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-331262,-130069.05996714788,False,False,False,False,98624.77362377304,False,False,False,False
2022-03-04 00:00:00+00:00,87.5706770427,87.5765988263,81.8710073819,83.5441462239,28752,,,,,,,,,,,,,,94.04499456210857,"rgba(239, 83, 80, 0.5)",0.0,0.0,,85.17095115610582,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.242638835661479,-41.47448567763105,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-302510,-142842.46293254435,False,False,False,False,93449.01261460467,False,False,False,False
