date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_846,Gap_Up_aVWAP_822,Gap_Up_aVWAP_768,Gap_Up_aVWAP_744,Gap_Up_aVWAP_726,Gap_Up_aVWAP_714,Gap_Up_aVWAP_666,Gap_Up_aVWAP_606,Gap_Up_aVWAP_540,Gap_Up_aVWAP_528,Gap_Down_aVWAP_876,Gap_Down_aVWAP_864,Gap_Down_aVWAP_834,Gap_Down_aVWAP_747,Gap_Down_aVWAP_684,Gap_Down_aVWAP_594,Gap_Down_aVWAP_582,Gap_Down_aVWAP_558,Gap_Down_aVWAP_492,Gap_Down_aVWAP_486,aVWAP_OB_bear_855,aVWAP_OB_bear_799,aVWAP_OB_bear_673,aVWAP_OB_bear_462,aVWAP_OB_bear_335,aVWAP_OB_bear_174,aVWAP_OB_bear_16,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,17.175,17.295,17.12,17.215,2865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2865.0,False,False,False,False
2025-01-06 16:00:00+00:00,17.215,17.46,17.19,17.46,2297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2297.0,35.6124031007752,False,False,False,False,2856.1937984496126,False,False,False,False
2025-01-06 17:00:00+00:00,17.46,17.645,17.42,17.51,2569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4866.0,110.5021332852593,False,False,False,False,2851.741181419386,False,False,False,False
2025-01-06 18:00:00+00:00,17.51,17.57,17.44,17.44,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4248496993988,43.182364729458925,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2873.0,153.33155757541033,False,False,False,False,2838.4273646531938,False,False,False,False
2025-01-06 19:00:00+00:00,17.44,17.64,17.38,17.615,7460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.32851980418388,41.75017684180156,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10333.0,311.1558745122257,False,False,False,False,2910.0796535732993,False,False,False,False
2025-01-06 20:00:00+00:00,17.58,17.67,17.5,17.66,7695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.39942024404098,41.282171841005095,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,18028.0,585.8356283957571,False,False,False,False,2984.2644651458063,False,False,False,False
2025-01-07 15:00:00+00:00,18.04,18.05,17.705,17.855,2263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.15351231250526,41.282171841005095,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,20291.0,891.3420527617143,False,False,False,False,2973.0820703373442,False,False,False,False
2025-01-07 16:00:00+00:00,17.855,17.865,17.57,17.59,3690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.39539685070116,33.65096938748643,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,16601.0,1134.90264109099,False,False,False,False,2984.197076998781,False,False,False,False
2025-01-07 17:00:00+00:00,17.59,17.925,17.59,17.905,2883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9313233430932,31.99275794764567,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,19484.0,1419.3847706864785,False,False,False,False,2982.6281300685673,False,False,False,False
2025-01-07 18:00:00+00:00,17.905,18.095,17.89,18.04,3073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.45844620211312,31.920462859952522,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,22557.0,1747.099735482037,False,False,False,False,2984.02924433107,False,False,False,False
