date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_153,Gap_Up_aVWAP_124,Gap_Up_aVWAP_110,Gap_Up_aVWAP_48,Gap_Up_aVWAP_40,Gap_Up_aVWAP_22,Gap_Up_aVWAP_5,Gap_Down_aVWAP_182,Gap_Down_aVWAP_167,Gap_Down_aVWAP_144,Gap_Down_aVWAP_24,Gap_Down_aVWAP_19,aVWAP_OB_bull_39,aVWAP_OB_bull_4,aVWAP_OB_bear_180,aVWAP_OB_bear_130,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,53.0357760356,53.4666917159,51.7856470291,52.4533295667,8419758,,,,,,,,,,,,,,,,,#000000,1.0,58.69149,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8419758.0,False,False,False,False
2022-01-07 00:00:00+00:00,48.0589366952,51.9561191664,47.4812255633,51.9229718063,25391502,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-25391502,-1880852.0,False,False,False,False,9676924.222222222,False,False,False,False
2022-01-14 00:00:00+00:00,45.6107673907,48.2625561924,45.1575956258,47.4149308433,14689024,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-40080526,-4710457.481481481,False,False,False,False,10048190.872427985,False,False,False,False
2022-01-21 00:00:00+00:00,45.1561750246,46.69042426,45.0448946017,45.3029704762,11065620,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-51146146,-8150138.112482853,False,False,False,False,10123555.992988875,False,False,False,False
2022-01-28 00:00:00+00:00,45.8191222251,45.8948876194,43.3330702234,43.9439287153,19260998,,,,,,,,,,,,,,45.015693355966675,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.015693355966675,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6067694134817145,-47.53578828881807,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31885148,-9908286.993039679,False,False,False,False,10800403.549063774,False,False,False,False
2022-02-04 00:00:00+00:00,47.1971053346,50.7486081941,46.4394513912,46.5152167856,20927648,,,,,,,48.12838830663333,,,,,,,46.63658360091121,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.63658360091121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.853527883340043,-41.73756769950495,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10957500,-9986006.475036738,False,False,False,False,11550569.804688679,False,False,False,False
2022-02-11 00:00:00+00:00,46.8372197115,50.3745165596,46.496275437,47.7179924206,12237574,,,,,,,48.04510113572541,,,,,,,46.93211955538035,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.93211955538035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000019556029397,-38.15201323647627,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-23195074,-10964455.921330312,False,False,False,False,11601459.00434137,False,False,False,False
2022-02-18 00:00:00+00:00,47.7369337692,49.0154747987,46.0653597567,46.2074198711,9813730,,,,,,,47.944820006131785,,,,,,,47.03836197474556,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.03836197474556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32281346988539,-33.53177665354784,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13381344,-11143484.667898437,False,False,False,False,11469034.633649416,False,False,False,False
2022-02-25 00:00:00+00:00,48.6555891756,48.88051769,44.8673194587,47.2634000546,8591302,,,,,,,47.865352731333225,,,,,,,47.09045066508687,,,"rgba(239, 83, 80, 0.5)",-1.0,51.378277,,47.09045066508687,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.186046513159827,-28.49810665314023,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4790042,-10672859.285091145,False,False,False,False,11255869.25337909,False,False,False,False
2022-03-04 00:00:00+00:00,49.2995950274,50.8243735884,48.1394374266,48.4472343411,11232242,,,,,,,48.14360483844381,,,,,,,47.40945748653884,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,47.40945748653884,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.657214190864345,-23.91933776928166,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,6442200,-9405077.115825133,False,False,False,False,11254119.08646212,False,False,False,False
