date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_840,Gap_Up_aVWAP_804,Gap_Up_aVWAP_768,Gap_Up_aVWAP_756,Gap_Up_aVWAP_720,Gap_Up_aVWAP_660,Gap_Up_aVWAP_648,Gap_Up_aVWAP_642,Gap_Up_aVWAP_630,Gap_Up_aVWAP_612,Gap_Down_aVWAP_882,Gap_Down_aVWAP_870,Gap_Down_aVWAP_798,Gap_Down_aVWAP_780,Gap_Down_aVWAP_744,Gap_Down_aVWAP_714,Gap_Down_aVWAP_696,Gap_Down_aVWAP_666,Gap_Down_aVWAP_624,Gap_Down_aVWAP_564,aVWAP_OB_bull_798,aVWAP_OB_bull_719,aVWAP_OB_bull_554,aVWAP_OB_bull_401,aVWAP_OB_bull_246,aVWAP_OB_bear_852,aVWAP_OB_bear_132,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,8.375,8.395,8.205,8.34,3330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3330.0,False,False,False,False
2025-01-06 16:00:00+00:00,8.34,8.365,8.255,8.32,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7000.0,-108.52713178294573,False,False,False,False,3386.8992248062013,False,False,False,False
2025-01-06 17:00:00+00:00,8.32,8.37,8.28,8.35,2263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.930232558139533,-81.3953488372093,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4737.0,-180.28640105762872,False,False,False,False,3369.4744306231596,False,False,False,False
2025-01-06 18:00:00+00:00,8.35,8.36,8.24,8.24,4417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.783447886262994,-80.56378872045954,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9154.0,-319.41374367689025,False,False,False,False,3385.715137125126,False,False,False,False
2025-01-06 19:00:00+00:00,8.24,8.27,8.23,8.235,5055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.811494419497926,-78.35290740491138,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14209.0,-534.7561662555431,False,False,False,False,3411.5955225960543,False,False,False,False
2025-01-06 20:00:00+00:00,8.23,8.26,8.195,8.205,3717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.074689055076234,-76.3398029721184,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17926.0,-804.3878536004185,False,False,False,False,3416.3304757340998,False,False,False,False
2025-01-07 15:00:00+00:00,8.375,8.375,8.185,8.25,1383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.010278537221488,-66.86125048688251,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-16543.0,-1048.3973442422725,False,False,False,False,3384.8059722343464,False,False,False,False
2025-01-07 16:00:00+00:00,8.25,8.285,8.195,8.215,1252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.90579775934657,-61.292925704027766,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17795.0,-1308.0345947191365,False,False,False,False,3351.739212974899,False,False,False,False
2025-01-07 17:00:00+00:00,8.215,8.225,8.1,8.13,1852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.047872470663737,-59.53809902417693,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19647.0,-1592.3596397622505,False,False,False,False,3328.487442231102,False,False,False,False
2025-01-07 18:00:00+00:00,8.13,8.15,8.06,8.09,876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.859955944578395,-58.32920708321562,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20523.0,-1885.8579399209752,False,False,False,False,3290.4643811112396,False,False,False,False
