date,Close,High,Low,Open,Volume,aVWAP_OB_bull_840,aVWAP_OB_bull_589,aVWAP_OB_bull_574,aVWAP_OB_bear_790,aVWAP_OB_bear_710,aVWAP_OB_bear_680,aVWAP_OB_bear_637,aVWAP_OB_bear_618,aVWAP_OB_bear_283,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,70.45,71.45,69.0,71.24,153847,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,153847.0,False,False,False,False
2022-01-04 00:00:00+00:00,67.66,70.855,67.56,70.55,141528,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-141528,-5550.117647058823,False,False,False,False,153363.9019607843,False,False,False,False
2022-01-05 00:00:00+00:00,62.98,67.44,61.77,67.44,235991,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-377519,-20137.13264129181,False,False,False,False,156604.18031526334,False,False,False,False
2022-01-06 00:00:00+00:00,62.34,63.51,61.38,62.55,257129,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-634648,-44235.59802790782,False,False,False,False,160546.33010682164,False,False,False,False
2022-01-07 00:00:00+00:00,59.24,63.0607,59.02,62.1,406651,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1041299,-83336.12359544085,False,False,False,False,170197.49363204432,False,False,False,False
2022-01-10 00:00:00+00:00,59.07,59.28,57.06,58.46,312393,,,,,,,,,,58.46999999999999,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1353692,-133154.00110150198,False,False,False,False,175773.78799941516,False,False,False,False
2022-01-11 00:00:00+00:00,59.11,59.9094,57.44,59.12,358556,,,,,,,,,,58.65693356544237,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.1632737591586893,-49.85033238743787,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-995136,-166957.21674458034,False,False,False,False,182941.71788179103,False,False,False,False
2022-01-12 00:00:00+00:00,59.01,60.22,58.75,59.68,209644,,,,,,,,,,58.81637785613406,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.2699528516616599,-49.76161398370785,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1204780,-207656.14942126346,False,False,False,False,183988.86620015217,False,False,False,False
2022-01-13 00:00:00+00:00,59.47,60.0,58.74,59.1,188378,,,,,,,,,,58.91981330843711,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,2.4314140795968173,-47.79187036876602,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1016402,-239371.67297337076,False,False,False,False,184160.98909426384,False,False,False,False
2022-01-14 00:00:00+00:00,54.25,59.48,53.0545,58.71,251331,,,,,,,,,,58.28687437316108,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,2.8811347396795792,-47.50656131581433,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1267733,-279699.56815088564,False,False,False,False,186795.1071689986,False,False,False,False
