date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_840,Gap_Up_aVWAP_747,Gap_Up_aVWAP_729,Gap_Up_aVWAP_696,Gap_Up_aVWAP_531,Gap_Up_aVWAP_477,Gap_Up_aVWAP_450,Gap_Up_aVWAP_312,Gap_Down_aVWAP_732,Gap_Down_aVWAP_576,Gap_Down_aVWAP_486,Gap_Down_aVWAP_324,Gap_Down_aVWAP_306,Gap_Down_aVWAP_210,Gap_Down_aVWAP_174,Gap_Down_aVWAP_12,aVWAP_OB_bull_710,aVWAP_OB_bull_607,aVWAP_OB_bull_306,aVWAP_OB_bear_89,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-24 15:00:00+00:00,59.44,59.95,59.44,59.95,31.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,57.5425,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,31.0,False,False,False,False
2025-01-24 16:00:00+00:00,59.95,60.015,59.95,60.015,30.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,30.0,0.46511627906976744,False,False,False,False,30.984496124031008,False,False,False,False
2025-01-24 17:00:00+00:00,60.015,60.385,60.015,60.18,95.0,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,125.0,2.3958896700919414,False,False,False,False,31.97698455621657,False,False,False,False
2025-01-24 18:00:00+00:00,60.18,60.38,60.18,60.38,99.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,224.0,5.83161231086571,False,False,False,False,33.016101074724844,False,False,False,False
2025-01-24 19:00:00+00:00,60.38,60.45,60.35,60.45,73.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,297.0,10.345850879689497,False,False,False,False,33.63600648441903,False,False,False,False
2025-01-24 20:00:00+00:00,60.45,61.04,60.45,61.01,319.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,616.0,19.735837687756323,False,False,False,False,38.0602544459009,False,False,False,False
2025-01-27 15:00:00+00:00,61.01,61.01,61.01,61.01,0.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,616.0,28.98024330500041,False,False,False,False,37.47017298162337,False,False,False,False
2025-01-27 16:00:00+00:00,61.01,61.01,61.01,61.01,0.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,616.0,38.08132480414769,False,False,False,False,36.8892400671796,False,False,False,False
2025-01-27 17:00:00+00:00,61.01,61.01,61.01,61.01,0.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,616.0,47.0413042645485,False,False,False,False,36.31731386458767,False,False,False,False
2025-01-27 18:00:00+00:00,61.01,61.01,61.01,61.01,0.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,616.0,55.862369314710534,False,False,False,False,35.75425473490414,False,False,False,False
