date,Open,High,Low,Close,Volume,aVWAP_OB_bull_889,aVWAP_OB_bull_778,aVWAP_OB_bull_701,aVWAP_OB_bull_486,aVWAP_OB_bull_413,aVWAP_OB_bull_406,aVWAP_OB_bull_394,aVWAP_OB_bull_231,aVWAP_OB_bear_870,aVWAP_OB_bear_844,aVWAP_OB_bear_829,aVWAP_OB_bear_815,aVWAP_OB_bear_638,aVWAP_OB_bear_605,aVWAP_OB_bear_590,aVWAP_OB_bear_565,aVWAP_OB_bear_416,aVWAP_OB_bear_301,aVWAP_OB_bear_276,aVWAP_OB_bear_256,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,23.635,23.645,23.62,23.635,9584.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,23.5075,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9584.0,False,False,False,False
2024-12-30 16:00:00+00:00,23.635,23.645,23.63,23.635,4969.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9512.4496124031,False,False,False,False
2024-12-30 17:00:00+00:00,23.635,23.64,23.61,23.625,27960.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27960.0,-433.48837209302326,False,False,False,False,9798.458145544137,False,False,False,False
2024-12-30 18:00:00+00:00,23.625,23.63,23.61,23.625,13070.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27960.0,-860.2559942311159,False,False,False,False,9849.179724682986,False,False,False,False
2024-12-30 19:00:00+00:00,23.625,23.635,23.615,23.625,16496.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27960.0,-1280.4070640879977,False,False,False,False,9952.231201819684,False,False,False,False
2024-12-30 20:00:00+00:00,23.615,23.63,23.615,23.63,13717.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,13.861950941240702,-37.52424415288337,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14243.0,-1481.3774972029125,False,False,False,False,10010.599710318604,False,False,False,False
2024-12-31 15:00:00+00:00,23.695,23.71,23.66,23.675,1558.0,,,,,,,,,,,,,,,,,,,,,23.68166666666667,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,38.83773159378732,-15.877758622065855,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12685.0,-1655.0770708896891,False,False,False,False,9879.551652794285,False,False,False,False
2024-12-31 16:00:00+00:00,23.675,23.675,23.625,23.645,3147.0,,,,,,,,,,,,,,,,,,,,,23.659371236273465,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,44.31977442813755,-12.886049340423149,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15832.0,-1874.8743256045777,False,False,False,False,9775.17100701453,False,False,False,False
2024-12-31 17:00:00+00:00,23.645,23.645,23.615,23.625,2763.0,,,,,,,,,,,,,,,,,,,,,23.647887877164788,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,43.909476226019265,-12.886049340423149,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18595.0,-2134.101080246367,False,False,False,False,9666.455177448413,False,False,False,False
2024-12-31 18:00:00+00:00,23.625,23.63,23.605,23.62,5816.0,,,,,,,,,,,,,,,,,,,,,23.634948308742345,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,42.79691282378039,-12.886049340423149,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24411.0,-2479.4793580720047,False,False,False,False,9606.758197953088,False,False,False,False
2024-12-31 19:00:00+00:00,23.625,23.635,23.605,23.615,12606.0,,,,,,,,,,,,,,,,,,,,,23.62685837517703,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,41.22124019840746,-12.886049340423149,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37017.0,-3014.944794380966,False,False,False,False,9653.25807085304,False,False,False,False
2024-12-31 20:00:00+00:00,23.615,23.62,23.6,23.62,12956.0,,,,,,,,,,,,,,,,,,,,,23.617840403988396,"rgba(38, 166, 154, 1.0)",0.0,0.0,,23.613333333333333,,41.50999884385294,-12.886049340423149,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24061.0,-3341.240223925447,False,False,False,False,9704.463372080125,False,False,False,False
2025-01-01 15:00:00+00:00,23.62,23.62,23.62,23.62,0.0,,,,,,,,,,,,,,,,,,,,,23.617840403988396,"rgba(239, 83, 80, 1.0)",0.0,0.0,,23.613333333333333,,41.70250460748326,-12.886049340423149,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24061.0,-3662.476809601021,False,False,False,False,9554.006575613766,False,False,False,False
2025-01-01 16:00:00+00:00,23.62,23.62,23.62,23.62,0.0,,,,,,,,,,,,,,,,,,,,,23.617840403988396,"rgba(239, 83, 80, 1.0)",0.0,0.0,,23.613333333333333,,41.83084178323681,-12.886049340423149,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24061.0,-3978.7329830955787,False,False,False,False,9405.882442658514,False,False,False,False
2025-01-01 17:00:00+00:00,23.62,23.62,23.62,23.62,0.0,,,,,,,,,,,,,,,,,,,,,23.617840403988396,"rgba(239, 83, 80, 1.0)",0.0,0.0,,23.613333333333333,,41.916399900405835,-12.886049340423149,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24061.0,-4290.085960101848,False,False,False,False,9260.054807888615,False,False,False,False
