date,Open,High,Low,Close,Volume,aVWAP_OB_bull_436,aVWAP_OB_bull_428,aVWAP_OB_bull_411,aVWAP_OB_bull_400,aVWAP_OB_bull_377,aVWAP_OB_bull_145,aVWAP_OB_bull_23,aVWAP_OB_bull_0,aVWAP_OB_bear_355,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,57.11,57.11,57.11,57.11,0.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-10 17:00:00+00:00,57.11,57.56,57.11,57.56,1099.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,17.03875968992248,False,False,False,False,17.03875968992248,False,False,False,False
2023-11-13 17:00:00+00:00,57.56,57.56,57.56,57.56,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,33.81335256294693,False,False,False,False,16.774592873024456,False,False,False,False
2023-11-14 17:00:00+00:00,59.43,59.43,59.43,59.43,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,50.327874228637675,False,False,False,False,16.514521665690744,False,False,False,False
2023-11-15 17:00:00+00:00,59.43,59.43,59.43,59.43,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,66.58635679873632,False,False,False,False,16.25848257009864,False,False,False,False
2023-11-16 17:00:00+00:00,59.43,59.43,59.43,59.43,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,82.59276987162411,False,False,False,False,16.006413072887806,False,False,False,False
2023-11-17 17:00:00+00:00,59.43,59.43,59.43,59.43,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,98.35102150152142,False,False,False,False,15.758251629897297,False,False,False,False
2023-11-20 17:00:00+00:00,59.43,59.43,59.43,59.43,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,113.86495915266062,False,False,False,False,15.513937651139198,False,False,False,False
2023-11-21 17:00:00+00:00,59.43,59.43,59.43,59.43,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,129.13837063866586,False,False,False,False,15.273411486005257,False,False,False,False
2023-11-22 17:00:00+00:00,60.05,60.05,60.05,60.05,0.0,,,,,,,,57.410000000000004,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1099.0,144.17498504736872,False,False,False,False,15.03661440870285,False,False,False,False
