date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_840,Gap_Up_aVWAP_698,Gap_Up_aVWAP_648,Gap_Up_aVWAP_559,Gap_Up_aVWAP_366,Gap_Up_aVWAP_324,Gap_Up_aVWAP_150,Gap_Up_aVWAP_42,Gap_Up_aVWAP_13,Gap_Up_aVWAP_4,Gap_Down_aVWAP_864,Gap_Down_aVWAP_732,Gap_Down_aVWAP_723,Gap_Down_aVWAP_624,Gap_Down_aVWAP_582,Gap_Down_aVWAP_558,Gap_Down_aVWAP_456,Gap_Down_aVWAP_84,Gap_Down_aVWAP_65,aVWAP_OB_bull_807,aVWAP_OB_bull_755,aVWAP_OB_bull_693,aVWAP_OB_bull_647,aVWAP_OB_bear_623,aVWAP_OB_bear_154,aVWAP_OB_bear_120,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,14.32,14.32,14.32,14.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,13.1866665,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-01-27 16:00:00+00:00,14.32,14.32,14.32,14.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-01-27 17:00:00+00:00,14.32,14.32,14.32,14.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-01-27 18:00:00+00:00,14.32,14.32,14.32,14.32,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.015503875968992248,False,False,False,False
2025-01-27 19:00:00+00:00,14.63,14.63,14.63,14.63,1.0,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.015503875968992248,False,False,False,False,0.0307673817679226,False,False,False,False
2025-01-27 20:00:00+00:00,14.63,14.63,14.63,14.63,0.0,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.0307673817679226,False,False,False,False,0.030290368097102095,False,False,False,False
2025-01-28 15:00:00+00:00,14.63,14.63,14.63,14.63,0.0,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.04579424406609434,False,False,False,False,0.029820749987069503,False,False,False,False
2025-01-28 16:00:00+00:00,14.63,14.63,14.63,14.63,0.0,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.06058813175499211,False,False,False,False,0.02935841277796765,False,False,False,False
2025-01-28 17:00:00+00:00,14.63,14.63,14.63,14.63,0.0,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.075152656844062,False,False,False,False,0.028903243587611562,False,False,False,False
2025-01-28 18:00:00+00:00,14.63,14.63,14.63,14.63,0.0,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.08949137534260367,False,False,False,False,0.02845513128392766,False,False,False,False
2025-01-28 19:00:00+00:00,14.63,14.63,14.63,14.63,0.0,,,,,,,,,,14.63,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,0.10360778812798965,False,False,False,False,0.028013966457820255,False,False,False,False
2025-01-28 20:00:00+00:00,14.63,14.63,14.48,14.48,75.0,,,,,,,,,,14.53131578947369,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.530000000000003,,0.0,0.0,0.0,0.0,82.51279519245654,34.26151567321088,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-74.0,-1.0452853558739947,False,False,False,False,1.1903703390708773,False,False,False,False
