date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_34,Gap_Up_aVWAP_27,Gap_Up_aVWAP_24,Gap_Up_aVWAP_17,Gap_Up_aVWAP_4,Gap_Up_aVWAP_1,Gap_Down_aVWAP_10,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-17 00:00:00+00:00,24.6469924276,24.6469924276,24.2589562795,24.417240614,38,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,38.0,False,False,False,False
2025-01-24 00:00:00+00:00,25.1357283068,25.8104165049,24.6733894445,24.6733894445,8728,,,,,,25.206511418733335,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8728,646.5185185185185,False,False,False,False,681.7037037037037,False,False,False,False
2025-01-31 00:00:00+00:00,25.0235898684,25.3118061861,24.982234542,25.3118061861,520,,,,,,25.200852901466753,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.36213108399562,24.629589877980294,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8208,1206.628257887517,False,False,False,False,669.7256515775034,False,False,False,False
2025-02-07 00:00:00+00:00,25.6603445756,25.6603445756,24.669576542,24.7511139942,42,,,,,,25.20143717464686,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,25.8323162522,25.3118061861,6.0,93.41087096960757,24.629589877980294,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8250,1728.3594980439973,False,False,False,False,623.227455164355,False,False,False,False
2025-02-14 00:00:00+00:00,26.3472536149,26.3472536149,25.8323162522,26.0674452359,71,,,,,26.175607827333334,25.208825927594273,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,26.0358665824,25.6603445756,6.0,93.72219862337185,24.72947575060246,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8321,2216.703238929627,False,False,False,False,582.3217177447731,False,False,False,False
2025-02-21 00:00:00+00:00,26.7861284622,27.0325006197,26.0358665824,26.0358665824,735,,,,,26.579180637089536,25.311427391636638,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,26.618165221433333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.27346861092653,25.917554007255546,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9056,2723.3178138237286,False,False,False,False,593.6312201340492,False,False,False,False
2025-02-28 00:00:00+00:00,25.5237644549,26.7000937405,25.5237644549,26.7000937405,1893,,,,,26.11395683061633,25.406866364025593,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,26.112291221496502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95086450099954,25.917554007255546,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7163,3052.183160947897,False,False,False,False,689.880759383379,False,False,False,False
2025-03-07 00:00:00+00:00,26.289082411,26.4947836092,22.0463974313,25.2172657589,1258,,,,,25.741822919677148,25.362855336727698,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,25.33865925479475,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00523025243339,25.917554007255546,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8421,3449.8732971739787,False,False,False,False,731.9636660957214,False,False,False,False
2025-03-14 00:00:00+00:00,27.0300564515,27.0300564515,25.6745207513,25.6745207513,197,,,,,25.78148794008863,25.38066440461154,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,25.469699190614598,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.13059178156558,25.917554007255546,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8618,3832.6974973833135,False,False,False,False,692.3367278664086,False,False,False,False
2025-03-21 00:00:00+00:00,25.8750403129,26.7971761026,25.8750403129,26.6316570301,40291,,,,,26.14494636482056,25.981827347853706,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,26.145923616739324,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13197538967768,38.606738193873625,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-31673,1202.645830910476,False,False,False,False,3625.5710443207486,False,False,False,False
