date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_38,Gap_Up_aVWAP_36,Gap_Up_aVWAP_34,Gap_Up_aVWAP_21,Gap_Up_aVWAP_19,Gap_Up_aVWAP_18,Gap_Down_aVWAP_59,Gap_Down_aVWAP_54,Gap_Down_aVWAP_48,Gap_Down_aVWAP_47,Gap_Down_aVWAP_35,Gap_Down_aVWAP_30,Gap_Down_aVWAP_29,Gap_Down_aVWAP_26,Gap_Down_aVWAP_25,Gap_Down_aVWAP_15,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-07 17:00:00+00:00,11.32,11.68,11.32,11.55,169.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,169.0,False,False,False,False
2023-12-08 17:00:00+00:00,11.27,11.44,11.18,11.2,1333.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1333.0,-20.666666666666668,False,False,False,False,187.04651162790697,False,False,False,False
2023-12-11 17:00:00+00:00,10.12,10.12,9.83,9.85,1064.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2397.0,-57.50904392764858,False,False,False,False,200.64268974220298,False,False,False,False
2023-12-12 17:00:00+00:00,9.685,9.97,9.685,9.97,367.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,2.5054129291679743,-47.745128363748826,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2030.0,-88.09029906055325,False,False,False,False,203.22187284697503,False,False,False,False
2023-12-13 17:00:00+00:00,9.97,9.97,9.32,9.32,1476.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,3.3886409824412453,-47.10054789155296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3506.0,-141.08114713713383,False,False,False,False,222.95486706640176,False,False,False,False
2023-12-14 17:00:00+00:00,9.495,9.53,9.04,9.44,975.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,5.913816811252479,-44.96105654255262,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2531.0,-178.13415260787593,False,False,False,False,234.61448153048855,False,False,False,False
2023-12-15 17:00:00+00:00,9.13,9.13,8.895,8.935,542.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,6.77572551957976,-44.39718183798483,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3073.0,-223.01579365271505,False,False,False,False,239.38014848350423,False,False,False,False
2023-12-18 17:00:00+00:00,9.0,9.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,8.31181231369926,-43.15852919138078,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3073.0,-267.2015953015101,False,False,False,False,235.66882835197703,False,False,False,False
2023-12-19 17:00:00+00:00,9.09,9.09,8.675,8.76,391.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,8.89651000109056,-42.763845466935294,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3464.0,-316.7643612658278,False,False,False,False,238.07706357132622,False,False,False,False
2023-12-20 17:00:00+00:00,8.78,8.78,8.64,8.64,1312.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,9.081145118274478,-42.65286857903405,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4776.0,-385.89979752527233,False,False,False,False,254.72703157797233,False,False,False,False
