date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_870,Gap_Up_aVWAP_858,Gap_Up_aVWAP_840,Gap_Up_aVWAP_756,Gap_Up_aVWAP_714,Gap_Up_aVWAP_702,Gap_Up_aVWAP_678,Gap_Up_aVWAP_642,Gap_Up_aVWAP_594,Gap_Down_aVWAP_882,Gap_Down_aVWAP_792,Gap_Down_aVWAP_672,Gap_Down_aVWAP_630,Gap_Down_aVWAP_618,Gap_Down_aVWAP_564,Gap_Down_aVWAP_546,Gap_Down_aVWAP_504,Gap_Down_aVWAP_486,Gap_Down_aVWAP_438,aVWAP_OB_bull_827,aVWAP_OB_bull_677,aVWAP_OB_bull_575,aVWAP_OB_bull_486,aVWAP_OB_bull_398,aVWAP_OB_bull_372,aVWAP_OB_bear_167,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-08 15:00:00+00:00,14.765,14.845,14.385,14.525,7837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7837.0,False,False,False,False
2025-01-08 16:00:00+00:00,14.53,14.715,14.505,14.66,4571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4571.0,70.86821705426357,False,False,False,False,7786.364341085271,False,False,False,False
2025-01-08 17:00:00+00:00,14.66,14.675,14.425,14.615,11185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9090909090909,18.181818181818173,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-6614.0,-32.77315065200409,False,False,False,False,7839.056366804879,False,False,False,False
2025-01-08 18:00:00+00:00,14.615,14.71,14.55,14.6,4507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.59918775382684,18.181818181818173,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-11121.0,-204.68364444034512,False,False,False,False,7787.396578172245,False,False,False,False
2025-01-08 19:00:00+00:00,14.585,14.7,14.535,14.635,4471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28028751809521,18.181818181818173,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-6650.0,-304.61102979785915,False,False,False,False,7735.979576960272,False,False,False,False
2025-01-08 20:00:00+00:00,14.635,14.655,14.505,14.55,15381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.62715874198784,18.181818181818173,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-22031.0,-641.4542696459544,False,False,False,False,7854.507025379493,False,False,False,False
2025-01-09 15:00:00+00:00,14.55,14.55,14.55,14.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5250728912496,33.0352427283228,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-22031.0,-973.0751336824511,False,False,False,False,7732.731722660431,False,False,False,False
2025-01-09 16:00:00+00:00,14.55,14.55,14.55,14.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.79034899075745,27.721680230958782,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-22031.0,-1299.5545889741961,False,False,False,False,7612.844409130812,False,False,False,False
2025-01-09 17:00:00+00:00,14.55,14.55,14.55,14.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.63386639042935,23.67313593905743,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-22031.0,-1620.9723472846736,False,False,False,False,7494.815813640412,False,False,False,False
2025-01-09 18:00:00+00:00,14.55,14.55,14.55,14.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.52954465687728,20.40675611430858,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-22031.0,-1937.406884536074,False,False,False,False,7378.617118855289,False,False,False,False
2025-01-09 19:00:00+00:00,14.55,14.55,14.55,14.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1266635011759,17.645357437514136,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-22031.0,-2248.935459969623,False,False,False,False,7264.219954221873,False,False,False,False
2025-01-09 20:00:00+00:00,14.55,14.55,14.55,14.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.19140939737498,15.23342977314023,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-22031.0,-2555.6341350088537,False,False,False,False,7151.596389040138,False,False,False,False
