date,Open,High,Low,Close,Volume,aVWAP_OB_bull_845,aVWAP_OB_bull_681,aVWAP_OB_bull_666,aVWAP_OB_bull_653,aVWAP_OB_bull_551,aVWAP_OB_bull_540,aVWAP_OB_bull_524,aVWAP_OB_bull_516,aVWAP_OB_bull_485,aVWAP_OB_bull_426,aVWAP_OB_bear_815,aVWAP_OB_bear_636,aVWAP_OB_bear_404,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-31 15:00:00+00:00,39.885,40.115,39.83,39.95,1497.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1497.0,False,False,False,False
2024-12-31 16:00:00+00:00,39.96,39.97,39.79,39.955,2337.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2337.0,36.23255813953488,False,False,False,False,1510.0232558139535,False,False,False,False
2024-12-31 17:00:00+00:00,39.96,40.47,39.87,40.47,1535.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3872.0,95.70182080403822,False,False,False,False,1510.4104921579233,False,False,False,False
2024-12-31 18:00:00+00:00,40.47,40.47,40.095,40.255,2151.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,89.40983307488834,40.468849767399504,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1721.0,120.90024218692135,False,False,False,False,1520.3421124345446,False,False,False,False
2024-12-31 19:00:00+00:00,40.23,40.335,40.13,40.255,2915.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,82.34972179148056,34.75015962783921,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1721.0,145.70799037006987,False,False,False,False,1541.964715342536,False,False,False,False
2024-12-31 20:00:00+00:00,40.245,40.28,39.95,40.01,6251.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,70.49653606238249,24.844784490258974,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4530.0,73.2163936201463,False,False,False,False,1614.9730143294735,False,False,False,False
2025-01-01 15:00:00+00:00,40.01,40.01,40.01,40.01,0.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,62.59441224298378,18.805541894256507,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4530.0,1.8486975950277582,False,False,False,False,1589.9346730220398,False,False,False,False
2025-01-01 16:00:00+00:00,40.01,40.01,40.01,40.01,0.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,57.32632969671797,15.008066399539956,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4530.0,-68.41252252272461,False,False,False,False,1565.2845230527057,False,False,False,False
2025-01-01 17:00:00+00:00,40.01,40.01,40.01,40.01,0.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,53.814274665874095,12.48113591665912,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4530.0,-137.5844213983413,False,False,False,False,1541.0165459511134,False,False,False,False
2025-01-01 18:00:00+00:00,40.01,40.01,40.01,40.01,0.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,51.472904645311516,10.65770815881774,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4530.0,-205.68388773325074,False,False,False,False,1517.1248165565223,False,False,False,False
