date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_147,Gap_Up_aVWAP_123,Gap_Up_aVWAP_93,Gap_Down_aVWAP_200,Gap_Down_aVWAP_176,Gap_Down_aVWAP_150,Gap_Down_aVWAP_136,Gap_Down_aVWAP_101,Gap_Down_aVWAP_58,Gap_Down_aVWAP_17,aVWAP_OB_bull_185,aVWAP_OB_bull_150,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,133.0948570963,133.6723168856,128.7831573365,130.4000447464,2326605,,,,,,,,,,,,,#000000,-1.0,123.58679,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2326605.0,False,False,False,False
2022-01-07 00:00:00+00:00,122.5273429527,132.7483812228,120.4966093605,131.8533185494,2895457,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2895457,-214478.2962962963,False,False,False,False,2368742.185185185,False,False,False,False
2022-01-14 00:00:00+00:00,125.1547849939,129.2836224872,121.6707775987,121.6707775987,1987432,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010171058771996,-65.02542764692998,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-908025,-265852.12620027433,False,False,False,False,2340496.9862825787,False,False,False,False
2022-01-21 00:00:00+00:00,125.7129961235,133.7300628645,124.1346060329,124.8083091204,2381888,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.334091499281334,-59.66397787573441,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1473863,-136984.33907432808,False,False,False,False,2343562.987298684,False,False,False,False
2022-01-28 00:00:00+00:00,123.5186489243,128.5329247611,120.256001115,123.8651247979,3196685,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,124.10252493346665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.000473949839817,-56.78658498764957,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1722822,-254453.79543919268,False,False,False,False,2406757.2104617446,False,False,False,False
2022-02-04 00:00:00+00:00,128.9371466136,131.2152254823,123.7688814997,123.7688814997,2528609,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,125.81227426247648,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.68764273693956,-48.08814308146496,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,805787,-175917.4402214747,False,False,False,False,2415783.26894606,False,False,False,False
2022-02-11 00:00:00+00:00,136.6943564494,137.3488108773,128.9082736242,129.8803309361,3011700,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,128.74396051226765,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.889775845879974,-37.165373991707796,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3817487,119890.29609122706,False,False,False,False,2459925.24902413,False,False,False,False
2022-02-18 00:00:00+00:00,142.2187217668,146.135824004,133.4317086401,137.3584352071,3338867,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,132.0207819964671,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.998779797077276,-27.49410755506647,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,7156354,641109.8297140992,False,False,False,False,2525032.0453927126,False,False,False,False
2022-02-25 00:00:00+00:00,141.6027646582,145.2118883411,137.4546785053,143.5180062926,3906665,,,,,,,,,,,,,#000000,0.0,0.0,,134.31902619699235,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.77215594192161,-21.09046683784798,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,3249689,834337.9164019437,False,False,False,False,2627375.2272154745,False,False,False,False
2022-03-04 00:00:00+00:00,152.2953950895,152.9402251875,140.2649828131,143.1907790787,4157373,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,137.24637123279237,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.34116322190196,-13.8768648493337,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7407062,1321206.3670388367,False,False,False,False,2740708.3955698838,False,False,False,False
