date,Close,High,Low,Open,Volume,aVWAP_OB_bull_64,aVWAP_OB_bear_161,aVWAP_OB_bear_32,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.2380938078,10.6612128609,10.2380938078,10.3282667208,530640,,,,#000000,1.0,10.652448,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,530640.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.3005212091,10.4669942791,10.0577479819,10.2658393195,581048,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,581048,43040.59259259259,False,False,False,False,534373.925925926,False,False,False,False
2022-01-14 00:00:00+00:00,10.0848223218,10.5799968618,10.0499508753,10.307457587,750444,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5050190455804,-51.22741429488822,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-169396,27304.548696844995,False,False,False,False,550379.1165980796,False,False,False,False
2022-01-21 00:00:00+00:00,9.9322946149,10.0952837558,9.7920079678,10.0708737432,1938862,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.166809649054606,-51.22741429488822,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2108258,-130885.2697251435,False,False,False,False,653229.7005537774,False,False,False,False
2022-01-28 00:00:00+00:00,9.9393089473,9.9393089473,9.3430906971,9.8411082943,1208409,,,,#000000,0.0,0.0,,9.740569530566667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51576978982746,-51.22741429488822,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-899849,-187845.54604179953,False,False,False,False,694354.0931053495,False,False,False,False
2022-02-04 00:00:00+00:00,10.1497389179,10.2198822415,9.8761799561,9.953337612,476488,,,,#000000,0.0,0.0,,9.837107142555295,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.416211646627595,-51.22741429488822,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-423361,-205291.13522388847,False,False,False,False,678215.8639864346,False,False,False,False
2022-02-11 00:00:00+00:00,10.170781915,10.4162835474,10.1228038817,10.1777962474,465992,,,,#000000,0.0,0.0,,9.923662630491519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.92778339084627,-51.22741429488822,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,42631,-186926.53261471156,False,False,False,False,662495.5777652173,False,False,False,False
2022-02-18 00:00:00+00:00,10.220872925,10.3601688886,9.9498304458,10.1918249121,387408,,,,#000000,0.0,0.0,,9.962321789658636,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.59701875741027,-51.22741429488822,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,430039,-141225.38205065887,False,False,False,False,642118.7201529789,False,False,False,False
2022-02-25 00:00:00+00:00,9.727110948,10.1503354997,9.4943374445,10.1362280147,770569,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.922329954049122,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.521973227334676,-51.22741429488822,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-340530,-155988.6870839434,False,False,False,False,651633.5556972027,False,False,False,False
2022-03-04 00:00:00+00:00,9.9739919365,10.0445293618,9.6229271708,9.6354122951,260062,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.919280621424248,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.44348554074548,-51.22741429488822,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-80468,-150394.5621147624,False,False,False,False,622628.2552751877,False,False,False,False
