date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_894,Gap_Up_aVWAP_846,Gap_Up_aVWAP_840,Gap_Up_aVWAP_798,Gap_Up_aVWAP_786,Gap_Up_aVWAP_738,Gap_Up_aVWAP_726,Gap_Up_aVWAP_660,Gap_Up_aVWAP_654,Gap_Up_aVWAP_606,Gap_Down_aVWAP_888,Gap_Down_aVWAP_882,Gap_Down_aVWAP_870,Gap_Down_aVWAP_834,Gap_Down_aVWAP_810,Gap_Down_aVWAP_804,Gap_Down_aVWAP_780,Gap_Down_aVWAP_732,Gap_Down_aVWAP_714,Gap_Down_aVWAP_696,aVWAP_OB_bear_855,aVWAP_OB_bear_667,aVWAP_OB_bear_304,aVWAP_OB_bear_187,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,39.945,39.965,39.62,39.665,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1720.0,False,False,False,False
2025-01-06 16:00:00+00:00,39.665,40.0,39.6,39.98,2419.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2419.0,37.50387596899225,False,False,False,False,1730.8372093023254,False,False,False,False
2025-01-06 17:00:00+00:00,40.005,40.005,39.79,39.84,1895.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888918,11.111111111112145,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,524.0,45.04645153536446,False,False,False,False,1733.3823688480256,False,False,False,False
2025-01-06 18:00:00+00:00,39.84,39.915,39.78,39.865,2184.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.17883155121694,11.111111111112145,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2708.0,86.33255306194795,False,False,False,False,1740.368688710847,False,False,False,False
2025-01-06 19:00:00+00:00,39.88,39.93,39.765,39.77,2485.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.85690717389278,11.111111111112145,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,223.0,88.45142820827434,False,False,False,False,1751.913360203702,False,False,False,False
2025-01-06 20:00:00+00:00,39.775,39.84,39.585,39.635,4918.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.07528815808569,11.111111111112145,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4695.0,14.28939056163442,False,False,False,False,1800.9999747741872,False,False,False,False
2025-01-07 15:00:00+00:00,39.86,39.86,39.17,39.535,5108.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.538298265227596,28.86108552024352,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-9803.0,-137.91664650133666,False,False,False,False,1852.2712929947422,False,False,False,False
2025-01-07 16:00:00+00:00,39.5,39.55,39.26,39.28,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.466681564010834,18.5576267677,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12933.0,-336.29003182689735,False,False,False,False,1872.0810403901726,False,False,False,False
2025-01-07 17:00:00+00:00,39.28,39.42,39.27,39.28,2507.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.75227042986632,11.322640025973257,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12933.0,-531.5878607908214,False,False,False,False,1881.924745190325,False,False,False,False
2025-01-07 18:00:00+00:00,39.28,39.54,39.18,39.43,4441.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.41878523216703,10.699823135807122,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8492.0,-655.0051032591807,False,False,False,False,1921.6003305362115,False,False,False,False
2025-01-07 19:00:00+00:00,39.37,39.375,39.16,39.16,5837.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25353792429759,6.054686759400248,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-14329.0,-867.0050241388833,False,False,False,False,1982.3042013806112,False,False,False,False
2025-01-07 20:00:00+00:00,39.17,39.37,38.96,39.31,15665.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.846471264530166,5.947738476388018,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1336.0,-832.8499074855673,False,False,False,False,2194.4390199638574,False,False,False,False
