date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_294,Gap_Up_aVWAP_258,Gap_Up_aVWAP_210,Gap_Up_aVWAP_198,Gap_Up_aVWAP_186,Gap_Up_aVWAP_102,Gap_Up_aVWAP_66,Gap_Up_aVWAP_60,Gap_Up_aVWAP_30,Gap_Down_aVWAP_288,Gap_Down_aVWAP_168,Gap_Down_aVWAP_126,Gap_Down_aVWAP_114,Gap_Down_aVWAP_54,Gap_Down_aVWAP_12,aVWAP_OB_bull_288,aVWAP_OB_bull_174,aVWAP_OB_bear_284,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,43.935,45.21,43.935,44.65,67197.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,67197.0,False,False,False,False
2025-04-08 15:00:00+00:00,44.59,45.11,44.2,45.045,32812.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,32812.0,508.71317829457365,False,False,False,False,66663.89922480621,False,False,False,False
2025-04-08 16:00:00+00:00,44.97,45.045,44.15,44.18,58794.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2905436272271,-32.98309730470517,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-25982.0,98.00444684814613,False,False,False,False,66541.88528333635,False,False,False,False
2025-04-08 17:00:00+00:00,44.17,44.405,43.75,44.215,22081.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.22782374528981,-32.98309730470517,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3901.0,36.00437790476402,False,False,False,False,65852.56923243191,False,False,False,False
2025-04-08 18:00:00+00:00,44.165,44.41,43.9,43.94,29289.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.93575274863689,-32.98309730470517,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-33190.0,-479.12747291546486,False,False,False,False,65285.69219006863,False,False,False,False
2025-04-08 19:00:00+00:00,43.9,44.055,43.12,44.055,74446.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.077346995197786,-32.98309730470517,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,41256.0,167.92876697469734,False,False,False,False,65427.712466191595,False,False,False,False
2025-04-09 14:00:00+00:00,44.555,44.65,43.36,43.47,49204.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.54957617236376,-32.98309730470517,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7948.0,42.100413998345445,False,False,False,False,65176.18204035917,False,False,False,False
2025-04-09 15:00:00+00:00,43.445,43.83,42.94,43.25,51543.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6576467136598,-32.98309730470517,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-59491.0,-880.893390869846,False,False,False,False,64964.81487694275,False,False,False,False
2025-04-09 16:00:00+00:00,43.25,43.765,43.085,43.68,25210.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.736990401965368,-32.98309730470517,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-34281.0,-1398.7245010889183,False,False,False,False,64348.461157920385,False,False,False,False
2025-04-09 17:00:00+00:00,43.685,46.065,43.67,45.58,83164.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2714001138328,-32.98309730470517,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,48883.0,-619.162880916997,False,False,False,False,64640.174938417746,False,False,False,False
