date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_110,Gap_Down_aVWAP_24,Gap_Down_aVWAP_17,aVWAP_OB_bull_92,aVWAP_OB_bear_167,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,16.5733482,16.6290703121,16.3197611717,16.3752166709,648618,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,648618.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.8201175536,16.9116610235,16.5017054845,16.5813085017,1547313,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1547313,114615.77777777777,False,False,False,False,715188.0,False,False,False,False
2022-01-14 00:00:00+00:00,16.955442683,17.0342496701,16.7166336311,16.8201175536,1187098,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2734411,308674.683127572,False,False,False,False,750144.2962962963,False,False,False,False
2022-01-21 00:00:00+00:00,16.4300627689,16.9395220796,16.4221024672,16.9315617778,978306,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.67938788873133,33.62660886356633,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1756105,415891.7436366407,False,False,False,False,767045.1632373114,False,False,False,False
2022-01-28 00:00:00+00:00,16.3823009585,16.5414273901,16.0502767734,16.310658243,1743181,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.324668373999998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.68022915115012,22.048757350572842,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,12924,386042.2811450377,False,False,False,False,839351.5215160291,False,False,False,False
2022-02-04 00:00:00+00:00,16.2645412766,16.5574275966,16.1685852808,16.3584200533,854704,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.326483250825635,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.03128083357115,13.03335348482048,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-841780,295092.4825417015,False,False,False,False,840488.7421444714,False,False,False,False
2022-02-11 00:00:00+00:00,16.4404606021,16.5284202648,16.2325559447,16.2805339425,1075684,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.348150456723204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.716694343379345,10.142871029065006,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,233904,290560.00235342735,False,False,False,False,857910.6130967328,False,False,False,False
2022-02-18 00:00:00+00:00,16.2805339425,16.472445934,16.1845779468,16.4484569351,733838,,,,,,#000000,0.0,0.0,,16.34221782659641,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.847662236964624,6.545659756621319,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-499934,232004.8910679883,False,False,False,False,848720.0491636414,False,False,False,False
2022-02-25 00:00:00+00:00,16.3285119404,16.3365082734,15.6168383054,16.2405522776,884535,,,,,,#000000,-1.0,15.536065,,16.19733689429735,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.14910419478147,4.863760722134494,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,384601,243308.3065444336,False,False,False,False,851373.0084848532,False,False,False,False
2022-03-04 00:00:00+00:00,16.6506675773,16.6506675773,16.0886219511,16.1685852808,722325,,,,,,#000000,0.0,0.0,,16.290120879448352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.29903341041225,4.863760722134494,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,1106926,307279.9875411422,False,False,False,False,841813.8967452344,False,False,False,False
