date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_336,Gap_Up_aVWAP_300,Gap_Up_aVWAP_252,Gap_Up_aVWAP_240,Gap_Up_aVWAP_228,Gap_Up_aVWAP_144,Gap_Up_aVWAP_108,Gap_Up_aVWAP_102,Gap_Up_aVWAP_72,Gap_Down_aVWAP_330,Gap_Down_aVWAP_210,Gap_Down_aVWAP_168,Gap_Down_aVWAP_156,Gap_Down_aVWAP_96,Gap_Down_aVWAP_54,Gap_Down_aVWAP_30,Gap_Down_aVWAP_24,Gap_Down_aVWAP_6,aVWAP_OB_bull_330,aVWAP_OB_bull_216,aVWAP_OB_bull_97,aVWAP_OB_bear_326,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,44.295,44.39,43.08,43.255,61531.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,61531.0,False,False,False,False
2025-03-28 15:00:00+00:00,43.255,43.6,42.97,43.18,68299.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-68299.0,-1058.8992248062016,False,False,False,False,61635.93023255814,False,False,False,False
2025-03-28 16:00:00+00:00,43.175,43.205,42.55,42.66,40384.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-108683.0,-2727.4899344991286,False,False,False,False,61306.44294213088,False,False,False,False
2025-03-28 17:00:00+00:00,42.66,43.38,42.3,43.285,46120.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.171539331287274,-33.64561460184146,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-62563.0,-3655.1722610960414,False,False,False,False,61070.994214345905,False,False,False,False
2025-03-28 18:00:00+00:00,43.28,43.305,42.88,42.88,39698.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11807283676222,-28.48402680679124,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-102261.0,-5183.944784179824,False,False,False,False,60739.629962960695,False,False,False,False
2025-03-28 19:00:00+00:00,42.91,43.28,42.82,42.99,87429.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.374445935495046,-23.851572286861384,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14832.0,-5333.527035587887,False,False,False,False,61153.41864570549,False,False,False,False
2025-03-31 14:00:00+00:00,41.9,41.945,41.315,41.315,48679.0,,,,,,,,,,,,,,,,,,41.525,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.089950483058313,-23.851572286861384,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-63511.0,-6235.503360617533,False,False,False,False,60960.01680623718,False,False,False,False
2025-03-31 15:00:00+00:00,41.37,41.76,41.37,41.675,16592.0,,,,,,,,,,,,,,,,,,41.54448879798583,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.563837923501058,-23.851572286861384,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-46919.0,-6866.255246499431,False,False,False,False,60272.140576683116,False,False,False,False
2025-03-31 16:00:00+00:00,41.675,42.05,41.5,41.785,15049.0,,,,,,,,,,,,,,,,,,41.58830262284196,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.843536374724955,-23.851572286861384,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-31870.0,-7253.910203918045,False,False,False,False,59571.00661425392,False,False,False,False
2025-03-31 17:00:00+00:00,41.81,41.97,41.69,41.89,16105.0,,,,,,,,,,,,,,,,,,41.63201158067582,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.64843427955594,-23.851572286861384,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-15765.0,-7385.865084477456,False,False,False,False,58897.11503883913,False,False,False,False
