date,Open,High,Low,Close,Volume,aVWAP_OB_bull_427,aVWAP_OB_bull_391,aVWAP_OB_bull_344,aVWAP_OB_bull_217,aVWAP_OB_bull_80,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,4.805,4.815,4.745,4.745,112780.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,112780.0,False,False,False,False
2023-11-09 17:00:00+00:00,4.78,4.835,4.645,4.65,33265.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33265.0,-515.7364341085271,False,False,False,False,111547.20930232559,False,False,False,False
2023-11-10 17:00:00+00:00,4.555,4.595,4.51,4.595,38382.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-71647.0,-1618.5467219518057,False,False,False,False,110412.86497205697,False,False,False,False
2023-11-13 17:00:00+00:00,4.685,4.685,4.56,4.565,57667.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-129314.0,-3598.321191378909,False,False,False,False,109595.09962365298,False,False,False,False
2023-11-14 17:00:00+00:00,4.92,5.045,4.915,5.005,32897.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,25.425663464282316,-27.116902882145915,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96417.0,-5037.3704752335,False,False,False,False,108405.98180003045,False,False,False,False
2023-11-15 17:00:00+00:00,5.045,5.135,5.035,5.115,23438.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,43.77288159417819,-12.129946373096573,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72979.0,-6090.7290725167,False,False,False,False,107088.64874886718,False,False,False,False
2023-11-16 17:00:00+00:00,5.29,5.315,5.215,5.27,43774.0,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,57.4286483523085,-1.754210609430075,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29205.0,-6449.089862090085,False,False,False,False,106107.02628764445,False,False,False,False
2023-11-17 17:00:00+00:00,5.165,5.27,5.15,5.23,59672.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,64.84568813335427,3.1892197155238193,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-88877.0,-7727.041957251479,False,False,False,False,105387.10339946391,False,False,False,False
2023-11-20 17:00:00+00:00,5.2,5.275,5.185,5.245,19453.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,69.95683071896131,6.672396727384573,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-69424.0,-8683.58394241037,False,False,False,False,104054.79171885207,False,False,False,False
2023-11-21 17:00:00+00:00,5.505,5.575,5.465,5.475,27245.0,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,75.33117615547948,10.998787012716363,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42179.0,-9202.89271849703,False,False,False,False,102863.94223483885,False,False,False,False
