date,Open,High,Low,Close,Volume,aVWAP_OB_bull_876,aVWAP_OB_bull_861,aVWAP_OB_bull_823,aVWAP_OB_bull_556,aVWAP_OB_bull_497,aVWAP_OB_bull_483,aVWAP_OB_bull_431,aVWAP_OB_bull_138,aVWAP_OB_bull_21,aVWAP_OB_bear_883,aVWAP_OB_bear_655,aVWAP_OB_bear_468,aVWAP_OB_bear_222,aVWAP_OB_bear_174,aVWAP_OB_bear_161,aVWAP_OB_bear_95,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,417.985,423.09,415.76,419.87,114574.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,114574.0,False,False,False,False
2024-12-30 16:00:00+00:00,420.05,424.425,418.7,423.605,47731.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47731.0,740.015503875969,False,False,False,False,113537.67441860464,False,False,False,False
2024-12-30 17:00:00+00:00,423.54,424.95,419.925,421.19,49060.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,85.96338273757625,0.8718395815168876,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1329.0,707.9377441259539,False,False,False,False,112538.02055164953,False,False,False,False
2024-12-30 18:00:00+00:00,421.43,423.6,419.69,422.36,37265.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,79.22583962922266,0.8718395815168876,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35936.0,1254.1092519689623,False,False,False,False,111370.99697720534,False,False,False,False
2024-12-30 19:00:00+00:00,422.26,424.48,421.29,423.0,46682.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,75.91045798782858,0.8718395815168876,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82618.0,2515.5649224810713,False,False,False,False,110368.06679151223,False,False,False,False
2024-12-30 20:00:00+00:00,423.01,423.2,417.745,417.9,85072.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,62.61149400743723,0.8718395815168876,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2454.0,2438.51740430307,False,False,False,False,109975.87970947327,False,False,False,False
2024-12-31 15:00:00+00:00,421.87,424.43,415.41,415.92,57204.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,51.664369114808494,0.8718395815168876,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59658.0,1475.7807003603868,False,False,False,False,109157.71103180702,False,False,False,False
2024-12-31 16:00:00+00:00,415.92,417.33,412.095,415.98,53657.0,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,44.50382881109787,24.581256620028057,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6001.0,1359.8616197346444,False,False,False,False,108297.234891779,False,False,False,False
2024-12-31 17:00:00+00:00,415.87,416.75,408.66,412.05,60902.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,36.690371183315456,15.684406708885419,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66903.0,301.5226798937972,False,False,False,False,107562.4250484956,False,False,False,False
2024-12-31 18:00:00+00:00,412.17,414.26,409.19,409.195,63149.0,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,30.091012068825663,7.891851023471254,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-130052.0,-1719.462167856494,False,False,False,False,106873.84481518558,False,False,False,False
