date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_864,Gap_Up_aVWAP_852,Gap_Up_aVWAP_840,Gap_Up_aVWAP_828,Gap_Up_aVWAP_804,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Up_aVWAP_762,Gap_Up_aVWAP_720,Gap_Down_aVWAP_872,Gap_Down_aVWAP_846,Gap_Down_aVWAP_822,Gap_Down_aVWAP_798,Gap_Down_aVWAP_750,Gap_Down_aVWAP_732,Gap_Down_aVWAP_636,Gap_Down_aVWAP_618,Gap_Down_aVWAP_582,Gap_Down_aVWAP_462,aVWAP_OB_bull_874,aVWAP_OB_bull_750,aVWAP_OB_bull_689,aVWAP_OB_bull_353,aVWAP_OB_bear_269,aVWAP_OB_bear_221,aVWAP_OB_bear_149,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,40.74,41.135,40.735,40.935,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,35.8725,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,740.0,False,False,False,False
2025-01-16 16:00:00+00:00,40.935,41.305,40.935,41.18,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,372.0,5.767441860465116,False,False,False,False,734.2945736434109,False,False,False,False
2025-01-16 17:00:00+00:00,41.18,41.4,41.16,41.4,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1647.0,31.212907878132324,False,False,False,False,742.6776035094045,False,False,False,False
2025-01-16 18:00:00+00:00,41.365,41.41,40.98,40.98,1169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,82.69758925846801,34.42783033262121,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,478.0,38.13983953893647,False,False,False,False,749.2872530673982,False,False,False,False
2025-01-16 19:00:00+00:00,40.97,41.1,40.9,41.005,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,71.74386587193757,25.60762392923573,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1371.0,58.8043381507359,False,False,False,False,751.5153576710044,False,False,False,False
2025-01-16 20:00:00+00:00,41.005,41.005,40.51,40.51,2971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,57.3313714910154,13.847279533326635,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1600.0,33.086441435220614,False,False,False,False,785.9259722807562,False,False,False,False
2025-01-17 15:00:00+00:00,42.78,44.035,42.78,43.84,2031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,65.93260533641657,7.119834240849315,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,431.0,39.25564389358929,False,False,False,False,805.229445578729,False,False,False,False
2025-01-17 16:00:00+00:00,43.81,43.85,43.6,43.85,1223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,71.68123579287999,11.176120141405214,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1654.0,64.29044011229333,False,False,False,False,811.7065084379735,False,False,False,False
2025-01-17 17:00:00+00:00,43.85,44.06,43.575,43.91,1840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,75.6094430459974,14.048610779489067,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3494.0,117.46423173845932,False,False,False,False,827.6490431908732,False,False,False,False
2025-01-17 18:00:00+00:00,43.91,43.97,43.61,43.61,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,75.78916767890075,14.048610779489067,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2888.0,160.4182746572429,False,False,False,False,824.212623916596,False,False,False,False
