date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_196,aVWAP_OB_bull_183,aVWAP_OB_bull_165,aVWAP_OB_bull_111,aVWAP_OB_bull_52,aVWAP_OB_bear_94,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,2.6116533224,3.2172540929,2.4318655937,2.8955286836,86040,,,,,,,#000000,-1.0,2.0841184,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,86040.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.744128491,2.9239162197,2.3940155456,2.8529473794,67068,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,67068,4968.0,False,False,False,False,84634.66666666667,False,False,False,False
2022-01-14 00:00:00+00:00,2.7914410512,2.8009035632,2.6968159308,2.753591003,31569,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,98637,11906.444444444445,False,False,False,False,80703.87654320987,False,False,False,False
2022-01-21 00:00:00+00:00,2.8671411475,2.9901538039,2.50756569,2.8387536113,74458,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,173095,23846.337448559672,False,False,False,False,80241.21902149061,False,False,False,False
2022-01-28 00:00:00+00:00,2.6116533224,2.9049911956,2.3940155456,2.3940155456,191826,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.636886687866667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.63434807048058,35.47465716037618,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-18731,20692.460600518214,False,False,False,False,88506.75835323204,False,False,False,False
2022-02-04 00:00:00+00:00,2.5832657863,2.7725160271,2.5738032743,2.6495033706,32950,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.6378114300456876,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.86427527885257,24.978492041962014,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-51681,15331.463518998346,False,False,False,False,84391.4429196593,False,False,False,False
2022-02-11 00:00:00+00:00,2.7725160271,3.0753164123,2.6211158345,2.6495033706,72790,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.753045214018827,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31483181090013,22.56545968904399,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,21109,15759.429184257728,False,False,False,False,83532.07677746231,False,False,False,False
2022-02-18 00:00:00+00:00,2.8292910993,2.8482161234,2.6968159308,2.7819785391,103452,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.7577614753180253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.77535536125777,21.929447057093682,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,124561,23818.804800238635,False,False,False,False,85007.62664579843,False,False,False,False
2022-02-25 00:00:00+00:00,2.8103660752,2.9333787317,2.6296320953,2.8292910993,95703,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.763127328674152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.11852372089677,20.99003019973796,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28858,24192.07851873948,False,False,False,False,85799.87652388743,False,False,False,False
2022-03-04 00:00:00+00:00,2.8302373505,2.8482161234,2.7252034669,2.7819785391,70281,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,2.7679077378250305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.29555450706289,20.685220519292145,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,99139,29743.702332166184,False,False,False,False,84650.33011471058,False,False,False,False
