date,Open,High,Low,Close,Volume,aVWAP_OB_bull_885,aVWAP_OB_bull_853,aVWAP_OB_bull_834,aVWAP_OB_bull_828,aVWAP_OB_bull_744,aVWAP_OB_bull_729,aVWAP_OB_bull_695,aVWAP_OB_bull_654,aVWAP_OB_bull_588,aVWAP_OB_bull_569,aVWAP_OB_bull_522,aVWAP_OB_bull_511,aVWAP_OB_bull_504,aVWAP_OB_bull_497,aVWAP_OB_bull_491,aVWAP_OB_bear_648,aVWAP_OB_bear_557,aVWAP_OB_bear_467,aVWAP_OB_bear_102,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,212.85,215.0,212.78,214.755,1502.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1502.0,False,False,False,False
2024-12-30 16:00:00+00:00,214.755,215.965,214.56,215.965,1441.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1441.0,22.34108527131783,False,False,False,False,1501.0542635658915,False,False,False,False
2024-12-30 17:00:00+00:00,215.965,217.05,215.655,216.525,1566.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3007.0,68.61486689501834,False,False,False,False,1502.0611742082806,False,False,False,False
2024-12-30 18:00:00+00:00,216.525,217.245,216.42,217.02,434.0,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3441.0,120.89990771835139,False,False,False,False,1485.5020862360593,False,False,False,False
2024-12-30 19:00:00+00:00,217.02,217.07,215.86,216.59,1145.0,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,93.37122774073623,44.03410496666261,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2296.0,154.62238976922964,False,False,False,False,1480.2229841238723,False,False,False,False
2024-12-30 20:00:00+00:00,216.33,216.68,215.01,215.01,2301.0,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,76.90385393034592,29.611194872867145,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5.0,152.14762403637334,False,False,False,False,1492.9482091762154,False,False,False,False
2024-12-31 15:00:00+00:00,216.115,217.74,215.58,216.84,742.0,,,,,,,,,,,,,,,,,,,,216.72000000000003,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,72.84031046714063,27.15416889690225,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,737.0,161.21510273348383,False,False,False,False,1481.3056012820107,False,False,False,False
2024-12-31 16:00:00+00:00,216.84,216.94,215.65,216.59,676.0,,,,,,,,,,,,,,,,,,,,216.56426892336626,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,68.96997483609852,24.526483683607736,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61.0,159.66138021048408,False,False,False,False,1468.8202431225995,False,False,False,False
2024-12-31 17:00:00+00:00,216.29,217.45,215.74,217.45,1880.0,,,,,,,,,,,,,,,,,,,,216.7442490398221,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,68.61806810822955,24.526483683607736,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1941.0,187.27903323047659,False,False,False,False,1475.195123074187,False,False,False,False
2024-12-31 18:00:00+00:00,217.7,217.72,216.46,216.99,654.0,,,,,,,,,,,,,,,,,,,,216.7959497300945,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,66.25545310966453,22.79912564112186,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1287.0,204.32897069977153,False,False,False,False,1462.4634157397034,False,False,False,False
