date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_36,Gap_Down_aVWAP_39,Gap_Down_aVWAP_17,Gap_Down_aVWAP_4,aVWAP_OB_bull_171,aVWAP_OB_bull_96,aVWAP_OB_bear_84,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.8117386337,10.9092432112,10.6359951579,10.7346394466,79630,,,,,,,,,#000000,1.0,11.095437,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,79630.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.8047088947,10.9312441973,10.5375788114,10.8187683728,194341,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-194341,-14395.62962962963,False,False,False,False,88127.11111111112,False,False,False,False
2022-01-14 00:00:00+00:00,10.6781735921,10.8328278508,10.4743111601,10.8187683728,97450,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-291791,-34943.434842249655,False,False,False,False,88817.69547325105,False,False,False,False
2022-01-21 00:00:00+00:00,9.9751996887,10.6711438531,9.9009656445,10.5656977676,100214,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-392005,-61392.43966874968,False,False,False,False,89661.86617893615,False,False,False,False
2022-01-28 00:00:00+00:00,9.609653259,9.8416346471,9.0613336144,9.7291588226,245344,,,,,9.5042071735,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.5042071735,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-637349,-104055.88858217563,False,False,False,False,101193.87609160756,False,False,False,False
2022-02-04 00:00:00+00:00,9.7361885616,10.1763908199,9.4901476954,9.5955937809,135152,,,,,9.609595531641805,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.609595531641805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.042427617178788,-47.123955143135674,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-502197,-133547.82276127374,False,False,False,False,103709.2926774144,False,False,False,False
2022-02-11 00:00:00+00:00,10.0876755133,10.3055974233,9.6799506493,9.7361885616,186978,,,,,9.746272771302973,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.746272771302973,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.359199632522705,-39.38679366761673,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-315219,-147004.9470011794,False,False,False,False,109877.34507168,False,False,False,False
2022-02-18 00:00:00+00:00,9.6806289575,10.1867825008,9.634614999,9.9602522436,136114,,,,,9.763245920944303,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.763245920944303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.187521513375415,-36.19994131386196,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-451333,-169547.76574183276,False,False,False,False,111820.80099229631,False,False,False,False
2022-02-25 00:00:00+00:00,9.6983266338,9.7281295208,8.8983916633,9.6062987169,112426,,,,,9.718933479838707,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.580274709569354,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.149867466223913,-33.869044655318646,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-338907,-182092.8942054007,False,False,False,False,111865.63054842252,False,False,False,False
2022-03-04 00:00:00+00:00,9.5850615053,9.7549591981,9.436401024,9.6770894222,125726,,,,,9.702006127646838,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.611543768131536,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.771156263984572,-32.788327952738825,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-464633,-203021.79093092657,False,False,False,False,112892.3245818727,False,False,False,False
