date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_870,Gap_Up_aVWAP_862,Gap_Up_aVWAP_780,Gap_Up_aVWAP_714,Gap_Up_aVWAP_516,Gap_Up_aVWAP_450,Gap_Up_aVWAP_444,Gap_Down_aVWAP_858,Gap_Down_aVWAP_822,Gap_Down_aVWAP_624,Gap_Down_aVWAP_580,Gap_Down_aVWAP_468,Gap_Down_aVWAP_204,Gap_Down_aVWAP_6,aVWAP_OB_bull_834,aVWAP_OB_bear_785,aVWAP_OB_bear_599,aVWAP_OB_bear_0,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,6.31,6.36,6.31,6.36,143.0,,,,,,,,,,,,,,,,,,,,,6.343333333333334,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,143.0,False,False,False,False
2025-01-21 16:00:00+00:00,6.36,6.36,6.06,6.06,93.0,,,,,,,,,,,,,,,,,,,,,6.271087570621469,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-93.0,-1.441860465116279,False,False,False,False,142.2248062015504,False,False,False,False
2025-01-21 17:00:00+00:00,6.06,6.06,6.06,6.06,0.0,,,,,,,,,,,,,,,,,,,,,6.271087570621469,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-93.0,-2.861366504416802,False,False,False,False,140.0197704464876,False,False,False,False
2025-01-21 18:00:00+00:00,6.06,6.07,6.06,6.07,100.0,,,,,,,,,,,,,,,,,,,,,6.210248015873016,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.349325337331417,-48.78560719640173,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,7.0,-2.708477101247549,False,False,False,False,139.3993088891777,False,False,False,False
2025-01-21 19:00:00+00:00,6.07,6.07,6.07,6.07,0.0,,,,,,,,,,,,,,,,,,,,,6.210248015873016,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,2.248875562219028,-48.05697151424276,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,7.0,-2.5579580764220053,False,False,False,False,137.23807929399663,False,False,False,False
2025-01-21 20:00:00+00:00,6.07,6.07,6.07,6.07,0.0,,,,,,,,,,,,,,,,,,,,,6.210248015873016,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,2.848575712144102,-47.61439280359806,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,7.0,-2.4097726798883308,False,False,False,False,135.11035713439978,False,False,False,False
2025-01-22 15:00:00+00:00,5.41,5.41,5.41,5.41,0.0,,,,,,,,,,,,,,,,,,,,,6.210248015873016,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,2.179926407815779,-47.20820116549948,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,7.0,-2.2638847313629302,False,False,False,False,133.0156229152618,False,False,False,False
2025-01-22 16:00:00+00:00,5.41,5.41,5.41,5.41,0.0,,,,,,,,,,,,,,,,,,,,,6.210248015873016,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.73416020493023,-47.53856714216061,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,7.0,-2.120258611496838,False,False,False,False,130.95336519564532,False,False,False,False
2025-01-22 17:00:00+00:00,5.41,5.41,5.41,5.41,0.0,,,,,,,,,,,,,,,,,,,,,6.210248015873016,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.4369827363398642,-47.76126162522468,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,7.0,-1.9788592531790574,False,False,False,False,128.9230804639299,False,False,False,False
2025-01-22 18:00:00+00:00,5.41,5.41,5.41,5.41,0.0,,,,,,,,,,,,,,,,,,,,,6.210248015873016,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.238864423946287,-47.92396922117949,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,7.0,-1.8396521329747308,False,False,False,False,126.92427301487672,False,False,False,False
