date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_152,Gap_Up_aVWAP_142,Gap_Down_aVWAP_24,aVWAP_OB_bull_95,aVWAP_OB_bull_41,aVWAP_OB_bear_166,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.7508019836,17.8182314308,17.3967973856,17.4895128756,641387,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,641387.0,False,False,False,False
2022-01-07 00:00:00+00:00,18.4250964559,18.4672398604,17.7676593454,17.7676593454,1052113,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1052113,77934.29629629629,False,False,False,False,671811.1481481482,False,False,False,False
2022-01-14 00:00:00+00:00,18.593670074,18.6020987549,18.1975220715,18.4082390941,1112156,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2164269,232477.60768175582,False,False,False,False,704429.2853223595,False,False,False,False
2022-01-21 00:00:00+00:00,17.894089559,18.6020987549,17.8440231944,18.5904671752,1831223,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.16077218108201,36.91760495242909,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,333046,239927.118223848,False,False,False,False,787895.4864095922,False,False,False,False
2022-01-28 00:00:00+00:00,17.947399342,18.1926748278,17.4737639211,17.7274971823,2092286,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.80208731201193,28.638347740646594,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2425332,401808.96131837775,False,False,False,False,884517.0059348077,False,False,False,False
2022-02-04 00:00:00+00:00,18.0235193204,18.2010480255,17.7587909512,17.8712793637,1890326,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.84950144428066,23.809039143470258,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4315658,691723.7049244238,False,False,False,False,959021.3758655626,False,False,False,False
2022-02-11 00:00:00+00:00,18.0658081973,18.2687948062,17.9221105937,18.0066037696,3004367,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.99645536363501,20.980472904078695,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,7320025,1182708.9860411333,False,False,False,False,1110528.45913478,False,False,False,False
2022-02-18 00:00:00+00:00,17.879737139,18.1757592771,17.7528705084,18.0911815234,1903108,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.11341779460061,17.086593556491607,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5416917,1496354.0241121603,False,False,False,False,1169238.054754426,False,False,False,False
2022-02-25 00:00:00+00:00,18.0350920523,18.0766788528,17.1354592252,17.9417339287,1776203,,,,,,,"rgba(38, 166, 154, 0.5)",-1.0,17.224707,,17.749076710100002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.11671779264097,15.878706477905183,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,7193120,1918336.688992741,False,False,False,False,1214198.421068913,False,False,False,False
2022-03-04 00:00:00+00:00,18.255756708,18.2981922187,17.5343530259,17.8314016009,1936941,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,17.89532352919792,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.44520275540829,15.878706477905183,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,9130061,2452538.4898080938,False,False,False,False,1267734.9083971416,False,False,False,False
2022-03-11 00:00:00+00:00,17.9841694394,18.2727309123,17.899298418,18.2302954016,1872021,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,17.94786014668936,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.003717458085,14.739962521979805,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,7258040,2808501.5646371236,False,False,False,False,1312496.8411084644,False,False,False,False
2022-03-18 00:00:00+00:00,18.1793727887,18.2803693042,17.8823242137,18.0520662566,1546595,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,17.983894063924794,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.707342189364624,14.693245169503044,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8804635,3252659.5968862255,False,False,False,False,1329837.4454708004,False,False,False,False
2022-03-25 00:00:00+00:00,18.6398135843,18.6483288029,18.1885069968,18.23108309,1209489,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,18.057601292676658,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.08053680218613,14.693245169503044,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10014124,3753508.81193169,False,False,False,False,1320922.7458062966,False,False,False,False
2022-04-01 00:00:00+00:00,18.7590266451,18.8356636128,18.4269331185,18.6483288029,1543720,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,18.153843699912123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31077849489918,14.693245169503044,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,11557844,4331607.714751565,False,False,False,False,1337426.2461169413,False,False,False,False
2022-04-08 00:00:00+00:00,18.8101179569,18.9021674703,18.4695092117,18.7930875197,1975348,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,18.24934758741529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.13024876762307,14.693245169503044,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,13533192,5013206.550695893,False,False,False,False,1384679.7093675383,False,False,False,False
2022-04-15 00:00:00+00:00,18.7760570824,18.9379313886,18.6098400147,18.8356636128,1092431,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,18.293648023988254,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.08995468455633,7.580700345769799,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12440761,5563395.769162864,False,False,False,False,1363031.6568217948,False,False,False,False
2022-04-22 00:00:00+00:00,18.785364473,19.3705384004,18.6486815118,18.7511937327,1346205,,,,,,,"rgba(38, 166, 154, 0.5)",1.0,19.246857,,18.64443893662518,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.82233091042926,8.371854900129435,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,13786966,6172549.1195952445,False,False,False,False,1361785.2377979583,False,False,False,False
2022-04-29 00:00:00+00:00,17.9652667061,18.7426510476,17.9140105957,18.7426510476,1474241,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,18.447438027790483,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.10843652400668,8.371854900129435,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,12312725,6627376.962588189,False,False,False,False,1370115.294257369,False,False,False,False
