date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_445,Gap_Up_aVWAP_436,Gap_Up_aVWAP_428,Gap_Up_aVWAP_426,Gap_Up_aVWAP_424,Gap_Up_aVWAP_419,Gap_Up_aVWAP_418,Gap_Up_aVWAP_411,Gap_Up_aVWAP_409,Gap_Up_aVWAP_399,Gap_Down_aVWAP_444,Gap_Down_aVWAP_437,Gap_Down_aVWAP_433,Gap_Down_aVWAP_432,Gap_Down_aVWAP_430,Gap_Down_aVWAP_425,Gap_Down_aVWAP_423,Gap_Down_aVWAP_422,Gap_Down_aVWAP_416,Gap_Down_aVWAP_414,aVWAP_OB_bull_352,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-01 17:00:00+00:00,1.275,1.33,1.275,1.325,629.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,629.0,False,False,False,False
2023-12-04 17:00:00+00:00,1.31,1.31,1.285,1.285,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,619.2480620155038,False,False,False,False
2023-12-05 17:00:00+00:00,1.285,1.285,1.23,1.24,102.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-102.0,-1.5813953488372092,False,False,False,False,611.2287122168138,False,False,False,False
2023-12-06 17:00:00+00:00,1.23,1.28,1.23,1.27,200.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,9.842041312272187,-41.14216281895503,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,98.0,-0.03749774652965554,False,False,False,False,604.8530732677159,False,False,False,False
2023-12-07 17:00:00+00:00,1.27,1.27,1.27,1.27,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,16.403402187120314,-35.82746051032805,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,98.0,1.4824634588428973,False,False,False,False,595.4755062403094,False,False,False,False
2023-12-08 17:00:00+00:00,1.27,1.27,1.26,1.27,16.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,20.777642770352397,-32.59927095990277,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,98.0,2.978859374209674,False,False,False,False,586.4913898644905,False,False,False,False
2023-12-11 17:00:00+00:00,1.26,1.265,1.26,1.26,100.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,22.4841186143471,-31.661838812093688,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2.0,2.9016677560048727,False,False,False,False,578.9488876960488,False,False,False,False
2023-12-12 17:00:00+00:00,1.22,1.25,1.22,1.245,1357.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,22.13889205766337,-31.661838812093688,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1359.0,-18.213086782847913,False,False,False,False,591.0116956387457,False,False,False,False
2023-12-13 17:00:00+00:00,1.265,1.29,1.265,1.29,905.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,31.51803612827669,-23.97739312683906,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-454.0,-24.969473034276625,False,False,False,False,595.8797313652767,False,False,False,False
2023-12-14 17:00:00+00:00,1.315,1.35,1.31,1.345,1240.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,43.329548006968466,-13.7599189486953,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,786.0,-12.396302909714194,False,False,False,False,605.8660921193034,False,False,False,False
