date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_857,Gap_Up_aVWAP_795,Gap_Up_aVWAP_792,Gap_Up_aVWAP_630,Gap_Up_aVWAP_537,Gap_Up_aVWAP_519,Gap_Up_aVWAP_486,Gap_Up_aVWAP_321,Gap_Up_aVWAP_267,Gap_Up_aVWAP_240,Gap_Down_aVWAP_744,Gap_Down_aVWAP_522,Gap_Down_aVWAP_366,Gap_Down_aVWAP_276,Gap_Down_aVWAP_114,Gap_Down_aVWAP_96,aVWAP_OB_bull_758,aVWAP_OB_bull_686,aVWAP_OB_bull_500,aVWAP_OB_bull_397,aVWAP_OB_bull_96,aVWAP_OB_bear_873,aVWAP_OB_bear_667,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-14 14:00:00+00:00,49.31,49.31,49.31,49.31,1.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1.0,False,False,False,False
2025-03-14 15:00:00+00:00,49.31,49.31,49.31,49.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9844961240310077,False,False,False,False
2025-03-14 16:00:00+00:00,49.31,49.31,49.31,49.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9692326182320773,False,False,False,False
2025-03-14 17:00:00+00:00,49.31,49.31,49.31,49.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9542057559339056,False,False,False,False
2025-03-14 18:00:00+00:00,49.31,49.31,49.31,49.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.9394118682450078,False,False,False,False
2025-03-14 19:00:00+00:00,49.31,50.28,49.31,50.28,100.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,100.0,1.550387596899225,False,False,False,False,2.475234940055163,False,False,False,False
2025-03-17 14:00:00+00:00,50.28,50.28,50.28,50.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,100.0,3.07673817679226,False,False,False,False,2.436859204550432,False,False,False,False
2025-03-17 15:00:00+00:00,50.28,50.28,50.28,50.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,100.0,4.5794244066094345,False,False,False,False,2.3990784416891846,False,False,False,False
2025-03-17 16:00:00+00:00,50.28,50.28,50.28,50.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,100.0,6.0588131754992105,False,False,False,False,2.361883427089352,False,False,False,False
2025-03-17 17:00:00+00:00,50.28,50.28,50.28,50.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,100.0,7.5152656844062,False,False,False,False,2.3252650793825405,False,False,False,False
