date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_852,Gap_Up_aVWAP_846,Gap_Up_aVWAP_834,Gap_Up_aVWAP_816,Gap_Up_aVWAP_756,Gap_Up_aVWAP_750,Gap_Up_aVWAP_732,Gap_Up_aVWAP_696,Gap_Up_aVWAP_666,Gap_Down_aVWAP_888,Gap_Down_aVWAP_810,Gap_Down_aVWAP_792,Gap_Down_aVWAP_774,Gap_Down_aVWAP_744,Gap_Down_aVWAP_738,Gap_Down_aVWAP_678,Gap_Down_aVWAP_642,Gap_Down_aVWAP_606,Gap_Down_aVWAP_600,aVWAP_OB_bull_828,aVWAP_OB_bull_642,aVWAP_OB_bull_565,aVWAP_OB_bull_526,aVWAP_OB_bull_437,aVWAP_OB_bear_180,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,23.785,23.895,23.675,23.695,10945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10945.0,False,False,False,False
2025-01-27 16:00:00+00:00,23.695,23.955,23.655,23.9,18713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,18713.0,290.1240310077519,False,False,False,False,11065.434108527132,False,False,False,False
2025-01-27 17:00:00+00:00,23.905,24.045,23.87,24.03,11201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,29914.0,749.4089297518178,False,False,False,False,11067.535905294151,False,False,False,False
2025-01-27 18:00:00+00:00,24.03,24.19,24.005,24.175,15168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,45082.0,1436.7359230889988,False,False,False,False,11131.108992033776,False,False,False,False
2025-01-27 19:00:00+00:00,24.175,24.195,24.045,24.165,11316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,99.13550820022044,49.221957380198404,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,33766.0,1937.9648235062236,False,False,False,False,11133.975519289066,False,False,False,False
2025-01-27 20:00:00+00:00,24.165,24.175,23.985,24.06,20066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,90.94488399680517,41.902265105111425,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,13700.0,2120.321958025507,False,False,False,False,11272.45651899001,False,False,False,False
2025-01-28 15:00:00+00:00,24.23,24.235,24.02,24.14,15014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,86.90353713949952,38.784154123334204,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28714.0,2532.627043947592,False,False,False,False,11330.464945052181,False,False,False,False
2025-01-28 16:00:00+00:00,24.135,24.145,23.98,23.995,9620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,77.52427537925891,30.858464820102455,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,19094.0,2789.392516134451,False,False,False,False,11303.946108694783,False,False,False,False
2025-01-28 17:00:00+00:00,23.995,24.045,23.91,24.015,11417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,71.7934912732544,26.49767791955034,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,30511.0,3219.18488022539,False,False,False,False,11305.69888220339,False,False,False,False
2025-01-28 18:00:00+00:00,24.015,24.05,23.97,24.015,8607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,67.97296853591807,23.747838201585324,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,30511.0,3642.3137968110423,False,False,False,False,11263.858589456051,False,False,False,False
2025-01-28 19:00:00+00:00,24.015,24.05,23.885,23.89,46716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,60.77973246189634,17.728168080736722,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-16205.0,3334.603505387615,False,False,False,False,11813.504192720298,False,False,False,False
2025-01-28 20:00:00+00:00,23.89,24.025,23.875,23.91,35246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,56.697668646454744,14.527455432116483,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,19041.0,3578.1135285599,False,False,False,False,12176.798701360294,False,False,False,False
