date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_85,Gap_Down_aVWAP_46,Gap_Down_aVWAP_24,aVWAP_OB_bear_123,aVWAP_OB_bear_71,aVWAP_OB_bear_32,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.5466054581,11.6105313014,11.23794772,11.3248187143,6092172,,,,,,,#000000,1.0,12.133895,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6092172.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.3308557367,11.5625869189,11.20300405,11.5466054581,9346200,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9346200,-692311.1111111111,False,False,False,False,6333211.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,11.0591709024,11.3148742759,11.0032357895,11.298892815,18809245,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28155445,-2726617.3251028806,False,False,False,False,7257361.769547326,False,False,False,False
2022-01-21 00:00:00+00:00,11.20300405,11.5146425364,11.0272079807,11.0991245545,9697215,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.020645900044675,-43.363295672614015,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18458230,-3891921.967687852,False,False,False,False,7438091.638469745,False,False,False,False
2022-01-28 00:00:00+00:00,11.1790318587,11.1790318587,10.7874860681,11.051180172,13255775,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.048516595166667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.740282934935376,-39.18971996756292,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31714005,-5952817.007118382,False,False,False,False,7869031.146731246,False,False,False,False
2022-02-04 00:00:00+00:00,11.2189855108,11.4906703451,11.1071152849,11.1630503979,7732720,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.130948530671578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.63675219352308,-34.96457328186115,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-23981285,-7288259.080665168,False,False,False,False,7858934.024751154,False,False,False,False
2022-02-11 00:00:00+00:00,11.1710411283,11.4427259626,11.1151060154,11.1950133196,9007597,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.164584028140087,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45456801194709,-32.7898174003201,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-32988882,-9192008.926541822,False,False,False,False,7944020.171065884,False,False,False,False
2022-02-18 00:00:00+00:00,11.1230967458,11.3068835455,11.051180172,11.1230967458,7449159,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.163749058103498,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.853263873295127,-31.92488696099889,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-40438041,-11506529.820872057,False,False,False,False,7907363.788023967,False,False,False,False
2022-02-25 00:00:00+00:00,11.3947815801,11.4267445018,10.8594026419,11.1230967458,8829407,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,10.659024,,11.175813080999381,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.983703274806587,-24.604336508711032,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31608634,-12995574.574881535,False,False,False,False,7975663.285207378,False,False,False,False
2022-03-04 00:00:00+00:00,11.7463737186,11.7623551794,11.3148742759,11.3148742759,12538400,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.2679231349221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.33709701527993,-15.381152093551677,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19070234,-13445549.347112533,False,False,False,False,8313643.782599424,False,False,False,False
2022-03-11 00:00:00+00:00,12.0500214746,12.1938546222,11.6824478752,11.7383829882,12886206,,,,,,,#000000,0.0,0.0,,11.395082391859589,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.968919462972636,-7.0676638083351975,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-6184028,-12907658.876956047,False,False,False,False,8652352.094999466,False,False,False,False
2022-03-18 00:00:00+00:00,12.2018453526,12.2338082743,11.6904386057,12.058012205,10498720,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,11.477713732376204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67736486441598,-0.6958019943149623,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4314692,-11631929.18236671,False,False,False,False,8789120.08796247,False,False,False,False
2022-03-25 00:00:00+00:00,12.3456785002,12.3776414218,12.0180585529,12.1459102396,8324762,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,11.54847136632666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.86003238721668,4.240634821379423,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12639454,-9834048.946635842,False,False,False,False,8754723.192557842,False,False,False,False
2022-04-01 00:00:00+00:00,12.5946621333,12.6512128934,12.265771196,12.2817526568,8465978,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,11.63018255228055,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.23290216322692,8.500208483352047,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,21105432,-7542235.5431813365,False,False,False,False,8733334.659775779,False,False,False,False
2022-04-08 00:00:00+00:00,12.8127864936,12.9339666937,12.4815606132,12.5946621333,9446578,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.234939706635437,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73384647532612,12.054713404821307,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,30552010,-4720439.577019757,False,False,False,False,8786167.499792388,False,False,False,False
2022-04-15 00:00:00+00:00,12.6188981733,12.8127864936,12.5381113733,12.8127864936,6738788,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,12.244192751309779,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.36694490821026,12.095433062932692,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,23813222,-2606835.015759034,False,False,False,False,8634509.759067027,False,False,False,False
